Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,KT,NULL,3745,4378
ALDER CREEK,1,KT,NULL,40,111
CENTERVILLE,2,KT,NULL,123,200
COLUMBUS,3,KT,NULL,16,24
E KLICKITAT,4,KT,NULL,51,46
F VALLEY,5,KT,NULL,201,188
GLENWOOD,6,KT,NULL,117,183
HUSUM,7,KT,NULL,169,211
LYLE,8,KT,NULL,216,214
MT BROOK,9,KT,NULL,161,157
N DALLES,11,KT,NULL,152,229
N F VALLEY,12,KT,NULL,191,241
PINE FOREST,13,KT,NULL,315,473
ROOSEVELT,14,KT,NULL,22,44
TROUT LAKE,16,KT,NULL,181,188
W KLICKITAT,17,KT,NULL,40,44
WISHRAM,19,KT,NULL,49,38
WOODLAND,20,KT,NULL,328,477
ORCHARD HTS,21,KT,NULL,92,149
APPLETON,22,KT,NULL,32,84
ALDERDALE,23,KT,NULL,13,25
E LYLE,24,KT,NULL,82,77
RIVER,27,KT,NULL,5,18
HGH PRAIRIE,28,KT,NULL,29,49
BINGEN,101,KT,NULL,83,63
GOLDENDALE 1,102,KT,NULL,203,217
GOLDENDALE 2,103,KT,NULL,208,176
GOLDENDALE 3,104,KT,NULL,174,133
WHITE SALMON,109,KT,NULL,277,205
N WHITE SALMON,110,KT,NULL,175,114
