Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,AS,NULL,4472,1624
ANATONE,1,AS,NULL,85,37
RURAL ASOTIN,3,AS,NULL,93,44
W ASOTIN,4,AS,NULL,96,38
SWALLOWS NEST,5,AS,NULL,295,65
ASOTIN #1,101,AS,NULL,135,42
ASOTIN #2,102,AS,NULL,148,52
CLARKSTON #1,201,AS,NULL,112,42
CLARKSTON #2,202,AS,NULL,140,69
CLARKSTON #3,203,AS,NULL,133,64
CLARKSTON #4,204,AS,NULL,165,57
CLARKSTON #5,205,AS,NULL,97,38
CLARKSTON #6,206,AS,NULL,157,57
CLARKSTON #7,207,AS,NULL,96,40
CLARKSTON #8,208,AS,NULL,117,64
CLARKSTON HTS #1,301,AS,NULL,197,70
CLARKSTON HTS #2,302,AS,NULL,322,111
CLARKSTON HTS #3,303,AS,NULL,75,19
CLARKSTON HTS #4,304,AS,NULL,203,62
CLARKSTON HTS #5,305,AS,NULL,339,131
CLARKSTON HTS #6,306,AS,NULL,307,94
CLARKSTON HTS #7,307,AS,NULL,224,103
SOUTH CLARKSTON #1,401,AS,NULL,172,52
SOUTH CLARKSTON #2,402,AS,NULL,205,76
WEST CLARKSTON #1,501,AS,NULL,172,67
WEST CLARKSTON #2,502,AS,NULL,175,59
WEST CLARKSTON #3,503,AS,NULL,212,71
