Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,SM,NULL,2137,1499
BEAR PRAIRIE,100,SM,NULL,89,60
MT. PLEASANT,101,SM,NULL,93,67
SKYE,102,SM,NULL,94,79
UPPER WASHOUGAL,103,SM,NULL,121,66
LEWIS RIVER,104,SM,NULL,14,4
CAPE HORN,105,SM,NULL,129,72
SKAMANIA,106,SM,NULL,159,88
CASCADES,201,SM,NULL,2,7
NORTH BONNEVILLE,202,SM,NULL,172,126
ROCK CREEK,203,SM,NULL,89,45
MAPLE VIEW,204,SM,NULL,133,112
NORTH STEVENSON,205,SM,NULL,88,76
SOUTH STEVENSON,206,SM,NULL,33,17
NELSON CREEK,207,SM,NULL,43,48
CARSON CREEK,208,SM,NULL,152,63
STABLER,300,SM,NULL,161,110
WIND RIVER,303,SM,NULL,113,75
HOT SPRINGS NORTH,304,SM,NULL,63,25
HOT SPRINGS SOUTH,305,SM,NULL,71,60
WIND MOUNTAIN,307,SM,NULL,68,43
CHENOWITH,309,SM,NULL,76,57
UNDERWOOD NORTH,310,SM,NULL,101,99
UNDERWOOD SOUTH,311,SM,NULL,73,100
