Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,DG,NULL,1903,6335
PRECINCT 101,101,DG,NULL,44,141
PRECINCT 102,102,DG,NULL,82,262
PRECINCT 103,103,DG,NULL,21,55
PRECINCT 104,104,DG,NULL,93,324
PRECINCT 105,105,DG,NULL,30,80
PRECINCT 106,106,DG,NULL,24,126
PRECINCT 107,107,DG,NULL,32,120
PRECINCT 108,108,DG,NULL,31,129
PRECINCT 109,109,DG,NULL,27,95
PRECINCT 110,110,DG,NULL,47,188
PRECINCT 111,111,DG,NULL,68,239
PRECINCT 112,112,DG,NULL,55,133
PRECINCT 113,113,DG,NULL,46,127
PRECINCT 114,114,DG,NULL,26,124
PRECINCT 201,201,DG,NULL,47,148
PRECINCT 202,202,DG,NULL,22,73
PRECINCT 203,203,DG,NULL,55,176
PRECINCT 204,204,DG,NULL,66,198
PRECINCT 205,205,DG,NULL,82,244
PRECINCT 206,206,DG,NULL,40,118
PRECINCT 207,207,DG,NULL,68,210
PRECINCT 208,208,DG,NULL,31,111
PRECINCT 209,209,DG,NULL,62,209
PRECINCT 210,210,DG,NULL,28,72
PRECINCT 211,211,DG,NULL,24,46
PRECINCT 212,212,DG,NULL,29,143
PRECINCT 213,213,DG,NULL,23,118
PRECINCT 214,214,DG,NULL,17,41
PRECINCT 215,215,DG,NULL,48,186
PRECINCT 301,301,DG,NULL,95,235
PRECINCT 302,302,DG,NULL,48,234
PRECINCT 303,303,DG,NULL,44,136
PRECINCT 304,304,DG,NULL,17,30
PRECINCT 305,305,DG,NULL,29,106
PRECINCT 306,306,DG,NULL,43,104
PRECINCT 307,307,DG,NULL,14,30
PRECINCT 308,308,DG,NULL,10,32
PRECINCT 309,309,DG,NULL,17,52
PRECINCT 310,310,DG,NULL,21,71
PRECINCT 311,311,DG,NULL,33,89
PRECINCT 312,312,DG,NULL,44,117
PRECINCT 313,313,DG,NULL,11,33
PRECINCT 314,314,DG,NULL,13,35
PRECINCT 315,315,DG,NULL,65,248
PRECINCT 316,316,DG,NULL,38,199
PRECINCT 317,317,DG,NULL,79,284
PRECINCT 318,318,DG,NULL,14,64
