Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,FR,NULL,8071,6041
Pct 001,1,FR,NULL,128,83
Pct 002,2,FR,NULL,62,48
Pct 003,3,FR,NULL,34,24
Pct 004,4,FR,NULL,56,34
Pct 005,5,FR,NULL,44,24
Pct 006,6,FR,NULL,63,49
Pct 007,7,FR,NULL,57,44
Pct 008,8,FR,NULL,130,73
Pct 009,9,FR,NULL,45,24
Pct 010,10,FR,NULL,82,42
Pct 011,11,FR,NULL,69,40
Pct 012,12,FR,NULL,60,30
Pct 013,13,FR,NULL,57,30
Pct 014,14,FR,NULL,64,34
Pct 015,15,FR,NULL,68,46
Pct 016,16,FR,NULL,13,6
Pct 017,17,FR,NULL,80,48
Pct 018,18,FR,NULL,50,13
Pct 019,19,FR,NULL,103,74
Pct 020,20,FR,NULL,44,31
Pct 021,21,FR,NULL,23,16
Pct 022,22,FR,NULL,99,85
Pct 023,23,FR,NULL,165,161
Pct 024,24,FR,NULL,107,53
Pct 025,25,FR,NULL,34,31
Pct 026,26,FR,NULL,73,46
Pct 027,27,FR,NULL,62,19
Pct 028,28,FR,NULL,53,30
Pct 029,29,FR,NULL,55,48
Pct 030,30,FR,NULL,34,26
Pct 031,31,FR,NULL,36,40
Pct 032,32,FR,NULL,205,194
Pct 033,33,FR,NULL,91,69
Pct 034,34,FR,NULL,150,107
Pct 035,35,FR,NULL,74,44
Pct 036,36,FR,NULL,140,151
Pct 037,37,FR,NULL,166,123
Pct 038,38,FR,NULL,118,91
Pct 039,39,FR,NULL,134,85
Pct 040,40,FR,NULL,102,110
Pct 041,41,FR,NULL,63,65
Pct 042,42,FR,NULL,91,78
Pct 043,43,FR,NULL,102,66
Pct 044,44,FR,NULL,110,87
Pct 045,45,FR,NULL,170,93
Pct 046,46,FR,NULL,170,130
Pct 047,47,FR,NULL,22,6
Pct 048,48,FR,NULL,125,116
Pct 049,49,FR,NULL,110,139
Pct 050,50,FR,NULL,136,105
Pct 051,51,FR,NULL,143,99
Pct 052,52,FR,NULL,37,24
Pct 053,53,FR,NULL,105,71
Pct 054,54,FR,NULL,56,46
Pct 055,55,FR,NULL,198,147
Pct 056,56,FR,NULL,87,82
Pct 057,57,FR,NULL,106,84
Pct 058,58,FR,NULL,13,16
Pct 059,59,FR,NULL,148,151
Pct 060,60,FR,NULL,42,53
Pct 061,61,FR,NULL,173,111
Pct 062,62,FR,NULL,221,155
Pct 063,63,FR,NULL,119,81
Pct 064,64,FR,NULL,114,70
Pct 065,65,FR,NULL,60,49
Pct 066,66,FR,NULL,160,127
Pct 067,67,FR,NULL,130,98
Pct 068,68,FR,NULL,7,4
Pct 069,69,FR,NULL,30,10
Pct 070,70,FR,NULL,29,37
Pct 071,71,FR,NULL,90,72
Pct 072,72,FR,NULL,87,48
Pct 073,73,FR,NULL,133,139
Pct 074,74,FR,NULL,133,101
Pct 075,75,FR,NULL,18,24
Pct 076,76,FR,NULL,49,35
Pct 077,77,FR,NULL,42,21
Pct 078,78,FR,NULL,55,38
Pct 079,79,FR,NULL,68,52
Pct 080,80,FR,NULL,164,115
Pct 081,81,FR,NULL,43,28
Pct 082,82,FR,NULL,61,52
Pct 083,83,FR,NULL,65,27
Pct 084,84,FR,NULL,33,14
Pct 085,85,FR,NULL,27,25
Pct 086,86,FR,NULL,52,31
Pct 087,87,FR,NULL,33,36
Pct 088,88,FR,NULL,20,21
Pct 089,89,FR,NULL,76,39
Pct 090,90,FR,NULL,87,61
Pct 091,91,FR,NULL,6,6
Pct 092,92,FR,NULL,79,61
Pct 093,93,FR,NULL,96,57
Pct 094,94,FR,NULL,0,0
Pct 095,95,FR,NULL,38,23
Pct 096,96,FR,NULL,41,45
Pct 097,97,FR,NULL,35,13
Pct 098,98,FR,NULL,16,10
Pct 099,99,FR,NULL,16,17
Pct 100,100,FR,NULL,39,58
Pct 101,101,FR,NULL,62,46
