Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,SN,NULL,139554
BOTHELL 31,10141598,SN,NULL,218
BOTHELL 32,10141599,SN,NULL,160
BOTHELL 33,10141600,SN,NULL,203
BOTHELL 34,10141601,SN,NULL,230
BOTHELL 35,10141602,SN,NULL,184
BOTHELL 36,10141603,SN,NULL,201
BOTHELL 37,10141604,SN,NULL,260
BOTHELL 38,10141605,SN,NULL,195
BOTHELL 39,10141606,SN,NULL,161
BOTHELL 40,10141607,SN,NULL,238
BOTHELL 41,10141608,SN,NULL,252
BOTHELL 42,10141609,SN,NULL,277
BOTHELL 43,10141610,SN,NULL,165
BOTHELL 44,10141611,SN,NULL,170
BOTHELL 45,10141612,SN,NULL,114
BOTHELL 46,10141613,SN,NULL,215
BOTHELL 47,10141644,SN,NULL,230
ELWOOD,10144165,SN,NULL,210
RAINIER,10144171,SN,NULL,111
GRANNIS,10144266,SN,NULL,205
SUNSET,10144271,SN,NULL,292
VIEW,10144330,SN,NULL,233
WITHERS,10144338,SN,NULL,259
CAVALRY,10144370,SN,NULL,202
MAPLEWOOD,10144426,SN,NULL,188
PARKSHORE,10144479,SN,NULL,175
STAFFORD,10144484,SN,NULL,137
REDHAWK,10144552,SN,NULL,263
VALLEY,10144559,SN,NULL,58
GATEWAY,10144581,SN,NULL,236
SNOCADE,10144592,SN,NULL,279
TOTEM FALLS,10144594,SN,NULL,303
WOODSHIRE,10144597,SN,NULL,169
SILVER CREEK,10144635,SN,NULL,169
KENNARD,10144639,SN,NULL,183
GLENBAR,10144646,SN,NULL,159
OLDMARK,10144656,SN,NULL,277
KINGMAN,10144685,SN,NULL,321
CRYSTAL CREEK,10144691,SN,NULL,127
TAMBARK,10144715,SN,NULL,188
BEAR CREEK,10154009,SN,NULL,156
MALTBY,10154026,SN,NULL,214
CATHCART,10154032,SN,NULL,141
CLEARVIEW,10154062,SN,NULL,230
MINOR,10154170,SN,NULL,218
BEECHER,10154178,SN,NULL,216
WOODLAND,10154273,SN,NULL,93
CREEK,10154283,SN,NULL,242
PARADISE,10154310,SN,NULL,196
TURNER,10154329,SN,NULL,294
WELLINGTON,10154333,SN,NULL,277
WHEELER,10154334,SN,NULL,170
BATTERY,10154369,SN,NULL,154
ECHO LAKE,10154372,SN,NULL,238
LOST LAKE,10154375,SN,NULL,137
BOSTIAN,10154387,SN,NULL,153
REES,10154435,SN,NULL,76
KOKANEE,10154535,SN,NULL,110
POND,10154551,SN,NULL,170
WELCH,10154560,SN,NULL,240
FALLS,10154579,SN,NULL,25
SILER,10154657,SN,NULL,122
BOULDER,11014016,SN,NULL,276
BRYANT,11014021,SN,NULL,91
ARMSTRONG,11014027,SN,NULL,162
TRONSON,11014326,SN,NULL,141
HENNING,11014647,SN,NULL,264
NORTH FORK,11014759,SN,NULL,107
GRANITE FALLS 1,13911384,SN,NULL,221
GRANITE FALLS 2,13911385,SN,NULL,266
DARRINGTON,13911637,SN,NULL,247
GRANITE FALLS 3,13911670,SN,NULL,92
ARLINGTON 18,13911760,SN,NULL,0
NORDEN,13914011,SN,NULL,171
TRAFTON,13914015,SN,NULL,158
GREGORY,13914028,SN,NULL,150
HARTFORD,13914033,SN,NULL,101
HAZEL,13914034,SN,NULL,273
ROBE,13914035,SN,NULL,130
LOCHSLOY,13914042,SN,NULL,276
JIM CREEK,13914053,SN,NULL,258
OUTLOOK,13914057,SN,NULL,204
OSO,13914060,SN,NULL,122
NEWBERG,13914069,SN,NULL,184
SAUK,13914211,SN,NULL,92
BURN HILL,13914264,SN,NULL,221
SISCO,13914270,SN,NULL,225
PILCHUCK,13914275,SN,NULL,170
SLEEPY HOLLOW,13914321,SN,NULL,177
HEIGHTS,13914347,SN,NULL,196
LOOP,13914374,SN,NULL,202
GETCHELL,13914416,SN,NULL,180
PORTAGE,13914433,SN,NULL,80
SPADA,13914439,SN,NULL,5
MENZEL,13914470,SN,NULL,159
STILLAGUAMISH,13914496,SN,NULL,103
JORDAN TRAILS,13914515,SN,NULL,119
PILOT,13914517,SN,NULL,219
ARNOT,13914519,SN,NULL,142
BOSWORTH,13914521,SN,NULL,248
FIRTREE,13914529,SN,NULL,149
HUCKLEBERRY,13914533,SN,NULL,114
SANDMAN,13914555,SN,NULL,134
TRANGEN,13914557,SN,NULL,182
AIRPARK,13914573,SN,NULL,52
JORDAN BRIDGE,13914583,SN,NULL,63
MC FARLAND,13914681,SN,NULL,240
STAR CREEK,13914683,SN,NULL,122
INDEX,13951039,SN,NULL,36
MONROE  1,13951054,SN,NULL,245
MONROE  2,13951055,SN,NULL,226
SULTAN 1,13951070,SN,NULL,213
SULTAN 2,13951071,SN,NULL,204
MONROE  4,13951187,SN,NULL,247
MONROE  5,13951188,SN,NULL,275
SULTAN 3,13951322,SN,NULL,187
MONROE  3,13951431,SN,NULL,233
MONROE  6,13951506,SN,NULL,202
MONROE  7,13951548,SN,NULL,192
GOLD BAR 1,13951566,SN,NULL,161
GOLD BAR 2,13951567,SN,NULL,158
MONROE  8,13951568,SN,NULL,134
