Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,KT,NULL,3747,4520
ALDER CREEK,1,KT,NULL,47,114
CENTERVILLE,2,KT,NULL,79,252
COLUMBUS,3,KT,NULL,10,32
E KLICKITAT,4,KT,NULL,39,59
F VALLEY,5,KT,NULL,250,147
GLENWOOD,6,KT,NULL,121,186
HUSUM,7,KT,NULL,208,188
LYLE,8,KT,NULL,222,216
MT BROOK,9,KT,NULL,161,162
N DALLES,11,KT,NULL,176,218
N F VALLEY,12,KT,NULL,220,219
PINE FOREST,13,KT,NULL,296,492
ROOSEVELT,14,KT,NULL,14,52
TROUT LAKE,16,KT,NULL,213,165
W KLICKITAT,17,KT,NULL,37,45
WISHRAM,19,KT,NULL,46,44
WOODLAND,20,KT,NULL,283,530
ORCHARD HTS,21,KT,NULL,76,176
APPLETON,22,KT,NULL,32,86
ALDERDALE,23,KT,NULL,14,24
E LYLE,24,KT,NULL,84,75
RIVER,27,KT,NULL,7,16
HGH PRAIRIE,28,KT,NULL,28,47
BINGEN,101,KT,NULL,94,54
GOLDENDALE 1,102,KT,NULL,190,241
GOLDENDALE 2,103,KT,NULL,158,233
GOLDENDALE 3,104,KT,NULL,140,175
WHITE SALMON,109,KT,NULL,314,170
N WHITE SALMON,110,KT,NULL,188,102
