Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
HUNTER 219,100219,KP,NULL,251
ALASKA 221,100221,KP,NULL,397
WOODRIDGE 222,100222,KP,NULL,188
NEBRASKA 223,100223,KP,NULL,326
WHISPERING PINES 227,100227,KP,NULL,338
FERNWOOD 230,100230,KP,NULL,371
GLENWOOD 232,100232,KP,NULL,416
HARPER 240,100240,KP,NULL,286
YUKON 241,100241,KP,NULL,236
WILSON CREEK 242,100242,KP,NULL,278
LONG LAKE 245,100245,KP,NULL,203
LOCKER 246,100246,KP,NULL,404
EBBERT 247,100247,KP,NULL,339
LUNDBERG 250,100250,KP,NULL,353
CONVERSE 252,100252,KP,NULL,292
MANCHESTER 255,100255,KP,NULL,254
EVERGREEN 257,100257,KP,NULL,452
WILLOCK 258,100258,KP,NULL,267
FRAGARIA 259,100259,KP,NULL,263
MULLENIX 260,100260,KP,NULL,389
BANDIX 263,100263,KP,NULL,317
OLALLA 265,100265,KP,NULL,226
CRESCENT VALLEY 266,100266,KP,NULL,320
OVERLOOK 267,100267,KP,NULL,295
MADRONA 269,100269,KP,NULL,265
PARKWOOD 270,100270,KP,NULL,383
CONIFER 271,100271,KP,NULL,196
SEDGWICK 272,100272,KP,NULL,381
SINCLAIR 275,100275,KP,NULL,164
SHERMAN HEIGHTS 278,100278,KP,NULL,9
BERRY LAKE 279,100279,KP,NULL,199
BELFAIR VALLEY 280,100280,KP,NULL,100
SUNNYSLOPE 281,100281,KP,NULL,260
DICKENSON 282,100282,KP,NULL,327
DRIVE-IN 283,100283,KP,NULL,6
TWIN LAKES 285,100285,KP,NULL,91
LIGHTHOUSE POINT 292,100292,KP,NULL,337
BREMERTON 293,100293,KP,NULL,2
BREMERTON 294,100294,KP,NULL,0
WATERMAN 295,100295,KP,NULL,196
BREMERTON 296,100296,KP,NULL,0
HEINS CREEK 297,100297,KP,NULL,0
BLUE HERON 301,100301,KP,NULL,510
AZALEA 302,100302,KP,NULL,403
WINSLOW 304,100304,KP,NULL,562
WING POINT 305,100305,KP,NULL,268
BLAKELY 310,100310,KP,NULL,297
CRYSTAL SPRINGS 312,100312,KP,NULL,441
FINCH 314,100314,KP,NULL,232
FERNCLIFF 315,100315,KP,NULL,487
EAGLE HARBOR 317,100317,KP,NULL,258
FORT WARD 318,100318,KP,NULL,350
ISLAND CENTER 320,100320,KP,NULL,325
MEADOWMEER 321,100321,KP,NULL,160
NEW BROOKLYN 322,100322,KP,NULL,213
LIBERTY 325,100325,KP,NULL,302
SKIFF POINT 328,100328,KP,NULL,302
ROLLING BAY 330,100330,KP,NULL,324
LOVGREN 332,100332,KP,NULL,199
TOLO 333,100333,KP,NULL,285
SEABOLD 335,100335,KP,NULL,400
MANZANITA 336,100336,KP,NULL,235
PORT MADISON 340,100340,KP,NULL,276
TORVANGER 345,100345,KP,NULL,391
POULSBO 401,100401,KP,NULL,457
POULSBO 403,100403,KP,NULL,313
POULSBO 404,100404,KP,NULL,394
POULSBO 405,100405,KP,NULL,362
POULSBO 406,100406,KP,NULL,421
POULSBO 407,100407,KP,NULL,273
BREIDABLIK 410,100410,KP,NULL,346
VINLAND 412,100412,KP,NULL,384
BELLA VISTA 413,100413,KP,NULL,252
HANSVILLE 415,100415,KP,NULL,198
POINT NO POINT 416,100416,KP,NULL,459
TWIN SPITS 417,100417,KP,NULL,356
S&#39;KLALLAM 418,100418,KP,NULL,35
POINT JEFFERSON 419,100419,KP,NULL,250
INDIANOLA 420,100420,KP,NULL,437
ORCA 421,100421,KP,NULL,243
APPLE TREE 422,100422,KP,NULL,365
HIGHLAND 423,100423,KP,NULL,193
KEYPORT 425,100425,KP,NULL,395
EVERGREEN RIDGE 426,100426,KP,NULL,124
ISLAND LAKE 427,100427,KP,NULL,318
KINGSTON 430,100430,KP,NULL,485
LEMOLO 435,100435,KP,NULL,274
LINCOLN 440,100440,KP,NULL,258
BIG VALLEY 441,100441,KP,NULL,234
LOFALL 442,100442,KP,NULL,453
PEARSON 445,100445,KP,NULL,440
PORT GAMBLE 450,100450,KP,NULL,326
STRIEBEL 453,100453,KP,NULL,307
GAMBLEWOOD 454,100454,KP,NULL,220
SCANDIA 455,100455,KP,NULL,330
MILLER BAY 458,100458,KP,NULL,388
SUQUAMISH 460,100460,KP,NULL,266
AUGUSTA 461,100461,KP,NULL,206
TOTTEN 463,100463,KP,NULL,289
SANDY HOOK 464,100464,KP,NULL,233
