Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,TH,NULL,34235,43048
Cougar Mountain,28,TH,NULL,53,29
Clear Lake,30,TH,NULL,276,219
Lackamas,31,TH,NULL,56,62
Morris,32,TH,NULL,247,138
Evergreen Ballroom,33,TH,NULL,216,196
Trails End,34,TH,NULL,261,340
Kaiser,35,TH,NULL,51,108
Rich,36,TH,NULL,127,155
Delta(*),38,TH,NULL,0,0
Jones Beach,39,TH,NULL,75,122
Simmons 9,42,TH,NULL,3,3
University North,43,TH,NULL,69,70
Steamboat Island,44,TH,NULL,102,169
Rocky Prairie,45,TH,NULL,125,112
Lawrence Lake,46,TH,NULL,226,193
Woodard Creek,47,TH,NULL,139,160
Michigan Hill,48,TH,NULL,97,103
Scott Lake South,49,TH,NULL,133,124
Salmon Creek,50,TH,NULL,95,115
Spurgeon Creek,51,TH,NULL,78,85
James,52,TH,NULL,160,152
Vail,53,TH,NULL,234,155
Rochester 5,54,TH,NULL,197,146
Rochester 4,55,TH,NULL,130,143
Medicine Creek,57,TH,NULL,76,83
Skokomish,58,TH,NULL,140,128
Pleasant Hill,59,TH,NULL,171,176
Smith Prairie,60,TH,NULL,227,179
Black River,62,TH,NULL,242,254
Ames,63,TH,NULL,109,181
Airport,64,TH,NULL,14,15
Luhr Beach,65,TH,NULL,149,251
Fish Trap,66,TH,NULL,85,183
Quince(*),67,TH,NULL,0,0
Simmons 2(*),68,TH,NULL,0,0
Simmons 3,69,TH,NULL,4,12
Simmons 4,70,TH,NULL,5,13
Pines,74,TH,NULL,138,119
Long Lake,75,TH,NULL,41,46
Hawk Acres,76,TH,NULL,118,112
Zenkner Valley,77,TH,NULL,44,41
Tri Lakes,78,TH,NULL,88,97
University South,79,TH,NULL,75,109
Tolmie,80,TH,NULL,71,71
Military,81,TH,NULL,85,75
Glen Terra,82,TH,NULL,47,56
Prine,83,TH,NULL,41,28
Glenwood,84,TH,NULL,55,63
Greenridge,86,TH,NULL,102,112
Woodland,88,TH,NULL,119,197
Tilley,89,TH,NULL,208,166
Sweet Briar,90,TH,NULL,164,285
Deerbrush,91,TH,NULL,197,163
Mushroom Corner,92,TH,NULL,156,151
Trailblazer,93,TH,NULL,75,49
Frye Cove,94,TH,NULL,135,236
Oyster Bay,95,TH,NULL,125,239
Summit Lake,96,TH,NULL,139,151
Delridge,97,TH,NULL,29,64
Marvin,98,TH,NULL,194,181
Alpine,99,TH,NULL,218,347
Hewitt Lake,100,TH,NULL,138,279
Zangle,101,TH,NULL,116,207
Boston Harbor,102,TH,NULL,134,244
Gull Harbor,103,TH,NULL,93,120
Friendly Grove,104,TH,NULL,80,119
South Bay,105,TH,NULL,165,225
Puget,106,TH,NULL,186,246
Bigelow,107,TH,NULL,116,179
Pleasant Glade,109,TH,NULL,89,112
Montgomery,110,TH,NULL,89,77
Nisqually,111,TH,NULL,153,116
Roosevelt,112,TH,NULL,195,208
Kinwood,113,TH,NULL,123,153
Mckinley,114,TH,NULL,44,77
Forest,115,TH,NULL,233,218
St Clair,116,TH,NULL,156,189
Hicks,117,TH,NULL,22,34
Fleetwood,118,TH,NULL,212,223
Lydia Hawk,119,TH,NULL,270,246
Hays,120,TH,NULL,102,148
Indian Summer,121,TH,NULL,141,235
