Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,KI,NULL,14408,11219
Total,-1,KI,NULL,14408,11219
02-154(*),2154,PI,NULL,0,0
25-237(*),25237,PI,NULL,0,0
25-290,25290,PI,NULL,32,23
25-291,25291,PI,NULL,66,51
27-471,27471,PI,NULL,11,7
30-705,30705,PI,NULL,133,128
30-706,30706,PI,NULL,196,203
30-707,30707,PI,NULL,130,103
30-708,30708,PI,NULL,213,172
30-709,30709,PI,NULL,225,166
31-801,31801,PI,NULL,142,156
31-802,31802,PI,NULL,205,243
31-803,31803,PI,NULL,226,207
31-804,31804,PI,NULL,242,228
31-805,31805,PI,NULL,248,190
31-806,31806,PI,NULL,277,287
31-807(*),31807,PI,NULL,0,0
31-808,31808,PI,NULL,230,219
31-809,31809,PI,NULL,224,225
31-810,31810,PI,NULL,158,124
31-818(*),31818,PI,NULL,0,0
31-822,31822,PI,NULL,214,127
31-823,31823,PI,NULL,188,125
31-824(*),31824,PI,NULL,0,0
31-825,31825,PI,NULL,273,147
31-826,31826,PI,NULL,312,152
31-827,31827,PI,NULL,72,54
31-828,31828,PI,NULL,296,115
31-829,31829,PI,NULL,234,139
31-830,31830,PI,NULL,111,66
31-833,31833,PI,NULL,253,174
31-834,31834,PI,NULL,229,147
31-835,31835,PI,NULL,352,301
31-836,31836,PI,NULL,263,180
31-837,31837,PI,NULL,193,164
31-838,31838,PI,NULL,170,155
31-839,31839,PI,NULL,29,10
31-840,31840,PI,NULL,125,80
31-841,31841,PI,NULL,145,81
31-842,31842,PI,NULL,224,169
31-843,31843,PI,NULL,179,125
31-844,31844,PI,NULL,163,129
31-845,31845,PI,NULL,225,135
31-846,31846,PI,NULL,104,57
31-847,31847,PI,NULL,128,75
31-848,31848,PI,NULL,41,36
31-849,31849,PI,NULL,90,56
31-873,31873,PI,NULL,25,10
31-874,31874,PI,NULL,0,0
31-875,31875,PI,NULL,273,286
31-876,31876,PI,NULL,10,15
31-877,31877,PI,NULL,112,117
31-879,31879,PI,NULL,69,41
31-880,31880,PI,NULL,94,66
31-881,31881,PI,NULL,140,153
31-882,31882,PI,NULL,232,231
31-883,31883,PI,NULL,320,258
31-884,31884,PI,NULL,259,282
31-885,31885,PI,NULL,103,74
31-886,31886,PI,NULL,239,198
31-887,31887,PI,NULL,191,174
31-888,31888,PI,NULL,189,149
31-890,31890,PI,NULL,155,100
31-892,31892,PI,NULL,182,104
31-893(*),31893,PI,NULL,0,0
31-894,31894,PI,NULL,37,26
31-895,31895,PI,NULL,192,170
31-896,31896,PI,NULL,3,4
31-897,31897,PI,NULL,125,99
31-898,31898,PI,NULL,254,228
31-902,31902,PI,NULL,413,205
31-904,31904,PI,NULL,24,25
31-905,31905,PI,NULL,240,169
31-906,31906,PI,NULL,131,105
31-907,31907,PI,NULL,209,147
31-908,31908,PI,NULL,193,100
31-909,31909,PI,NULL,204,112
31-910,31910,PI,NULL,238,120
31-911,31911,PI,NULL,136,103
31-912,31912,PI,NULL,154,125
31-913,31913,PI,NULL,101,85
31-914,31914,PI,NULL,180,114
31-915,31915,PI,NULL,43,31
31-916,31916,PI,NULL,194,184
31-917,31917,PI,NULL,310,253
31-919,31919,PI,NULL,209,169
31-920,31920,PI,NULL,178,129
31-921,31921,PI,NULL,6,8
31-923,31923,PI,NULL,135,182
31-924,31924,PI,NULL,113,162
31-927,31927,PI,NULL,216,170
