Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,LE,NULL,14853
Adna ,1,LE,NULL,367
Agate,2,LE,NULL,121
Alpha,3,LE,NULL,308
Berwick,4,LE,NULL,334
Big Bottom,5,LE,NULL,266
Boistfort,6,LE,NULL,61
Cinebar,7,LE,NULL,207
Claquato,8,LE,NULL,210
Cowlitz,9,LE,NULL,379
Crego,10,LE,NULL,465
Curtis,11,LE,NULL,74
Drews Prairie,12,LE,NULL,119
Dryad,13,LE,NULL,73
Elk Crk,14,LE,NULL,70
Emery,15,LE,NULL,127
Emery North,16,LE,NULL,2
Ethel,17,LE,NULL,285
Evaline East,18,LE,NULL,89
Evaline West,19,LE,NULL,137
Fair,20,LE,NULL,0
Fords Prairie,21,LE,NULL,261
Forest,22,LE,NULL,243
Greenwood,23,LE,NULL,7
Harmony,24,LE,NULL,219
Independence,25,LE,NULL,49
Jackson,26,LE,NULL,285
Jackson North,27,LE,NULL,0
Kelly,28,LE,NULL,0
Klickitat,29,LE,NULL,139
Lincoln Creek,30,LE,NULL,183
Logan,31,LE,NULL,223
Mauermann,32,LE,NULL,53
Mellen,33,LE,NULL,1
Meskill,34,LE,NULL,41
Mineral,35,LE,NULL,127
Newaukum,36,LE,NULL,188
Onalaska,37,LE,NULL,419
Packwood,38,LE,NULL,64
Paradise,39,LE,NULL,37
Parcuvia,40,LE,NULL,163
Prescott,41,LE,NULL,455
Randle East,42,LE,NULL,216
Randle West,43,LE,NULL,164
Roswell,44,LE,NULL,7
Salkum,45,LE,NULL,188
Salmon Creek,46,LE,NULL,383
Salzer,47,LE,NULL,97
Sears,48,LE,NULL,168
Seminary Hill,49,LE,NULL,117
Silver Creek,50,LE,NULL,224
Skookumchuck,51,LE,NULL,221
Sommerville,52,LE,NULL,38
Stearns Creek,53,LE,NULL,83
Stillwater East,54,LE,NULL,74
Stillwater West,55,LE,NULL,133
Temple,56,LE,NULL,184
Union,57,LE,NULL,163
Urquhart,58,LE,NULL,129
Veness,59,LE,NULL,220
Verndale,60,LE,NULL,222
Whealdon,61,LE,NULL,161
Centralia #1,101,LE,NULL,116
Centralia #2,102,LE,NULL,265
Centralia #3,103,LE,NULL,113
Centralia #4,104,LE,NULL,151
Centralia #5,105,LE,NULL,121
Centralia #6,106,LE,NULL,228
Centralia #7,107,LE,NULL,102
Centralia #8,108,LE,NULL,140
Centralia #9,109,LE,NULL,253
Centralia #10,110,LE,NULL,109
Centralia #11,111,LE,NULL,268
Centralia #12,112,LE,NULL,304
Centralia #13,113,LE,NULL,327
Chehalis #1,201,LE,NULL,184
Chehalis #2,202,LE,NULL,130
Chehalis #3,203,LE,NULL,144
Chehalis #4,204,LE,NULL,141
Chehalis #5,205,LE,NULL,121
Chehalis #6,206,LE,NULL,215
Chehalis #7,207,LE,NULL,38
Chehalis #8,208,LE,NULL,170
Chehalis #9,209,LE,NULL,12
Morton,300,LE,NULL,178
Mossyrock,400,LE,NULL,104
Napavine #1,501,LE,NULL,308
Napavine #2,502,LE,NULL,0
Napavine #3,503,LE,NULL,1
Napavine #4,504,LE,NULL,0
Napavine #5,505,LE,NULL,0
Napavine #6,506,LE,NULL,0
Pe Ell,600,LE,NULL,127
Toledo,700,LE,NULL,133
Vader,800,LE,NULL,104
Winlock,900,LE,NULL,203
