Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,ST,NULL,5650,11888
ADDY,1,ST,NULL,94,344
CAMAS,3,ST,NULL,77,288
CAMAS PRAIRIE,4,ST,NULL,44,189
COLUMBIA,5,ST,NULL,135,405
COLVILLE VALLEY,6,ST,NULL,199,443
DAISY,7,ST,NULL,52,151
ECHO,8,ST,NULL,109,306
EVANS,9,ST,NULL,63,182
HUNTERS,10,ST,NULL,124,297
KELLY HILL,11,ST,NULL,22,95
LOON LAKE 1,12,ST,NULL,193,317
LOON LAKE 2,13,ST,NULL,113,172
MILL CREEK,14,ST,NULL,49,123
NARCISSE,15,ST,NULL,122,375
ONION CREEK,16,ST,NULL,70,82
RICE,19,ST,NULL,70,150
ROCK CUT,20,ST,NULL,34,64
SUMMIT,21,ST,NULL,38,239
FIRST THOUGHT,22,ST,NULL,15,53
WELLPINIT,24,ST,NULL,119,76
WILLIAMS VALLEY,25,ST,NULL,145,378
TUM TUM 1,26,ST,NULL,82,170
TUM TUM 2,27,ST,NULL,163,301
WALKERS PRAIRIE,28,ST,NULL,91,191
STONE LODGE,29,ST,NULL,158,244
TUM TUM 3,39,ST,NULL,213,347
TUM TUM 4,40,ST,NULL,111,232
TUM TUM 5,41,ST,NULL,136,254
MEYERS FALLS 1,42,ST,NULL,105,224
MEYERS FALLS 2,43,ST,NULL,145,376
QUARTZITE 1,44,ST,NULL,175,433
QUARTZITE 2,45,ST,NULL,108,187
VALLEY 1,46,ST,NULL,24,50
VALLEY 2,47,ST,NULL,75,170
ARDEN 1,48,ST,NULL,90,254
ARDEN 2,49,ST,NULL,97,298
CLAYTON 1,50,ST,NULL,61,202
CLAYTON 2,51,ST,NULL,98,343
ORIN 1,52,ST,NULL,71,212
ORIN 2,53,ST,NULL,101,262
WAITTS LAKE,54,ST,NULL,123,263
ECHO VALLEY,55,ST,NULL,71,157
CHEWELAH 1,101,ST,NULL,136,166
CHEWELAH 2,102,ST,NULL,70,83
CHEWELAH 3,103,ST,NULL,106,126
CHEWELAH FORE,104,ST,NULL,105,86
COLVILLE 1,105,ST,NULL,68,83
COLVILLE 2,106,ST,NULL,88,108
COLVILLE 3,107,ST,NULL,71,126
COLVILLE 4,108,ST,NULL,176,235
COLVILLE 5,109,ST,NULL,166,184
COLVILLE 6,110,ST,NULL,109,111
COLVILLE 7,111,ST,NULL,82,134
KETTLE FALLS 1,114,ST,NULL,125,236
KETTLE FALLS 2,115,ST,NULL,62,164
MARCUS,116,ST,NULL,31,38
NORTHPORT,117,ST,NULL,43,65
SPRINGDALE,118,ST,NULL,27,44
