Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,PI,NULL,22856,19071
27-404,27404,PI,NULL,101,71
27-405,27405,PI,NULL,304,264
27-406,27406,PI,NULL,364,379
27-407,27407,PI,NULL,269,259
27-408,27408,PI,NULL,285,278
27-409,27409,PI,NULL,267,255
27-410,27410,PI,NULL,299,263
27-411,27411,PI,NULL,378,337
27-412,27412,PI,NULL,255,232
27-413,27413,PI,NULL,294,254
27-414,27414,PI,NULL,356,237
27-415,27415,PI,NULL,315,295
27-416,27416,PI,NULL,300,275
27-417,27417,PI,NULL,325,268
27-418,27418,PI,NULL,284,232
27-419,27419,PI,NULL,329,221
27-420,27420,PI,NULL,395,235
27-421,27421,PI,NULL,277,182
27-422,27422,PI,NULL,385,295
27-423,27423,PI,NULL,366,246
27-424,27424,PI,NULL,294,251
27-425,27425,PI,NULL,299,211
27-426,27426,PI,NULL,274,226
27-427,27427,PI,NULL,316,184
27-428,27428,PI,NULL,288,161
27-429,27429,PI,NULL,301,191
27-430,27430,PI,NULL,284,191
27-431,27431,PI,NULL,96,108
27-432,27432,PI,NULL,239,244
27-433,27433,PI,NULL,244,241
27-434,27434,PI,NULL,233,217
27-435,27435,PI,NULL,270,233
27-436,27436,PI,NULL,300,183
27-437,27437,PI,NULL,236,194
27-438,27438,PI,NULL,257,166
27-439,27439,PI,NULL,279,172
27-440,27440,PI,NULL,279,180
27-441,27441,PI,NULL,208,187
27-442,27442,PI,NULL,174,151
27-443,27443,PI,NULL,167,192
27-444,27444,PI,NULL,238,199
27-445,27445,PI,NULL,219,184
27-446,27446,PI,NULL,210,194
27-447,27447,PI,NULL,241,189
27-448,27448,PI,NULL,10,10
27-449,27449,PI,NULL,255,210
27-450,27450,PI,NULL,240,237
27-451,27451,PI,NULL,200,184
27-452,27452,PI,NULL,216,186
27-453,27453,PI,NULL,159,130
27-454,27454,PI,NULL,255,209
27-455,27455,PI,NULL,208,163
27-456,27456,PI,NULL,154,164
27-457,27457,PI,NULL,199,182
27-458,27458,PI,NULL,183,111
27-459,27459,PI,NULL,117,151
27-460,27460,PI,NULL,308,222
27-461,27461,PI,NULL,334,259
27-462,27462,PI,NULL,317,223
27-463,27463,PI,NULL,218,181
27-464,27464,PI,NULL,271,166
27-465,27465,PI,NULL,238,171
27-466,27466,PI,NULL,220,203
27-467,27467,PI,NULL,239,205
27-468,27468,PI,NULL,223,182
28-501,28501,PI,NULL,315,298
28-502,28502,PI,NULL,299,304
28-503,28503,PI,NULL,299,264
28-504,28504,PI,NULL,305,261
28-505,28505,PI,NULL,340,332
28-506,28506,PI,NULL,304,280
28-507,28507,PI,NULL,233,237
28-508,28508,PI,NULL,153,99
28-509,28509,PI,NULL,0,0
29-601,29601,PI,NULL,195,156
29-602,29602,PI,NULL,157,154
29-603,29603,PI,NULL,208,169
29-604,29604,PI,NULL,215,169
29-605,29605,PI,NULL,160,169
29-606,29606,PI,NULL,225,216
29-607,29607,PI,NULL,231,242
29-608,29608,PI,NULL,182,171
29-609,29609,PI,NULL,154,133
29-610,29610,PI,NULL,205,170
29-611,29611,PI,NULL,61,36
29-612,29612,PI,NULL,119,100
29-613,29613,PI,NULL,248,193
29-614,29614,PI,NULL,246,216
29-615,29615,PI,NULL,224,237
29-616,29616,PI,NULL,194,212
29-617,29617,PI,NULL,219,176
29-618,29618,PI,NULL,169,152
29-619,29619,PI,NULL,191,181
29-620,29620,PI,NULL,125,94
29-621(*),29621,PI,NULL,0,0
29-622,29622,PI,NULL,165,134
29-623,29623,PI,NULL,42,36
29-624,29624,PI,NULL,0,0
29-625,29625,PI,NULL,5,2
29-626(*),29626,PI,NULL,0,0
29-627,29627,PI,NULL,0,0
