Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,WT,NULL,5612,5866
TEKOA IN,31,WT,NULL,148,102
OAKESDALE IN,32,WT,NULL,105,91
FARMINGTON IN,33,WT,NULL,59,20
GARFIELD IN,34,WT,NULL,133,82
COLTON IN,35,WT,NULL,116,76
UNIONTOWN IN,36,WT,NULL,58,55
ALBION IN,37,WT,NULL,110,74
LACROSSE IN,42,WT,NULL,101,47
ENDICOTT IN,43,WT,NULL,74,61
LAMONT IN,44,WT,NULL,14,10
ST JOHN IN,45,WT,NULL,140,98
MALDEN IN,46,WT,NULL,34,27
ROSALIA IN,47,WT,NULL,146,84
TEKOA 101,101,WT,NULL,37,25
OAKESDALE 102,102,WT,NULL,60,49
FARMINGTON 103,103,WT,NULL,25,13
STEPTOE 104,104,WT,NULL,64,49
GARFIELD 105,105,WT,NULL,70,40
PALOUSE RURAL 106,106,WT,NULL,118,96
PALOUSE 107,107,WT,NULL,219,183
COLTON 108,108,WT,NULL,60,55
UNIONTOWN 109,109,WT,NULL,45,19
PULLMAN RURAL 110,110,WT,NULL,272,204
PULLMAN RURAL 111,111,WT,NULL,62,77
ALBION 112,112,WT,NULL,69,55
PULLMAN CITY 113,113,WT,NULL,68,135
PULLMAN CITY 114,114,WT,NULL,16,26
PULLMAN CITY 115,115,WT,NULL,4,8
PULLMAN CITY 116,116,WT,NULL,216,338
PULLMAN CITY 117,117,WT,NULL,87,95
PULLMAN CITY 118,118,WT,NULL,110,275
PULLMAN CITY 119,119,WT,NULL,106,232
PULLMAN CITY 120,120,WT,NULL,270,508
PULLMAN CITY 121,121,WT,NULL,78,134
PULLMAN CITY 122,122,WT,NULL,40,132
PULLMAN CITY 123,123,WT,NULL,108,216
PULLMAN CITY 124,124,WT,NULL,15,27
PULLMAN CITY 125,125,WT,NULL,9,18
PULLMAN CITY 126,126,WT,NULL,6,29
PULLMAN CITY 127,127,WT,NULL,19,30
PULLMAN CITY 128,128,WT,NULL,34,42
PULLMAN CITY 129,129,WT,NULL,38,63
PULLMAN CITY 130,130,WT,NULL,28,69
PULLMAN CITY 131(*),131,WT,NULL,0,0
PULLMAN CITY 132(*),132,WT,NULL,0,0
PULLMAN CITY 133(*),133,WT,NULL,0,0
PULLMAN CITY 134,134,WT,NULL,14,24
PULLMAN CITY 135,135,WT,NULL,93,211
COLFAX RURAL 136,136,WT,NULL,124,46
COLFAX RURAL 137,137,WT,NULL,173,112
WILCOX 138,138,WT,NULL,101,37
COLFAX CITY 139,139,WT,NULL,146,119
COLFAX CITY 140,140,WT,NULL,160,86
COLFAX CITY 141,141,WT,NULL,121,77
COLFAX CITY 142,142,WT,NULL,224,132
DUSTY 143,143,WT,NULL,41,15
HAY 144,144,WT,NULL,22,5
HOOPER 145,145,WT,NULL,14,6
LACROSSE 146,146,WT,NULL,57,27
ENDICOTT 147,147,WT,NULL,89,35
LAMONT 148,148,WT,NULL,32,18
ST JOHN 149,149,WT,NULL,149,90
MALDEN 150,150,WT,NULL,7,4
ROSALIA 151,151,WT,NULL,51,32
THORNTON 152,152,WT,NULL,41,21
PULLMAN 218,218,WT,NULL,160,268
PULLMAN 228,228,WT,NULL,15,21
PULLMAN 234,234,WT,NULL,36,54
PULLMAN 235,235,WT,NULL,148,354
