Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,ST,NULL,10801,6590
ADDY,1,ST,NULL,304,131
CAMAS,3,ST,NULL,233,128
CAMAS PRAIRIE,4,ST,NULL,145,86
COLUMBIA,5,ST,NULL,358,177
COLVILLE VALLEY,6,ST,NULL,388,254
DAISY,7,ST,NULL,119,81
ECHO,8,ST,NULL,280,131
EVANS,9,ST,NULL,168,77
HUNTERS,10,ST,NULL,266,153
KELLY HILL,11,ST,NULL,75,44
LOON LAKE 1,12,ST,NULL,305,202
LOON LAKE 2,13,ST,NULL,138,143
MILL CREEK,14,ST,NULL,92,80
NARCISSE,15,ST,NULL,322,173
ONION CREEK,16,ST,NULL,84,66
RICE,19,ST,NULL,126,94
ROCK CUT,20,ST,NULL,61,37
SUMMIT,21,ST,NULL,198,74
FIRST THOUGHT,22,ST,NULL,52,14
WELLPINIT,24,ST,NULL,100,90
WILLIAMS VALLEY,25,ST,NULL,340,180
TUM TUM 1,26,ST,NULL,166,83
TUM TUM 2,27,ST,NULL,285,176
WALKERS PRAIRIE,28,ST,NULL,183,98
STONE LODGE,29,ST,NULL,253,145
TUM TUM 3,39,ST,NULL,338,217
TUM TUM 4,40,ST,NULL,199,140
TUM TUM 5,41,ST,NULL,229,161
MEYERS FALLS 1,42,ST,NULL,206,121
MEYERS FALLS 2,43,ST,NULL,366,151
QUARTZITE 1,44,ST,NULL,413,188
QUARTZITE 2,45,ST,NULL,163,129
VALLEY 1,46,ST,NULL,42,32
VALLEY 2,47,ST,NULL,142,103
ARDEN 1,48,ST,NULL,209,127
ARDEN 2,49,ST,NULL,228,162
CLAYTON 1,50,ST,NULL,154,106
CLAYTON 2,51,ST,NULL,294,142
ORIN 1,52,ST,NULL,190,94
ORIN 2,53,ST,NULL,231,127
WAITTS LAKE,54,ST,NULL,230,153
ECHO VALLEY,55,ST,NULL,145,84
CHEWELAH 1,101,ST,NULL,194,106
CHEWELAH 2,102,ST,NULL,76,74
CHEWELAH 3,103,ST,NULL,133,97
CHEWELAH FORE,104,ST,NULL,89,99
COLVILLE 1,105,ST,NULL,101,47
COLVILLE 2,106,ST,NULL,109,85
COLVILLE 3,107,ST,NULL,117,78
COLVILLE 4,108,ST,NULL,217,187
COLVILLE 5,109,ST,NULL,173,174
COLVILLE 6,110,ST,NULL,101,115
COLVILLE 7,111,ST,NULL,132,82
KETTLE FALLS 1,114,ST,NULL,235,124
KETTLE FALLS 2,115,ST,NULL,147,74
MARCUS,116,ST,NULL,43,27
NORTHPORT,117,ST,NULL,67,41
SPRINGDALE,118,ST,NULL,47,26
