Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,PI,NULL,25449,17715
27-404,27404,PI,NULL,132,53
27-405,27405,PI,NULL,360,227
27-406,27406,PI,NULL,422,339
27-407,27407,PI,NULL,315,228
27-408,27408,PI,NULL,322,260
27-409,27409,PI,NULL,303,235
27-410,27410,PI,NULL,318,258
27-411,27411,PI,NULL,416,315
27-412,27412,PI,NULL,277,224
27-413,27413,PI,NULL,350,219
27-414,27414,PI,NULL,410,200
27-415,27415,PI,NULL,327,304
27-416,27416,PI,NULL,361,227
27-417,27417,PI,NULL,405,210
27-418,27418,PI,NULL,348,207
27-419,27419,PI,NULL,370,211
27-420,27420,PI,NULL,446,219
27-421,27421,PI,NULL,318,166
27-422,27422,PI,NULL,470,235
27-423,27423,PI,NULL,445,182
27-424,27424,PI,NULL,359,216
27-425,27425,PI,NULL,363,176
27-426,27426,PI,NULL,333,188
27-427,27427,PI,NULL,356,170
27-428,27428,PI,NULL,343,121
27-429,27429,PI,NULL,340,159
27-430,27430,PI,NULL,354,138
27-431,27431,PI,NULL,98,113
27-432,27432,PI,NULL,265,238
27-433,27433,PI,NULL,315,192
27-434,27434,PI,NULL,279,188
27-435,27435,PI,NULL,286,234
27-436,27436,PI,NULL,334,169
27-437,27437,PI,NULL,258,179
27-438,27438,PI,NULL,275,147
27-439,27439,PI,NULL,329,137
27-440,27440,PI,NULL,322,146
27-441,27441,PI,NULL,233,170
27-442,27442,PI,NULL,182,154
27-443,27443,PI,NULL,207,159
27-444,27444,PI,NULL,245,193
27-445,27445,PI,NULL,226,187
27-446,27446,PI,NULL,246,174
27-447,27447,PI,NULL,241,194
27-448,27448,PI,NULL,9,9
27-449,27449,PI,NULL,279,194
27-450,27450,PI,NULL,272,216
27-451,27451,PI,NULL,217,167
27-452,27452,PI,NULL,213,198
27-453,27453,PI,NULL,185,114
27-454,27454,PI,NULL,279,192
27-455,27455,PI,NULL,203,182
27-456,27456,PI,NULL,176,159
27-457,27457,PI,NULL,221,164
27-458,27458,PI,NULL,194,110
27-459,27459,PI,NULL,140,133
27-460,27460,PI,NULL,335,212
27-461,27461,PI,NULL,349,263
27-462,27462,PI,NULL,315,246
27-463,27463,PI,NULL,220,192
27-464,27464,PI,NULL,271,186
27-465,27465,PI,NULL,219,194
27-466,27466,PI,NULL,242,187
27-467,27467,PI,NULL,218,237
27-468,27468,PI,NULL,225,190
28-501,28501,PI,NULL,387,245
28-502,28502,PI,NULL,343,286
28-503,28503,PI,NULL,364,218
28-504,28504,PI,NULL,354,230
28-505,28505,PI,NULL,393,294
28-506,28506,PI,NULL,364,236
28-507,28507,PI,NULL,264,213
28-508,28508,PI,NULL,163,96
28-509,28509,PI,NULL,0,0
29-601,29601,PI,NULL,191,176
29-602,29602,PI,NULL,174,142
29-603,29603,PI,NULL,226,160
29-604,29604,PI,NULL,232,155
29-605,29605,PI,NULL,165,167
29-606,29606,PI,NULL,231,219
29-607,29607,PI,NULL,264,217
29-608,29608,PI,NULL,187,165
29-609,29609,PI,NULL,162,135
29-610,29610,PI,NULL,209,183
29-611,29611,PI,NULL,66,33
29-612,29612,PI,NULL,133,93
29-613,29613,PI,NULL,243,212
29-614,29614,PI,NULL,253,224
29-615,29615,PI,NULL,261,208
29-616,29616,PI,NULL,225,186
29-617,29617,PI,NULL,188,216
29-618,29618,PI,NULL,183,141
29-619,29619,PI,NULL,204,173
29-620(*),29620,PI,NULL,0,0
29-621(*),29621,PI,NULL,0,0
29-622,29622,PI,NULL,156,142
29-623,29623,PI,NULL,44,39
29-624,29624,PI,NULL,0,0
29-625,29625,PI,NULL,5,2
29-626,29626,PI,NULL,10,2
29-627,29627,PI,NULL,0,0
