Row Label,PrecinctCode,County,Registered Voters,Clint Didier,Dan Newhouse
Total,-1,WL,NULL,968,608
Ice Harbor 34,34,WL,NULL,300,142
Burbank 38(*),38,WL,NULL,0,0
Eureka 4 43(*),43,WL,NULL,0,0
Frenchtown 4 45,45,WL,NULL,30,15
McNary 54,54,WL,NULL,164,93
Touchet 4 55,55,WL,NULL,164,149
Wallula 59,59,WL,NULL,26,11
