Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,AS,NULL,5377
ANATONE,1,AS,NULL,98
RURAL ASOTIN,3,AS,NULL,112
W ASOTIN,4,AS,NULL,130
SWALLOWS NEST,5,AS,NULL,325
ASOTIN #1,101,AS,NULL,160
ASOTIN #2,102,AS,NULL,163
CLARKSTON #1,201,AS,NULL,141
CLARKSTON #2,202,AS,NULL,180
CLARKSTON #3,203,AS,NULL,156
CLARKSTON #4,204,AS,NULL,191
CLARKSTON #5,205,AS,NULL,117
CLARKSTON #6,206,AS,NULL,192
CLARKSTON #7,207,AS,NULL,122
CLARKSTON #8,208,AS,NULL,171
CLARKSTON HTS #1,301,AS,NULL,232
CLARKSTON HTS #2,302,AS,NULL,406
CLARKSTON HTS #3,303,AS,NULL,91
CLARKSTON HTS #4,304,AS,NULL,228
CLARKSTON HTS #5,305,AS,NULL,396
CLARKSTON HTS #6,306,AS,NULL,361
CLARKSTON HTS #7,307,AS,NULL,288
SOUTH CLARKSTON #1,401,AS,NULL,191
SOUTH CLARKSTON #2,402,AS,NULL,248
WEST CLARKSTON #1,501,AS,NULL,213
WEST CLARKSTON #2,502,AS,NULL,215
WEST CLARKSTON #3,503,AS,NULL,250
