Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,GY,NULL,11677,8650
Taholah 002,2,GY,NULL,83,85
Quinault 004,4,GY,NULL,98,63
Neilton 006,6,GY,NULL,53,32
Pacific Beach 008,8,GY,NULL,116,102
Moclips 010,10,GY,NULL,9,12
Ocean City 012,12,GY,NULL,142,135
Burrows 014,14,GY,NULL,27,5
Wilderness 016,16,GY,NULL,81,30
Humptulips 018,18,GY,NULL,37,16
Axford 020,20,GY,NULL,83,38
Dekay 022,22,GY,NULL,62,19
Hoquiam Rural 024,24,GY,NULL,173,139
Stover 026(*),26,GY,NULL,0,0
North Wishkah 028(*),28,GY,NULL,0,0
Wishkah 030,30,GY,NULL,211,74
Cutoff032,32,GY,NULL,64,33
Coats Landing 034,34,GY,NULL,170,100
Geissler 036,36,GY,NULL,35,13
Aberdeen Lake 038,38,GY,NULL,2,2
Reynvaan 040,40,GY,NULL,79,52
Wynoochee 042,42,GY,NULL,4,2
Boundary 044,44,GY,NULL,35,20
Black Creek 046,46,GY,NULL,314,193
Brady 048,48,GY,NULL,286,197
Riviera 050,50,GY,NULL,33,11
Satsop 052,52,GY,NULL,122,53
Calder 056,56,GY,NULL,160,107
Bush 058,58,GY,NULL,371,206
McCleary Rural 060,60,GY,NULL,273,155
Porter 062,62,GY,NULL,127,90
Cedar Creek 064,64,GY,NULL,97,22
Chehalis 066,66,GY,NULL,5,2
Blockhouse 068,68,GY,NULL,205,106
Delezenne 070,70,GY,NULL,250,115
Melbourne 072,72,GY,NULL,225,98
Devonshire 074,74,GY,NULL,162,102
Vesta 076,76,GY,NULL,46,28
Artic 078,78,GY,NULL,39,23
Central Park 080,80,GY,NULL,332,272
Lois Lane 082,82,GY,NULL,73,46
Blue Slough 084,84,GY,NULL,111,82
Sierra 086(*),86,GY,NULL,0,0
Lund 088,88,GY,NULL,40,34
Newskah 090,90,GY,NULL,6,11
Ocosta 092,92,GY,NULL,0,0
Johns River 094,94,GY,NULL,162,127
Grayland 096,96,GY,NULL,191,123
Cohasset 098,98,GY,NULL,116,79
Aberdeen 111,111,GY,NULL,331,234
Aberdeen 121,121,GY,NULL,301,214
Aberdeen 131,131,GY,NULL,349,324
Aberdeen 132,132,GY,NULL,0,0
Aberdeen 141,141,GY,NULL,221,331
Aberdeen 142,142,GY,NULL,215,216
Aberdeen 151,151,GY,NULL,211,123
Aberdeen 161,161,GY,NULL,274,234
Cosmopolis 201,201,GY,NULL,321,228
Elma 301,301,GY,NULL,137,88
Elma 302,302,GY,NULL,287,210
Hoquiam 411,411,GY,NULL,205,161
Hoquiam 421,421,GY,NULL,155,137
Hoquiam 431,431,GY,NULL,192,176
Hoquiam 441,441,GY,NULL,190,190
Hoquiam 451,451,GY,NULL,192,131
Hoquiam 461,461,GY,NULL,186,102
McCleary 501,501,GY,NULL,243,175
Montesano 601,601,GY,NULL,379,344
Montesano 602,602,GY,NULL,374,302
Montesano 603,603,GY,NULL,0,0
Oakville 701,701,GY,NULL,121,50
Ocean Shores 801,801,GY,NULL,332,288
Ocean Shores 802,802,GY,NULL,436,454
Ocean Shores 803,803,GY,NULL,361,400
Westport 901,901,GY,NULL,305,261
