Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,CR,NULL,58219,64701
100,100,CR,NULL,411,270
102,102,CR,NULL,241,242
104,104,CR,NULL,327,309
106,106,CR,NULL,306,231
108,108,CR,NULL,368,228
110,110,CR,NULL,457,233
112,112,CR,NULL,28,28
113,113,CR,NULL,184,123
120,120,CR,NULL,435,282
130,130,CR,NULL,399,245
147,147,CR,NULL,243,257
150,150,CR,NULL,233,132
153,153,CR,NULL,183,229
160,160,CR,NULL,294,157
170,170,CR,NULL,288,201
175,175,CR,NULL,276,131
180,180,CR,NULL,296,172
190,190,CR,NULL,396,265
200,200,CR,NULL,388,225
220,220,CR,NULL,283,153
225,225,CR,NULL,380,430
240,240,CR,NULL,334,405
245,245,CR,NULL,299,353
250,250,CR,NULL,400,297
255,255,CR,NULL,287,288
257,257,CR,NULL,316,275
290,290,CR,NULL,335,246
294,294,CR,NULL,208,175
296,296,CR,NULL,240,172
298,298,CR,NULL,175,187
325,325,CR,NULL,229,227
327,327,CR,NULL,278,345
330,330,CR,NULL,324,274
335,335,CR,NULL,265,197
337,337,CR,NULL,302,240
338,338,CR,NULL,314,259
340,340,CR,NULL,293,297
350,350,CR,NULL,250,246
360,360,CR,NULL,320,301
370,370,CR,NULL,213,225
390,390,CR,NULL,363,326
395,395,CR,NULL,119,77
400,400,CR,NULL,186,157
410,410,CR,NULL,367,341
415,415,CR,NULL,258,188
420,420,CR,NULL,288,298
423,423,CR,NULL,228,208
424,424,CR,NULL,322,343
425,425,CR,NULL,217,225
426,426,CR,NULL,361,403
430,430,CR,NULL,239,179
432,432,CR,NULL,247,211
434,434,CR,NULL,205,247
435,435,CR,NULL,190,245
436,436,CR,NULL,184,150
440,440,CR,NULL,302,313
441,441,CR,NULL,297,298
444,444,CR,NULL,398,376
445,445,CR,NULL,384,377
446,446,CR,NULL,258,333
447,447,CR,NULL,328,443
448,448,CR,NULL,355,408
449,449,CR,NULL,387,415
450,450,CR,NULL,382,360
451,451,CR,NULL,277,313
452,452,CR,NULL,256,299
453,453,CR,NULL,272,285
455,455,CR,NULL,205,237
456,456,CR,NULL,357,459
460,460,CR,NULL,390,433
470,470,CR,NULL,369,426
480,480,CR,NULL,373,464
483,483,CR,NULL,334,502
485,485,CR,NULL,158,298
487,487,CR,NULL,126,167
490,490,CR,NULL,193,293
491,491,CR,NULL,23,29
500,500,CR,NULL,298,387
502,502,CR,NULL,231,320
503,503,CR,NULL,206,256
505,505,CR,NULL,313,424
510,510,CR,NULL,165,276
511,511,CR,NULL,12,24
515,515,CR,NULL,282,431
520,520,CR,NULL,129,225
521,521,CR,NULL,7,7
522,522,CR,NULL,106,121
523,523,CR,NULL,3,17
524,524,CR,NULL,30,51
525,525,CR,NULL,146,279
527,527,CR,NULL,206,330
528,528,CR,NULL,191,419
530,530,CR,NULL,82,199
535,535,CR,NULL,272,524
536,536,CR,NULL,118,255
537,537,CR,NULL,94,154
538,538,CR,NULL,114,204
540,540,CR,NULL,222,496
543,543,CR,NULL,224,401
545,545,CR,NULL,157,280
550,550,CR,NULL,316,447
553,553,CR,NULL,257,319
555,555,CR,NULL,340,378
560,560,CR,NULL,272,342
563,563,CR,NULL,310,332
565,565,CR,NULL,260,244
566,566,CR,NULL,189,215
570,570,CR,NULL,261,347
571,571,CR,NULL,261,308
572,572,CR,NULL,330,419
573,573,CR,NULL,319,419
574,574,CR,NULL,10,20
575,575,CR,NULL,66,117
576,576,CR,NULL,2,6
577,577,CR,NULL,283,526
578,578,CR,NULL,23,37
579,579,CR,NULL,8,16
580,580,CR,NULL,145,268
581,581,CR,NULL,139,154
582,582,CR,NULL,181,289
583,583,CR,NULL,226,262
584,584,CR,NULL,212,311
585,585,CR,NULL,316,393
586,586,CR,NULL,217,280
587,587,CR,NULL,206,284
588,588,CR,NULL,142,194
590,590,CR,NULL,300,503
591,591,CR,NULL,311,535
592,592,CR,NULL,308,462
593,593,CR,NULL,240,431
594,594,CR,NULL,9,13
595(*),595,CR,NULL,0,0
596(*),596,CR,NULL,0,0
597,597,CR,NULL,22,52
598,598,CR,NULL,5,15
600,600,CR,NULL,148,173
603,603,CR,NULL,120,281
605,605,CR,NULL,200,402
606,606,CR,NULL,36,83
610,610,CR,NULL,312,520
613,613,CR,NULL,111,193
615,615,CR,NULL,94,200
617,617,CR,NULL,260,339
618,618,CR,NULL,268,433
620,620,CR,NULL,257,449
624,624,CR,NULL,63,74
625,625,CR,NULL,222,413
626,626,CR,NULL,291,249
627,627,CR,NULL,267,292
628,628,CR,NULL,295,301
629,629,CR,NULL,255,272
630,630,CR,NULL,265,196
631,631,CR,NULL,373,285
632,632,CR,NULL,158,154
633,633,CR,NULL,289,228
634,634,CR,NULL,245,266
635,635,CR,NULL,212,226
636,636,CR,NULL,202,294
638,638,CR,NULL,236,271
639,639,CR,NULL,250,272
640,640,CR,NULL,319,242
641,641,CR,NULL,142,104
642,642,CR,NULL,101,166
643,643,CR,NULL,281,245
644,644,CR,NULL,320,327
645,645,CR,NULL,389,352
646,646,CR,NULL,143,138
647,647,CR,NULL,183,255
648,648,CR,NULL,261,230
649,649,CR,NULL,245,256
650,650,CR,NULL,271,293
651,651,CR,NULL,211,205
