Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,SM,NULL,2353
BEAR PRAIRIE,100,SM,NULL,94
MT. PLEASANT,101,SM,NULL,100
SKYE,102,SM,NULL,114
UPPER WASHOUGAL,103,SM,NULL,108
LEWIS RIVER,104,SM,NULL,8
CAPE HORN,105,SM,NULL,124
SKAMANIA,106,SM,NULL,140
CASCADES,201,SM,NULL,3
NORTH BONNEVILLE,202,SM,NULL,206
ROCK CREEK,203,SM,NULL,79
MAPLE VIEW,204,SM,NULL,157
NORTH STEVENSON,205,SM,NULL,103
SOUTH STEVENSON,206,SM,NULL,35
NELSON CREEK,207,SM,NULL,65
CARSON CREEK,208,SM,NULL,158
STABLER,300,SM,NULL,162
WIND RIVER,303,SM,NULL,130
HOT SPRINGS NORTH,304,SM,NULL,58
HOT SPRINGS SOUTH,305,SM,NULL,93
WIND MOUNTAIN,307,SM,NULL,58
CHENOWITH,309,SM,NULL,95
UNDERWOOD NORTH,310,SM,NULL,146
UNDERWOOD SOUTH,311,SM,NULL,117
