Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,YA,NULL,23164,26648
0001,1,YA,NULL,0,0
0101,101,YA,NULL,133,48
0103,103,YA,NULL,108,66
0104,104,YA,NULL,131,94
0110,110,YA,NULL,136,105
0111,111,YA,NULL,125,126
0113,113,YA,NULL,113,77
0116,116,YA,NULL,298,172
0118,118,YA,NULL,118,41
0120,120,YA,NULL,152,72
0124,124,YA,NULL,60,37
0126,126,YA,NULL,108,49
0127,127,YA,NULL,189,127
0129,129,YA,NULL,124,70
0130,130,YA,NULL,153,110
0131,131,YA,NULL,172,144
0132,132,YA,NULL,202,129
0133,133,YA,NULL,369,267
0134,134,YA,NULL,447,367
0138,138,YA,NULL,365,255
0139,139,YA,NULL,343,195
0140,140,YA,NULL,125,119
0142,142,YA,NULL,273,213
0150,150,YA,NULL,125,102
0153,153,YA,NULL,168,205
0154,154,YA,NULL,224,197
0155,155,YA,NULL,228,211
0156,156,YA,NULL,107,113
0158,158,YA,NULL,120,78
0162,162,YA,NULL,132,116
0163,163,YA,NULL,265,256
0167,167,YA,NULL,303,259
0168,168,YA,NULL,288,256
0169,169,YA,NULL,304,276
0170,170,YA,NULL,188,164
0173,173,YA,NULL,166,151
0175,175,YA,NULL,114,110
0177,177,YA,NULL,245,292
0179,179,YA,NULL,257,232
0180,180,YA,NULL,121,162
0181,181,YA,NULL,254,289
0182,182,YA,NULL,349,376
0183,183,YA,NULL,225,211
0184,184,YA,NULL,177,181
0185,185,YA,NULL,235,280
0186,186,YA,NULL,298,283
0187,187,YA,NULL,207,240
0188,188,YA,NULL,258,318
0189,189,YA,NULL,154,186
0190,190,YA,NULL,128,139
0301,301,YA,NULL,57,29
0302,302,YA,NULL,145,108
0303,303,YA,NULL,129,119
0304,304,YA,NULL,81,45
0305,305,YA,NULL,13,4
0306,306,YA,NULL,190,177
0307,307,YA,NULL,9,12
0308,308,YA,NULL,0,0
0501,501,YA,NULL,169,88
0701,701,YA,NULL,45,43
0901,901,YA,NULL,109,41
1101,1101,YA,NULL,134,175
1103,1103,YA,NULL,151,149
1301,1301,YA,NULL,102,131
1501,1501,YA,NULL,147,141
1502,1502,YA,NULL,215,245
1503,1503,YA,NULL,201,247
1504,1504,YA,NULL,235,258
