Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,GY,NULL,9467,11049
Taholah 002,2,GY,NULL,120,55
Quinault 004,4,GY,NULL,73,89
Neilton 006,6,GY,NULL,26,56
Pacific Beach 008,8,GY,NULL,118,102
Moclips 010,10,GY,NULL,11,10
Ocean City 012,12,GY,NULL,141,134
Burrows 014,14,GY,NULL,9,26
Wilderness 016,16,GY,NULL,30,81
Humptulips 018,18,GY,NULL,19,35
Axford 020,20,GY,NULL,32,88
Dekay 022,22,GY,NULL,23,61
Hoquiam Rural 024,24,GY,NULL,132,183
Stover 026(*),26,GY,NULL,0,0
North Wishkah 028(*),28,GY,NULL,0,0
Wishkah 030,30,GY,NULL,78,207
Cutoff032,32,GY,NULL,40,59
Coats Landing 034,34,GY,NULL,100,170
Geissler 036,36,GY,NULL,16,33
Aberdeen Lake 038(*),38,GY,NULL,0,0
Reynvaan 040,40,GY,NULL,65,66
Wynoochee 042,42,GY,NULL,2,4
Boundary 044,44,GY,NULL,12,43
Black Creek 046,46,GY,NULL,169,342
Brady 048,48,GY,NULL,168,318
Riviera 050,50,GY,NULL,12,32
Satsop 052,52,GY,NULL,44,132
Calder 056,56,GY,NULL,89,181
Bush 058,58,GY,NULL,207,376
McCleary Rural 060,60,GY,NULL,149,282
Porter 062,62,GY,NULL,63,156
Cedar Creek 064,64,GY,NULL,24,95
Chehalis 066,66,GY,NULL,4,3
Blockhouse 068,68,GY,NULL,110,205
Delezenne 070,70,GY,NULL,117,251
Melbourne 072,72,GY,NULL,113,210
Devonshire 074,74,GY,NULL,123,145
Vesta 076,76,GY,NULL,18,56
Artic 078,78,GY,NULL,14,49
Central Park 080,80,GY,NULL,300,310
Lois Lane 082,82,GY,NULL,57,61
Blue Slough 084,84,GY,NULL,89,108
Sierra 086(*),86,GY,NULL,0,0
Lund 088,88,GY,NULL,34,40
Newskah 090,90,GY,NULL,7,10
Ocosta 092,92,GY,NULL,0,0
Johns River 094,94,GY,NULL,130,158
Grayland 096,96,GY,NULL,156,154
Cohasset 098,98,GY,NULL,86,110
Aberdeen 111,111,GY,NULL,308,266
Aberdeen 121,121,GY,NULL,255,263
Aberdeen 131,131,GY,NULL,380,307
Aberdeen 132,132,GY,NULL,0,0
Aberdeen 141,141,GY,NULL,338,218
Aberdeen 142,142,GY,NULL,249,190
Aberdeen 151,151,GY,NULL,168,169
Aberdeen 161,161,GY,NULL,279,239
Cosmopolis 201,201,GY,NULL,285,273
Elma 301,301,GY,NULL,101,125
Elma 302,302,GY,NULL,217,283
Hoquiam 411,411,GY,NULL,212,159
Hoquiam 421,421,GY,NULL,164,125
Hoquiam 431,431,GY,NULL,206,164
Hoquiam 441,441,GY,NULL,210,179
Hoquiam 451,451,GY,NULL,152,176
Hoquiam 461,461,GY,NULL,148,143
McCleary 501,501,GY,NULL,176,250
Montesano 601,601,GY,NULL,352,376
Montesano 602,602,GY,NULL,318,370
Montesano 603,603,GY,NULL,0,0
Oakville 701,701,GY,NULL,44,126
Ocean Shores 801,801,GY,NULL,332,293
Ocean Shores 802,802,GY,NULL,496,403
Ocean Shores 803,803,GY,NULL,441,324
Westport 901,901,GY,NULL,284,288
