Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,JE,NULL,9597
101 Gardiner,101,JE,NULL,106
102 Port Discovery,102,JE,NULL,116
103 Crocker,103,JE,NULL,112
104 Cape George,104,JE,NULL,331
105 Discovery Bay,105,JE,NULL,304
106 North Jacob,106,JE,NULL,223
107 South Jacob,107,JE,NULL,321
200 Coyle,200,JE,NULL,144
201 Quilcene,201,JE,NULL,285
204 Brinnon,204,JE,NULL,369
300 Chimacum I,300,JE,NULL,199
301 Chimacum II,301,JE,NULL,125
302 Center I,302,JE,NULL,180
303 Hadlock,303,JE,NULL,319
304 Kala Point,304,JE,NULL,351
305 Irondale I,305,JE,NULL,240
306 Irondale II,306,JE,NULL,319
307 Four Corners,307,JE,NULL,215
308 Center II,308,JE,NULL,113
401 Nordland,401,JE,NULL,299
500 Port Ludlow,500,JE,NULL,350
501 Port Ludlow I,501,JE,NULL,404
502 Port Ludlow II,502,JE,NULL,222
503 Port Ludlow III,503,JE,NULL,236
504 Port Ludlow IV,504,JE,NULL,178
505 Port Ludlow V,505,JE,NULL,283
600 Hoh,600,JE,NULL,26
601 Queets,601,JE,NULL,26
700 Port Townsend,700,JE,NULL,317
701 Port Townsend,701,JE,NULL,165
702 Port Townsend,702,JE,NULL,194
703 Port Townsend,703,JE,NULL,225
704 Port Townsend,704,JE,NULL,157
705 Port Townsend,705,JE,NULL,215
706 Port Townsend,706,JE,NULL,479
707 Port Townsend,707,JE,NULL,400
708 Port Townsend,708,JE,NULL,413
709 Port Townsend,709,JE,NULL,394
710 Port Townsend,710,JE,NULL,242
