Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,MA,NULL,11096,4853
PICKERING,113,MA,NULL,309,119
HARSTINE,114,MA,NULL,474,143
GRAPEVIEW,115,MA,NULL,418,152
MASON LAKE,116,MA,NULL,264,103
FAIR HARBOR,117,MA,NULL,233,104
ALLYN,118,MA,NULL,585,181
VICTOR,119,MA,NULL,235,105
BELFAIR,120,MA,NULL,272,113
TIGER LAKE,121,MA,NULL,161,105
DEWATTO,122,MA,NULL,339,183
TAHUYA,123,MA,NULL,318,148
SAND HILL,124,MA,NULL,319,183
TRAIL&#39;S END,125,MA,NULL,330,149
TWANOH,126,MA,NULL,202,85
BORDEAUX,205,MA,NULL,44,25
KAMILCHE POINT,207,MA,NULL,169,67
UNION,227,MA,NULL,512,184
SKOKOMISH,228,MA,NULL,72,23
HOOD CANAL,229,MA,NULL,364,158
CUSHMAN,230,MA,NULL,381,157
EELLS,231,MA,NULL,117,45
MATLOCK,232,MA,NULL,262,151
DAYTON,233,MA,NULL,245,108
KAMILCHE,234,MA,NULL,137,61
ISABELLA,235,MA,NULL,185,95
AIRPORT,236,MA,NULL,350,174
JOHN&#39;S PRAIRIE,237,MA,NULL,230,119
LIMERICK,238,MA,NULL,431,174
OLYMPIC VIEW,301,MA,NULL,358,153
DOWNTOWN,302,MA,NULL,240,119
ANGLESIDE,303,MA,NULL,291,151
HILLCREST,304,MA,NULL,206,105
FAWN LAKE,306,MA,NULL,356,163
ARCADIA,308,MA,NULL,391,143
MILL CREEK,309,MA,NULL,372,147
AGATE,310,MA,NULL,296,140
OAKLAND BAY,311,MA,NULL,238,125
TIMBERLAKE,312,MA,NULL,385,182
CALLANAN,339,MA,NULL,5,11
