Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,WL,NULL,8474,7993
Alderbrook 01,1,WL,NULL,127,85
Alder 02,2,WL,NULL,79,79
Ash 03,3,WL,NULL,200,192
Baumeister 04,4,WL,NULL,193,161
Birch 05,5,WL,NULL,100,138
Clark 06,6,WL,NULL,70,97
College 07,7,WL,NULL,82,158
Edison 08,8,WL,NULL,123,130
Garfield 09,9,WL,NULL,169,116
Green Park 10,10,WL,NULL,68,112
Henderson 11,11,WL,NULL,144,109
Isaacs 12,12,WL,NULL,89,96
Jefferson 13,13,WL,NULL,265,253
Maple 16,16,WL,NULL,230,259
Marcus 17,17,WL,NULL,336,285
Monroe 18,18,WL,NULL,221,317
Paine 20,20,WL,NULL,54,84
Pine 21,21,WL,NULL,89,80
Pleasant 22,22,WL,NULL,268,207
Sharpstein 23,23,WL,NULL,117,124
Spruce 24,24,WL,NULL,105,97
Stadium 25,25,WL,NULL,128,105
Tausick 26,26,WL,NULL,127,119
Wainwright 28,28,WL,NULL,233,158
Watertown 29,29,WL,NULL,99,136
Abbott 31,31,WL,NULL,130,146
Baker 33,33,WL,NULL,43,51
Ice Harbor 34,34,WL,NULL,255,173
Berney 35,35,WL,NULL,124,123
Blalock 36,36,WL,NULL,213,210
Braden 37,37,WL,NULL,234,222
Burbank 38,38,WL,NULL,310,173
Clyde 39,39,WL,NULL,20,9
Derry 40,40,WL,NULL,81,73
Dixie 41,41,WL,NULL,133,124
Eureka 5 42,42,WL,NULL,26,20
Eureka 4 43(*),43,WL,NULL,0,0
Frenchtown 5 44,44,WL,NULL,89,98
Frenchtown 4 45,45,WL,NULL,26,18
Garrison 46,46,WL,NULL,124,94
Gose 47,47,WL,NULL,57,33
Lincoln 49,49,WL,NULL,30,39
Mill Creek 50,50,WL,NULL,131,92
Moore 51,51,WL,NULL,112,107
Pros Point 52,52,WL,NULL,409,438
Ritz 53,53,WL,NULL,263,257
McNary 54,54,WL,NULL,149,107
Touchet 4 55,55,WL,NULL,184,125
Touchet 5 56(*),56,WL,NULL,0,0
Twin Grove 57,57,WL,NULL,110,116
Yellowhawk 58,58,WL,NULL,12,25
Wallula 59,59,WL,NULL,23,18
Washington 60,60,WL,NULL,81,56
CP 1 61,61,WL,NULL,227,236
CP 2 62,62,WL,NULL,171,173
CP 3 63,63,WL,NULL,204,232
Prescott 64,64,WL,NULL,49,35
Waitsburg 65,65,WL,NULL,242,204
CP 4 66,66,WL,NULL,259,253
CP 5 67,67,WL,NULL,192,196
CP 6 68,68,WL,NULL,42,18
