Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Alpine,99,TH,NULL,369
Hewitt Lake,100,TH,NULL,285
Zangle,101,TH,NULL,200
Boston Harbor,102,TH,NULL,282
Gull Harbor,103,TH,NULL,155
Friendly Grove,104,TH,NULL,120
South Bay,105,TH,NULL,269
Puget,106,TH,NULL,273
Bigelow,107,TH,NULL,204
Pleasant Glade,109,TH,NULL,143
Montgomery,110,TH,NULL,120
Nisqually,111,TH,NULL,187
Roosevelt,112,TH,NULL,263
Kinwood,113,TH,NULL,197
Mckinley,114,TH,NULL,78
Forest,115,TH,NULL,319
St Clair,116,TH,NULL,218
Hicks,117,TH,NULL,37
Fleetwood,118,TH,NULL,299
Lydia Hawk,119,TH,NULL,382
Hays,120,TH,NULL,172
Indian Summer,121,TH,NULL,265
Chambers,122,TH,NULL,359
Freedom,123,TH,NULL,286
Fristoe,124,TH,NULL,158
Deschutes,125,TH,NULL,241
Longmire,126,TH,NULL,152
Ruth Prairie,127,TH,NULL,106
Weir Prairie,128,TH,NULL,213
College,129,TH,NULL,37
Bald Hills,130,TH,NULL,62
Hunter Point,131,TH,NULL,139
Griffin,132,TH,NULL,197
Schneiders Prairie,133,TH,NULL,176
Cooper Point,134,TH,NULL,215
Butler Cove,135,TH,NULL,217
Broadway,136,TH,NULL,299
Plainview,139,TH,NULL,345
Mud Bay,140,TH,NULL,215
Mclane,141,TH,NULL,164
Bush Prairie,143,TH,NULL,55
Black Lake,144,TH,NULL,292
Delphi,145,TH,NULL,217
South Union,146,TH,NULL,281
Plumb,147,TH,NULL,239
Scatter Creek,148,TH,NULL,165
Mcintosh,149,TH,NULL,369
Violet Prairie,150,TH,NULL,252
Littlerock,151,TH,NULL,338
Rochester 1,153,TH,NULL,274
Rochester 2,154,TH,NULL,198
Scott Lake North,155,TH,NULL,96
Grand Mound,156,TH,NULL,103
Gibson Valley,157,TH,NULL,28
Skookumchuck,158,TH,NULL,218
Johnson Point,160,TH,NULL,273
Wards,161,TH,NULL,104
Thompson,162,TH,NULL,157
Smith Lake,163,TH,NULL,233
Evergreen Shores,164,TH,NULL,186
Sunwood Lakes,165,TH,NULL,342
Eaton Creek,166,TH,NULL,136
Hawks Ridge,167,TH,NULL,104
Holmes,168,TH,NULL,197
Mcallister Creek,169,TH,NULL,197
Rochester 3,170,TH,NULL,215
Waddell Creek,171,TH,NULL,181
Tykle Cove,172,TH,NULL,213
Camelot,173,TH,NULL,146
French,174,TH,NULL,248
Sunset Beach,175,TH,NULL,271
Henderson,176,TH,NULL,308
Pattison,178,TH,NULL,230
Four Corners,179,TH,NULL,322
Stedman,180,TH,NULL,134
Munn Lake,182,TH,NULL,131
Beach Crest,183,TH,NULL,182
Scheller,184,TH,NULL,98
Fair Oaks,185,TH,NULL,154
Wilderness,186,TH,NULL,304
Mullen,187,TH,NULL,260
Sleater Kinney,189,TH,NULL,203
Lakeside,190,TH,NULL,118
Gallagher Cove,191,TH,NULL,335
East Olympia,192,TH,NULL,217
Berry Valley,193,TH,NULL,184
Hartwood,194,TH,NULL,382
Libby,195,TH,NULL,191
Meadows,196,TH,NULL,176
Summerset,197,TH,NULL,349
Henness,198,TH,NULL,324
Beaver Creek,199,TH,NULL,394
Olympia 01,201,TH,NULL,201
Olympia 02,202,TH,NULL,215
Olympia 03,203,TH,NULL,224
Olympia 04,204,TH,NULL,213
Olympia 05,205,TH,NULL,203
Olympia 06,206,TH,NULL,345
Olympia 07,207,TH,NULL,133
Olympia 08,208,TH,NULL,202
Olympia 09,209,TH,NULL,376
Olympia 10,210,TH,NULL,242
Olympia 11,211,TH,NULL,192
Olympia 12,212,TH,NULL,126
Olympia 13,213,TH,NULL,221
Olympia 14,214,TH,NULL,206
Olympia 15,215,TH,NULL,166
Olympia 16,216,TH,NULL,45
Olympia 17,217,TH,NULL,159
Olympia 18,218,TH,NULL,199
Olympia 19,219,TH,NULL,183
Olympia 20,220,TH,NULL,115
Olympia 21,221,TH,NULL,311
Olympia 23,223,TH,NULL,249
Olympia 24,224,TH,NULL,205
Olympia 25,225,TH,NULL,159
Olympia 26,226,TH,NULL,181
Olympia 27,227,TH,NULL,103
Olympia 28,228,TH,NULL,224
Olympia 29,229,TH,NULL,231
Olympia 30,230,TH,NULL,190
Olympia 31,231,TH,NULL,169
Olympia 32,232,TH,NULL,276
Olympia 35,235,TH,NULL,399
Olympia 36,236,TH,NULL,86
Olympia 37,237,TH,NULL,139
Olympia 38,238,TH,NULL,60
Olympia 39,239,TH,NULL,209
Olympia 40,240,TH,NULL,175
Olympia 41,241,TH,NULL,201
Olympia 42,242,TH,NULL,138
Olympia 43,243,TH,NULL,236
Olympia 44,244,TH,NULL,113
Olympia 45,245,TH,NULL,134
Olympia 46,246,TH,NULL,209
Olympia 47,247,TH,NULL,252
Olympia 48,248,TH,NULL,259
Olympia 49,249,TH,NULL,227
Olympia 50,250,TH,NULL,170
Olympia 51,251,TH,NULL,44
Olympia 52,252,TH,NULL,118
Olympia 53,253,TH,NULL,201
Olympia 54,254,TH,NULL,144
Olympia 55,255,TH,NULL,118
Olympia 56,256,TH,NULL,200
Olympia 57,257,TH,NULL,105
Olympia 58,258,TH,NULL,215
Olympia 59,259,TH,NULL,193
Olympia 60,260,TH,NULL,138
Lacey 01,301,TH,NULL,89
Lacey 02,302,TH,NULL,148
Lacey 03,303,TH,NULL,179
Lacey 04,304,TH,NULL,102
Lacey 05,305,TH,NULL,132
Lacey 06,306,TH,NULL,86
Lacey 07,307,TH,NULL,169
Lacey 08,308,TH,NULL,127
Lacey 09,309,TH,NULL,115
Lacey 10,310,TH,NULL,273
Lacey 11,311,TH,NULL,213
Lacey 13,313,TH,NULL,109
Lacey 14,314,TH,NULL,77
Lacey 15,315,TH,NULL,193
Lacey 16,316,TH,NULL,206
Lacey 17,317,TH,NULL,203
Lacey 18,318,TH,NULL,232
Lacey 19,319,TH,NULL,140
Lacey 20,320,TH,NULL,84
Lacey 21,321,TH,NULL,107
Lacey 22,322,TH,NULL,142
Lacey 23,323,TH,NULL,90
Lacey 24,324,TH,NULL,285
Lacey 27,327,TH,NULL,188
Lacey 28,328,TH,NULL,122
Lacey 29,329,TH,NULL,250
Lacey 30,330,TH,NULL,300
Lacey 31,331,TH,NULL,171
Lacey 32,332,TH,NULL,223
Lacey 33,333,TH,NULL,110
Lacey 34,334,TH,NULL,129
Lacey 35,335,TH,NULL,76
Lacey 36,336,TH,NULL,133
Lacey 37,337,TH,NULL,68
Lacey 39,339,TH,NULL,349
Lacey 40,340,TH,NULL,265
Lacey 41,341,TH,NULL,195
Lacey 42,342,TH,NULL,73
Lacey 43,343,TH,NULL,262
Lacey 44,344,TH,NULL,98
Lacey 45,345,TH,NULL,109
Lacey 46,346,TH,NULL,471
Lacey 47,347,TH,NULL,365
Lacey 48,348,TH,NULL,147
Lacey 49,349,TH,NULL,125
Tumwater 01,401,TH,NULL,158
Tumwater 02,402,TH,NULL,215
Tumwater 03,403,TH,NULL,247
Tumwater 04,404,TH,NULL,145
Tumwater 05,405,TH,NULL,150
Tumwater 06,406,TH,NULL,364
Tumwater 07,407,TH,NULL,172
Tumwater 08,408,TH,NULL,253
Tumwater 09,409,TH,NULL,143
Tumwater 10,410,TH,NULL,284
Tumwater 11,411,TH,NULL,301
Tumwater 12,412,TH,NULL,210
Tumwater 13,413,TH,NULL,88
Tumwater 14,414,TH,NULL,105
Tumwater 15,415,TH,NULL,253
Tumwater 24,424,TH,NULL,152
Tumwater 27,427,TH,NULL,231
Tumwater 28,428,TH,NULL,290
Tumwater 29,429,TH,NULL,0
Tenino 01,501,TH,NULL,136
Tenino 02,502,TH,NULL,142
Rainier 01,601,TH,NULL,158
Rainier 02,602,TH,NULL,123
Yelm 1,701,TH,NULL,193
Yelm 2,702,TH,NULL,219
Yelm 3,703,TH,NULL,253
Yelm 4,704,TH,NULL,234
Bucoda,801,TH,NULL,98
