Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,TH,NULL,52922
Cougar Mountain,28,TH,NULL,52
Clear Lake,30,TH,NULL,356
Lackamas,31,TH,NULL,89
Morris,32,TH,NULL,235
Evergreen Ballroom,33,TH,NULL,285
Trails End,34,TH,NULL,396
Kaiser,35,TH,NULL,111
Rich,36,TH,NULL,162
Delta,38,TH,NULL,0
Jones Beach,39,TH,NULL,127
Simmons 9,42,TH,NULL,5
University North,43,TH,NULL,91
Steamboat Island,44,TH,NULL,191
Rocky Prairie,45,TH,NULL,142
Lawrence Lake,46,TH,NULL,276
Woodard Creek,47,TH,NULL,191
Michigan Hill,48,TH,NULL,107
Scott Lake South,49,TH,NULL,179
Salmon Creek,50,TH,NULL,138
Spurgeon Creek,51,TH,NULL,101
James,52,TH,NULL,183
Vail,53,TH,NULL,265
Rochester 5,54,TH,NULL,224
Rochester 4,55,TH,NULL,160
Medicine Creek,57,TH,NULL,112
Skokomish,58,TH,NULL,176
Pleasant Hill,59,TH,NULL,238
Smith Prairie,60,TH,NULL,262
Black River,62,TH,NULL,317
Ames,63,TH,NULL,197
Airport,64,TH,NULL,19
Luhr Beach,65,TH,NULL,251
Fish Trap,66,TH,NULL,172
Quince,67,TH,NULL,4
Simmons 2,68,TH,NULL,4
Simmons 3,69,TH,NULL,9
Simmons 4,70,TH,NULL,11
Pines,74,TH,NULL,176
Long Lake,75,TH,NULL,58
Hawk Acres,76,TH,NULL,135
Zenkner Valley,77,TH,NULL,55
Tri Lakes,78,TH,NULL,126
University South,79,TH,NULL,127
Tolmie,80,TH,NULL,88
Military,81,TH,NULL,86
Glen Terra,82,TH,NULL,72
Prine,83,TH,NULL,42
Glenwood,84,TH,NULL,83
Greenridge,86,TH,NULL,150
Woodland,88,TH,NULL,197
Tilley,89,TH,NULL,260
Sweet Briar,90,TH,NULL,308
Deerbrush,91,TH,NULL,257
Mushroom Corner,92,TH,NULL,236
Trailblazer,93,TH,NULL,86
Frye Cove,94,TH,NULL,252
Oyster Bay,95,TH,NULL,244
Summit Lake,96,TH,NULL,180
Delridge,97,TH,NULL,63
Marvin,98,TH,NULL,267
