Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,LI,NULL,2791,1685
ALMIRA RURAL,1,LI,NULL,20,17
BLUESTEM,2,LI,NULL,14,5
CANBY,3,LI,NULL,24,15
CRESTON RURAL,4,LI,NULL,39,19
WHEATLAND,5,LI,NULL,54,39
DAVENPORT RURAL,6,LI,NULL,62,33
DOWNS,7,LI,NULL,8,15
EARL,8,LI,NULL,21,13
EDWALL,9,LI,NULL,40,29
EGYPT,10,LI,NULL,80,45
ENOS,11,LI,NULL,14,7
GOVAN,12,LI,NULL,16,5
GRAND COULEE,13,LI,NULL,27,12
GRAVELLE,14,LI,NULL,21,19
HARR RURAL,15,LI,NULL,44,16
HAWK CREEK,16,LI,NULL,52,27
IRBY,17,LI,NULL,22,8
KELLER,18,LI,NULL,50,18
LAKEVIEW,19,LI,NULL,66,58
LAMONA,20,LI,NULL,19,7
EAST LARENE,21,LI,NULL,56,36
WEST LARENE,22,LI,NULL,20,24
LAYTON,23,LI,NULL,13,7
LONG LAKE,24,LI,NULL,63,13
MOHLER,25,LI,NULL,30,24
MONDOVI,26,LI,NULL,47,40
ODESSA RURAL,27,LI,NULL,60,34
PEACH,28,LI,NULL,81,48
N REARDAN RURAL,29,LI,NULL,29,21
S REARDAN RURAL,30,LI,NULL,28,26
RIVERVIEW,31,LI,NULL,86,66
SEVEN BAYS,32,LI,NULL,40,28
SHERMAN,33,LI,NULL,43,26
SPRAGUE RURAL,34,LI,NULL,69,41
SPRING CREEK,35,LI,NULL,57,23
WILBUR RURAL,36,LI,NULL,77,21
WAUKON,37,LI,NULL,34,12
WILSON CREEK,38,LI,NULL,19,15
ALMIRA IN,39,LI,NULL,60,38
CRESTON IN,40,LI,NULL,51,42
DAVENPORT IN,41,LI,NULL,424,213
HARRINGTON IN,42,LI,NULL,81,67
ODESSA IN,43,LI,NULL,202,137
REARDAN IN,44,LI,NULL,128,84
SPRAGUE IN,45,LI,NULL,90,46
WILBUR IN,46,LI,NULL,210,146
