Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,FE,NULL,941,2060
BELCHER,101,FE,NULL,18,82
BOYDS,102,FE,NULL,39,98
CURLEW,103,FE,NULL,7,23
HALL CREEK,104,FE,NULL,47,68
INCHELIUM,105,FE,NULL,56,42
KELLER,106,FE,NULL,55,61
KETTLE RIVER,107,FE,NULL,74,140
KEWA,108,FE,NULL,55,54
LAMBERT,109,FE,NULL,15,67
MALO,110,FE,NULL,43,126
ORIENT,111,FE,NULL,54,89
REPUBLIC 1,112,FE,NULL,72,131
REPUBLIC 2,113,FE,NULL,67,130
SAN POIL,114,FE,NULL,56,210
SHERMAN,115,FE,NULL,70,166
SOUTH LAKE,116,FE,NULL,46,110
STORM KING,117,FE,NULL,52,170
TORODA,118,FE,NULL,37,77
TROUT CREEK,119,FE,NULL,78,216
