Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,SJ,NULL,5060,3104
San Juan South East,11,SJ,NULL,212,161
San Juan South West,12,SJ,NULL,359,184
San Juan Central,13,SJ,NULL,332,226
San Juan West,14,SJ,NULL,330,223
San Juan North,15,SJ,NULL,260,208
San Juan East,16,SJ,NULL,247,176
Turn Point,17,SJ,NULL,141,111
Waldron &amp; Outer Is,21,SJ,NULL,50,13
Orcas West,22,SJ,NULL,396,230
Orcas Central,23,SJ,NULL,404,214
Eastsound,24,SJ,NULL,395,277
Orcas East,25,SJ,NULL,344,190
Blakely &amp; Outer Is,26,SJ,NULL,13,20
Lopez North,31,SJ,NULL,549,293
Lopez South,32,SJ,NULL,410,194
Decatur and Outer Is,33,SJ,NULL,16,32
Shaw,41,SJ,NULL,71,31
Friday Harbor North,101,SJ,NULL,322,173
Friday Harbor South,102,SJ,NULL,209,148
