Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,LE,NULL,601,961
Cowlitz,9,LE,NULL,207,365
Drews Prairie,12,LE,NULL,75,111
Salmon Creek,46,LE,NULL,224,392
Toledo,700,LE,NULL,95,93
