Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,LI,NULL,2340,1787
ALMIRA RURAL,1,LI,NULL,18,16
BLUESTEM,2,LI,NULL,12,7
CANBY,3,LI,NULL,24,16
CRESTON RURAL,4,LI,NULL,24,30
WHEATLAND,5,LI,NULL,53,33
DAVENPORT RURAL,6,LI,NULL,49,35
DOWNS,7,LI,NULL,13,7
EARL,8,LI,NULL,20,12
EDWALL,9,LI,NULL,44,24
EGYPT,10,LI,NULL,62,54
ENOS,11,LI,NULL,12,5
GOVAN,12,LI,NULL,12,7
GRAND COULEE,13,LI,NULL,22,13
GRAVELLE,14,LI,NULL,11,24
HARR RURAL,15,LI,NULL,29,24
HAWK CREEK,16,LI,NULL,49,26
IRBY,17,LI,NULL,15,14
KELLER,18,LI,NULL,34,31
LAKEVIEW,19,LI,NULL,73,46
LAMONA,20,LI,NULL,13,14
EAST LARENE,21,LI,NULL,41,47
WEST LARENE,22,LI,NULL,20,17
LAYTON,23,LI,NULL,7,7
LONG LAKE,24,LI,NULL,48,25
MOHLER,25,LI,NULL,30,21
MONDOVI,26,LI,NULL,49,32
ODESSA RURAL,27,LI,NULL,47,35
PEACH,28,LI,NULL,64,56
N REARDAN RURAL,29,LI,NULL,27,20
S REARDAN RURAL,30,LI,NULL,20,28
RIVERVIEW,31,LI,NULL,88,59
SEVEN BAYS,32,LI,NULL,30,34
SHERMAN,33,LI,NULL,41,19
SPRAGUE RURAL,34,LI,NULL,53,50
SPRING CREEK,35,LI,NULL,41,32
WILBUR RURAL,36,LI,NULL,57,33
WAUKON,37,LI,NULL,20,23
WILSON CREEK,38,LI,NULL,15,16
ALMIRA IN,39,LI,NULL,66,28
CRESTON IN,40,LI,NULL,42,40
DAVENPORT IN,41,LI,NULL,311,265
HARRINGTON IN,42,LI,NULL,73,56
ODESSA IN,43,LI,NULL,184,133
REARDAN IN,44,LI,NULL,118,81
SPRAGUE IN,45,LI,NULL,79,40
WILBUR IN,46,LI,NULL,180,152
