Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,AS,NULL,3850,3158
ANATONE,1,AS,NULL,79,52
RURAL ASOTIN,3,AS,NULL,99,63
W ASOTIN,4,AS,NULL,79,76
SWALLOWS NEST,5,AS,NULL,200,217
ASOTIN #1,101,AS,NULL,120,96
ASOTIN #2,102,AS,NULL,113,105
CLARKSTON #1,201,AS,NULL,114,63
CLARKSTON #2,202,AS,NULL,113,116
CLARKSTON #3,203,AS,NULL,119,101
CLARKSTON #4,204,AS,NULL,124,123
CLARKSTON #5,205,AS,NULL,90,67
CLARKSTON #6,206,AS,NULL,125,109
CLARKSTON #7,207,AS,NULL,103,61
CLARKSTON #8,208,AS,NULL,143,76
CLARKSTON HTS #1,301,AS,NULL,178,121
CLARKSTON HTS #2,302,AS,NULL,298,213
CLARKSTON HTS #3,303,AS,NULL,60,58
CLARKSTON HTS #4,304,AS,NULL,141,139
CLARKSTON HTS #5,305,AS,NULL,308,237
CLARKSTON HTS #6,306,AS,NULL,279,194
CLARKSTON HTS #7,307,AS,NULL,170,195
SOUTH CLARKSTON #1,401,AS,NULL,146,109
SOUTH CLARKSTON #2,402,AS,NULL,170,160
WEST CLARKSTON #1,501,AS,NULL,130,147
WEST CLARKSTON #2,502,AS,NULL,153,119
WEST CLARKSTON #3,503,AS,NULL,196,141
