Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,LI,NULL,2900
ALMIRA RURAL,1,LI,NULL,19
BLUESTEM,2,LI,NULL,10
CANBY,3,LI,NULL,20
CRESTON RURAL,4,LI,NULL,32
WHEATLAND,5,LI,NULL,55
DAVENPORT RURAL,6,LI,NULL,57
DOWNS,7,LI,NULL,16
EARL,8,LI,NULL,23
EDWALL,9,LI,NULL,44
EGYPT,10,LI,NULL,84
ENOS,11,LI,NULL,7
GOVAN,12,LI,NULL,17
GRAND COULEE,13,LI,NULL,18
GRAVELLE,14,LI,NULL,33
HARR RURAL,15,LI,NULL,29
HAWK CREEK,16,LI,NULL,54
IRBY,17,LI,NULL,16
KELLER,18,LI,NULL,45
LAKEVIEW,19,LI,NULL,81
LAMONA,20,LI,NULL,21
EAST LARENE,21,LI,NULL,54
WEST LARENE,22,LI,NULL,27
LAYTON,23,LI,NULL,10
LONG LAKE,24,LI,NULL,47
MOHLER,25,LI,NULL,31
MONDOVI,26,LI,NULL,53
ODESSA RURAL,27,LI,NULL,54
PEACH,28,LI,NULL,91
N REARDAN RURAL,29,LI,NULL,32
S REARDAN RURAL,30,LI,NULL,32
RIVERVIEW,31,LI,NULL,110
SEVEN BAYS,32,LI,NULL,45
SHERMAN,33,LI,NULL,39
SPRAGUE RURAL,34,LI,NULL,74
SPRING CREEK,35,LI,NULL,57
WILBUR RURAL,36,LI,NULL,54
WAUKON,37,LI,NULL,36
WILSON CREEK,38,LI,NULL,23
ALMIRA IN,39,LI,NULL,75
CRESTON IN,40,LI,NULL,57
DAVENPORT IN,41,LI,NULL,387
HARRINGTON IN,42,LI,NULL,92
ODESSA IN,43,LI,NULL,251
REARDAN IN,44,LI,NULL,160
SPRAGUE IN,45,LI,NULL,81
WILBUR IN,46,LI,NULL,247
