Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,JE,NULL,5594,8088
101 Gardiner,101,JE,NULL,74,95
102 Port Discovery,102,JE,NULL,86,117
103 Crocker,103,JE,NULL,68,87
104 Cape George,104,JE,NULL,174,270
105 Discovery Bay,105,JE,NULL,154,278
106 North Jacob,106,JE,NULL,142,184
107 South Jacob,107,JE,NULL,201,246
200 Coyle,200,JE,NULL,99,130
201 Quilcene,201,JE,NULL,223,259
204 Brinnon,204,JE,NULL,307,286
300 Chimacum I,300,JE,NULL,136,178
301 Chimacum II,301,JE,NULL,76,111
302 Center I,302,JE,NULL,128,142
303 Hadlock,303,JE,NULL,209,233
304 Kala Point,304,JE,NULL,188,326
305 Irondale I,305,JE,NULL,157,166
306 Irondale II,306,JE,NULL,217,215
307 Four Corners,307,JE,NULL,125,156
308 Center II,308,JE,NULL,66,90
401 Nordland,401,JE,NULL,200,265
500 Port Ludlow,500,JE,NULL,243,311
501 Port Ludlow I,501,JE,NULL,220,360
502 Port Ludlow II,502,JE,NULL,144,226
503 Port Ludlow III,503,JE,NULL,132,247
504 Port Ludlow IV,504,JE,NULL,103,153
505 Port Ludlow V,505,JE,NULL,169,251
600 Hoh,600,JE,NULL,23,21
601 Queets,601,JE,NULL,21,17
700 Port Townsend,700,JE,NULL,165,263
701 Port Townsend,701,JE,NULL,70,134
702 Port Townsend,702,JE,NULL,68,164
703 Port Townsend,703,JE,NULL,92,204
704 Port Townsend,704,JE,NULL,72,132
705 Port Townsend,705,JE,NULL,128,140
706 Port Townsend,706,JE,NULL,248,371
707 Port Townsend,707,JE,NULL,212,348
708 Port Townsend,708,JE,NULL,191,375
709 Port Townsend,709,JE,NULL,161,314
710 Port Townsend,710,JE,NULL,102,223
