Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,LE,NULL,12692,9850
Adna ,1,LE,NULL,324,273
Agate,2,LE,NULL,105,85
Alpha,3,LE,NULL,267,202
Berwick,4,LE,NULL,256,236
Big Bottom,5,LE,NULL,233,151
Boistfort,6,LE,NULL,65,56
Cinebar,7,LE,NULL,195,112
Claquato,8,LE,NULL,176,163
Cowlitz,9,LE,NULL,346,209
Crego,10,LE,NULL,383,394
Curtis,11,LE,NULL,73,54
Drews Prairie,12,LE,NULL,101,74
Dryad,13,LE,NULL,55,60
Elk Crk,14,LE,NULL,88,33
Emery,15,LE,NULL,125,84
Emery North(*),16,LE,NULL,0,0
Ethel,17,LE,NULL,278,199
Evaline East,18,LE,NULL,87,45
Evaline West,19,LE,NULL,104,90
Fair,20,LE,NULL,0,0
Fords Prairie,21,LE,NULL,214,160
Forest,22,LE,NULL,207,176
Greenwood,23,LE,NULL,5,13
Harmony,24,LE,NULL,203,162
Independence,25,LE,NULL,42,35
Jackson,26,LE,NULL,277,177
Jackson North,27,LE,NULL,0,0
Kelly,28,LE,NULL,0,0
Klickitat,29,LE,NULL,138,86
Lincoln Creek,30,LE,NULL,153,138
Logan,31,LE,NULL,189,147
Mauermann,32,LE,NULL,45,37
Mellen(*),33,LE,NULL,0,0
Meskill,34,LE,NULL,28,35
Mineral,35,LE,NULL,132,70
Newaukum,36,LE,NULL,153,158
Onalaska,37,LE,NULL,407,268
Packwood,38,LE,NULL,57,39
Paradise,39,LE,NULL,34,22
Parcuvia,40,LE,NULL,160,130
Prescott,41,LE,NULL,357,340
Randle East,42,LE,NULL,186,158
Randle West,43,LE,NULL,147,113
Roswell,44,LE,NULL,2,8
Salkum,45,LE,NULL,160,125
Salmon Creek,46,LE,NULL,356,238
Salzer,47,LE,NULL,79,87
Sears,48,LE,NULL,130,118
Seminary Hill,49,LE,NULL,92,102
Silver Creek,50,LE,NULL,196,157
Skookumchuck,51,LE,NULL,197,152
Sommerville,52,LE,NULL,32,28
Stearns Creek,53,LE,NULL,89,49
Stillwater East,54,LE,NULL,51,52
Stillwater West,55,LE,NULL,112,69
Temple,56,LE,NULL,194,114
Union,57,LE,NULL,145,115
Urquhart,58,LE,NULL,125,74
Veness,59,LE,NULL,206,120
Verndale,60,LE,NULL,199,145
Whealdon,61,LE,NULL,135,113
Centralia #1,101,LE,NULL,87,69
Centralia #2,102,LE,NULL,206,186
Centralia #3,103,LE,NULL,85,63
Centralia #4,104,LE,NULL,132,104
Centralia #5,105,LE,NULL,92,65
Centralia #6,106,LE,NULL,180,142
Centralia #7,107,LE,NULL,92,71
Centralia #8,108,LE,NULL,105,85
Centralia #9,109,LE,NULL,212,166
Centralia #10,110,LE,NULL,78,54
Centralia #11,111,LE,NULL,213,167
Centralia #12,112,LE,NULL,241,185
Centralia #13,113,LE,NULL,243,199
Chehalis #1,201,LE,NULL,126,126
Chehalis #2,202,LE,NULL,98,80
Chehalis #3,203,LE,NULL,107,91
Chehalis #4,204,LE,NULL,103,91
Chehalis #5,205,LE,NULL,89,71
Chehalis #6,206,LE,NULL,174,154
Chehalis #7,207,LE,NULL,34,21
Chehalis #8,208,LE,NULL,131,129
Chehalis #9,209,LE,NULL,11,4
Morton,300,LE,NULL,181,96
Mossyrock,400,LE,NULL,86,57
Napavine #1,501,LE,NULL,234,204
Napavine #2,502,LE,NULL,0,0
Napavine #3(*),503,LE,NULL,0,0
Napavine #4,504,LE,NULL,0,0
Napavine #5,505,LE,NULL,0,0
Napavine #6,506,LE,NULL,0,0
Pe Ell,600,LE,NULL,105,74
Toledo,700,LE,NULL,105,69
Vader,800,LE,NULL,84,61
Winlock,900,LE,NULL,157,113
