Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,KS,NULL,5857,5383
CLE ELUM 1,1,KS,NULL,89,85
CLE ELUM 2,2,KS,NULL,55,48
CLE ELUM 3,3,KS,NULL,33,27
CLE ELUM 4,4,KS,NULL,128,108
DENMARK,5,KS,NULL,214,225
EAST SANDERS,6,KS,NULL,189,124
EASTON,7,KS,NULL,200,120
ELLENSBURG 1,8,KS,NULL,20,25
ELLENSBURG 2,9,KS,NULL,27,45
ELLENSBURG 4,11,KS,NULL,18,30
ELLENSBURG 5,12,KS,NULL,37,43
ELLENSBURG 6,13,KS,NULL,27,34
ELLENSBURG 7,14,KS,NULL,25,25
ELLENSBURG 8,15,KS,NULL,44,38
ELLENSBURG 9,16,KS,NULL,35,53
ELLENSBURG 10,17,KS,NULL,75,54
ELLENSBURG 11,18,KS,NULL,61,56
ELLENSBURG 12,19,KS,NULL,49,68
ELLENSBURG 13,20,KS,NULL,36,53
ELLENSBURG 14,21,KS,NULL,40,87
ELLENSBURG 15,22,KS,NULL,64,83
ELLENSBURG 16,23,KS,NULL,114,111
ELLENSBURG 17,24,KS,NULL,94,93
ELLENSBURG 18,25,KS,NULL,23,9
ELLENSBURG 19,26,KS,NULL,110,175
ELLENSBURG 20,27,KS,NULL,41,37
ELLENSBURG 21,28,KS,NULL,61,57
ELLENSBURG 22,29,KS,NULL,79,87
ELLENSBURG 23,30,KS,NULL,114,81
ELLENSBURG 24,31,KS,NULL,186,156
HYAK,32,KS,NULL,45,43
KITTITAS 1,33,KS,NULL,83,37
MANASTASH,34,KS,NULL,102,141
MOUNTAIN,35,KS,NULL,60,67
NORTH CENTRAL,36,KS,NULL,122,135
NORTH ELLENSBURG,37,KS,NULL,205,205
PARK,38,KS,NULL,176,155
PEOH POINT,39,KS,NULL,172,132
RIDGEWAY,40,KS,NULL,232,226
ROSLYN 1,41,KS,NULL,80,84
ROSLYN 2,42,KS,NULL,66,62
DRY CREEK,43,KS,NULL,216,157
WESTSIDE,44,KS,NULL,190,179
ROSLYN OUTLYING,45,KS,NULL,21,26
SANDERS,46,KS,NULL,82,57
SOUTH CLE ELUM,47,KS,NULL,88,78
SOUTH ELLENSBURG,48,KS,NULL,172,197
SWAUK,50,KS,NULL,121,71
TEANAWAY,51,KS,NULL,150,135
THORP,52,KS,NULL,172,111
VANTAGE,53,KS,NULL,14,11
FAIRVIEW,54,KS,NULL,112,88
NORTHEAST FAIRVIEW,55,KS,NULL,207,117
THRALL,56,KS,NULL,160,121
DAMMAN,58,KS,NULL,140,171
KACHESS,59,KS,NULL,48,55
KITTITAS 2,60,KS,NULL,93,55
ELLENSBURG 25,61,KS,NULL,157,172
RONALD,62,KS,NULL,83,58
