Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,AS,NULL,4648,2974
ANATONE,1,AS,NULL,119,32
RURAL ASOTIN,3,AS,NULL,135,42
W ASOTIN,4,AS,NULL,118,60
SWALLOWS NEST,5,AS,NULL,243,216
ASOTIN #1,101,AS,NULL,135,98
ASOTIN #2,102,AS,NULL,157,90
CLARKSTON #1,201,AS,NULL,96,90
CLARKSTON #2,202,AS,NULL,149,104
CLARKSTON #3,203,AS,NULL,131,106
CLARKSTON #4,204,AS,NULL,149,123
CLARKSTON #5,205,AS,NULL,97,73
CLARKSTON #6,206,AS,NULL,153,105
CLARKSTON #7,207,AS,NULL,95,72
CLARKSTON #8,208,AS,NULL,156,77
CLARKSTON HTS #1,301,AS,NULL,211,122
CLARKSTON HTS #2,302,AS,NULL,362,208
CLARKSTON HTS #3,303,AS,NULL,78,48
CLARKSTON HTS #4,304,AS,NULL,164,149
CLARKSTON HTS #5,305,AS,NULL,376,215
CLARKSTON HTS #6,306,AS,NULL,311,199
CLARKSTON HTS #7,307,AS,NULL,245,150
SOUTH CLARKSTON #1,401,AS,NULL,179,86
SOUTH CLARKSTON #2,402,AS,NULL,232,129
WEST CLARKSTON #1,501,AS,NULL,168,124
WEST CLARKSTON #2,502,AS,NULL,176,111
WEST CLARKSTON #3,503,AS,NULL,213,145
