Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,KT,NULL,1723,4419
ALDER CREEK,1,KT,NULL,22,94
CENTERVILLE,2,KT,NULL,69,185
COLUMBUS,3,KT,NULL,7,24
E KLICKITAT,4,KT,NULL,21,57
F VALLEY,5,KT,NULL,71,217
GLENWOOD,6,KT,NULL,52,172
HUSUM,7,KT,NULL,90,181
LYLE,8,KT,NULL,87,245
MT BROOK,9,KT,NULL,72,164
N DALLES,11,KT,NULL,89,218
N F VALLEY,12,KT,NULL,98,231
PINE FOREST,13,KT,NULL,173,415
ROOSEVELT,14,KT,NULL,13,47
TROUT LAKE,16,KT,NULL,80,159
W KLICKITAT,17,KT,NULL,12,47
WISHRAM,19,KT,NULL,13,61
WOODLAND,20,KT,NULL,192,427
ORCHARD HTS,21,KT,NULL,32,144
APPLETON,22,KT,NULL,27,51
ALDERDALE,23,KT,NULL,10,21
E LYLE,24,KT,NULL,34,81
RIVER,27,KT,NULL,9,14
HGH PRAIRIE,28,KT,NULL,12,43
BINGEN,101,KT,NULL,39,76
GOLDENDALE 1,102,KT,NULL,92,256
GOLDENDALE 2,103,KT,NULL,78,231
GOLDENDALE 3,104,KT,NULL,64,177
WHITE SALMON,109,KT,NULL,95,248
N WHITE SALMON,110,KT,NULL,70,133
