Row Label,PrecinctCode,County,Registered Voters,Debra L. Stephens,John (Zamboni) Scannell
Total,-1,LE,NULL,12434,5865
Adna ,1,LE,NULL,322,143
Agate,2,LE,NULL,106,56
Alpha,3,LE,NULL,257,135
Berwick,4,LE,NULL,298,107
Big Bottom,5,LE,NULL,213,117
Boistfort,6,LE,NULL,47,36
Cinebar,7,LE,NULL,165,97
Claquato,8,LE,NULL,181,88
Cowlitz,9,LE,NULL,330,129
Crego,10,LE,NULL,440,162
Curtis,11,LE,NULL,66,26
Drews Prairie,12,LE,NULL,104,42
Dryad,13,LE,NULL,57,32
Elk Crk,14,LE,NULL,66,27
Emery,15,LE,NULL,115,45
Emery North(*),16,LE,NULL,0,0
Ethel,17,LE,NULL,237,143
Evaline East,18,LE,NULL,65,48
Evaline West,19,LE,NULL,107,52
Fair,20,LE,NULL,0,0
Fords Prairie,21,LE,NULL,186,109
Forest,22,LE,NULL,210,74
Greenwood,23,LE,NULL,7,4
Harmony,24,LE,NULL,197,93
Independence,25,LE,NULL,46,20
Jackson,26,LE,NULL,242,98
Jackson North,27,LE,NULL,0,0
Kelly,28,LE,NULL,0,0
Klickitat,29,LE,NULL,109,66
Lincoln Creek,30,LE,NULL,158,68
Logan,31,LE,NULL,177,100
Mauermann,32,LE,NULL,48,23
Mellen(*),33,LE,NULL,0,0
Meskill,34,LE,NULL,34,12
Mineral,35,LE,NULL,100,63
Newaukum,36,LE,NULL,169,54
Onalaska,37,LE,NULL,319,211
Packwood,38,LE,NULL,43,32
Paradise,39,LE,NULL,34,16
Parcuvia,40,LE,NULL,142,64
Prescott,41,LE,NULL,376,194
Randle East,42,LE,NULL,197,80
Randle West,43,LE,NULL,143,73
Roswell,44,LE,NULL,5,4
Salkum,45,LE,NULL,158,64
Salmon Creek,46,LE,NULL,322,170
Salzer,47,LE,NULL,83,38
Sears,48,LE,NULL,151,55
Seminary Hill,49,LE,NULL,111,61
Silver Creek,50,LE,NULL,174,105
Skookumchuck,51,LE,NULL,198,90
Sommerville,52,LE,NULL,31,21
Stearns Creek,53,LE,NULL,73,38
Stillwater East,54,LE,NULL,52,31
Stillwater West,55,LE,NULL,90,65
Temple,56,LE,NULL,165,97
Union,57,LE,NULL,126,68
Urquhart,58,LE,NULL,111,46
Veness,59,LE,NULL,187,91
Verndale,60,LE,NULL,186,85
Whealdon,61,LE,NULL,137,56
Centralia #1,101,LE,NULL,77,55
Centralia #2,102,LE,NULL,203,113
Centralia #3,103,LE,NULL,102,30
Centralia #4,104,LE,NULL,153,48
Centralia #5,105,LE,NULL,96,45
Centralia #6,106,LE,NULL,176,94
Centralia #7,107,LE,NULL,82,34
Centralia #8,108,LE,NULL,122,47
Centralia #9,109,LE,NULL,191,115
Centralia #10,110,LE,NULL,93,25
Centralia #11,111,LE,NULL,215,89
Centralia #12,112,LE,NULL,287,83
Centralia #13,113,LE,NULL,282,83
Chehalis #1,201,LE,NULL,152,69
Chehalis #2,202,LE,NULL,106,50
Chehalis #3,203,LE,NULL,114,48
Chehalis #4,204,LE,NULL,109,59
Chehalis #5,205,LE,NULL,93,49
Chehalis #6,206,LE,NULL,206,58
Chehalis #7,207,LE,NULL,30,19
Chehalis #8,208,LE,NULL,135,62
Chehalis #9,209,LE,NULL,8,5
Morton,300,LE,NULL,148,82
Mossyrock,400,LE,NULL,82,35
Napavine #1,501,LE,NULL,246,126
Napavine #2,502,LE,NULL,0,0
Napavine #3(*),503,LE,NULL,0,0
Napavine #4,504,LE,NULL,0,0
Napavine #5,505,LE,NULL,0,0
Napavine #6,506,LE,NULL,0,0
Pe Ell,600,LE,NULL,91,60
Toledo,700,LE,NULL,101,40
Vader,800,LE,NULL,94,40
Winlock,900,LE,NULL,161,75
