Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,OK,NULL,6949,5374
ALMA,1,OK,NULL,30,18
ANGLIN,2,OK,NULL,40,34
BEEMAN,3,OK,NULL,42,39
BODIE,4,OK,NULL,19,6
BONAPARTE,5,OK,NULL,22,14
BOSTON,6,OK,NULL,45,43
BREWSTER RURAL,7,OK,NULL,34,21
CARLTON,8,OK,NULL,38,21
CHESAW,9,OK,NULL,42,8
CONCONULLY RURAL,10,OK,NULL,28,19
DUCK LAKE,11,OK,NULL,23,15
DULEY LAKE,12,OK,NULL,21,15
EASTLAKE,13,OK,NULL,17,12
EASTSIDE,14,OK,NULL,69,33
ELLISFORDE,15,OK,NULL,47,29
ELMERTON,16,OK,NULL,55,44
ELMWAY,17,OK,NULL,27,17
HAVILLAH,18,OK,NULL,45,44
LOOMIS,19,OK,NULL,35,38
MALOTT,20,OK,NULL,50,41
MAZAMA,21,OK,NULL,37,81
METHOW,22,OK,NULL,61,30
MISSION,23,OK,NULL,22,14
MOLSON,24,OK,NULL,52,30
MONSE #1,25,OK,NULL,42,33
NESPELEM RURAL,27,OK,NULL,19,9
NIGHTHAWK,28,OK,NULL,15,3
NORTH OMAK,29,OK,NULL,19,15
PATEROS RURAL,30,OK,NULL,37,23
PINE CREEK,31,OK,NULL,38,8
POGUE,32,OK,NULL,58,33
RIVERSIDE RURAL,33,OK,NULL,66,40
SAN POIL,34,OK,NULL,51,42
SOUTH OROVILLE,35,OK,NULL,55,15
SPRING COULEE,36,OK,NULL,50,22
TONASKET RURAL,37,OK,NULL,22,18
TUNK CREEK,38,OK,NULL,53,46
TWISP RURAL,39,OK,NULL,29,56
WOLF CREEK,40,OK,NULL,26,45
WAUCONDA,41,OK,NULL,39,31
WESTLAKE,42,OK,NULL,27,8
WHITESTONE,43,OK,NULL,27,15
WINTHROP RURAL,44,OK,NULL,45,71
CHILIWIST,45,OK,NULL,38,22
MONSE #3,46,OK,NULL,31,12
OKANOGAN RURAL,47,OK,NULL,28,17
AENEAS,48,OK,NULL,30,14
COLUMBIA,49,OK,NULL,12,15
CRUMBACHER,50,OK,NULL,54,21
DISAUTEL,51,OK,NULL,15,8
HUDSON,52,OK,NULL,11,21
KIPLING,53,OK,NULL,36,8
ORCHARD,54,OK,NULL,22,27
TORODA,55,OK,NULL,43,30
BEAVER CREEK,56,OK,NULL,19,29
BLACK CANYON,57,OK,NULL,29,26
BUFFALO LAKE,58,OK,NULL,10,14
COPPLE,59,OK,NULL,37,29
EDELWEISS,60,OK,NULL,25,77
ENGH,61,OK,NULL,39,37
FINLEY CANYON,62,OK,NULL,63,43
JANIS,63,OK,NULL,22,16
LEESE,64,OK,NULL,17,8
LIBBY CREEK,65,OK,NULL,52,54
MCGINNIS LAKE,66,OK,NULL,8,8
NORTH STAR,67,OK,NULL,15,11
OWHI,68,OK,NULL,21,16
PALMER LAKE,69,OK,NULL,34,23
PINE CONE,70,OK,NULL,20,21
POORMAN CREEK,71,OK,NULL,72,46
SAND FLAT,72,OK,NULL,35,45
SOURDOUGH,74,OK,NULL,46,32
TWIN LAKES,75,OK,NULL,50,61
VALLEY,76,OK,NULL,32,17
WANNACUT,77,OK,NULL,52,30
WEST CHEWUCH,78,OK,NULL,30,55
CANAL,79,OK,NULL,26,18
AIRPORT,81,OK,NULL,41,34
BALKY HILL,82,OK,NULL,30,36
BRIDGE CREEK,83,OK,NULL,17,53
CROSSROADS,84,OK,NULL,32,16
DAVIS LAKE,85,OK,NULL,38,58
GREENACRES,86,OK,NULL,30,11
JOHNSON CREEK,87,OK,NULL,31,31
LEWIS BUTTE,88,OK,NULL,32,69
LIME BELT,89,OK,NULL,24,10
MCCLURE MTN,90,OK,NULL,52,50
MOCCASIN LAKE,91,OK,NULL,43,58
NORTH MALOTT,92,OK,NULL,52,28
PATTERSON LAKE,93,OK,NULL,39,67
PEARRYGIN LAKE,94,OK,NULL,20,40
BOUNDARY,95,OK,NULL,37,22
BUCKHORN MTN,96,OK,NULL,41,14
EDER,97,OK,NULL,41,20
HORSESHOE LAKE,98,OK,NULL,35,14
LAKE ANDREWS,99,OK,NULL,34,15
MYERS CREEK,100,OK,NULL,14,11
COULEE DAM #1,101,OK,NULL,35,42
COULEE DAM #2,102,OK,NULL,34,28
COULEE DAM #3,103,OK,NULL,25,16
NESPELEM CITY,104,OK,NULL,19,12
OKANOGAN #1,105,OK,NULL,24,15
OKANOGAN #2,106,OK,NULL,29,26
OKANOGAN #3,107,OK,NULL,22,9
OKANOGAN #4,108,OK,NULL,31,23
OMAK #1,109,OK,NULL,21,13
OMAK #2,110,OK,NULL,27,27
OMAK #3,111,OK,NULL,10,14
OMAK #4,112,OK,NULL,28,16
OMAK #5,113,OK,NULL,24,33
OMAK #6,114,OK,NULL,26,27
OMAK #7,115,OK,NULL,13,34
OMAK #8,116,OK,NULL,17,10
OMAK #9,117,OK,NULL,41,37
OROVILLE #1,118,OK,NULL,37,10
OROVILLE #2,119,OK,NULL,16,14
OROVILLE #3,120,OK,NULL,18,13
TONASKET #1,121,OK,NULL,17,14
TONASKET #2,122,OK,NULL,31,16
TONASKET #3,123,OK,NULL,13,12
BREWSTER #1,124,OK,NULL,23,7
BREWSTER #2,125,OK,NULL,46,27
PATEROS #1,126,OK,NULL,32,12
PATEROS #2,127,OK,NULL,29,18
TWISP #1,128,OK,NULL,44,55
TWISP #2,129,OK,NULL,32,41
WINTHROP #1,130,OK,NULL,49,62
CONCONULLY CITY,131,OK,NULL,53,37
COULEE DAM #4,132,OK,NULL,24,22
ELMER CITY,133,OK,NULL,48,32
RIVERSIDE CITY,134,OK,NULL,46,28
TWISP #3,135,OK,NULL,38,48
TWISP #4,136,OK,NULL,17,17
WINTHROP #2,137,OK,NULL,24,49
SHORELINE,138,OK,NULL,18,18
SIMILKAMEEN,139,OK,NULL,22,11
TEAL LAKE,140,OK,NULL,32,12
TONASKET CREEK,141,OK,NULL,31,9
OROVILLE #4,142,OK,NULL,26,18
OROVILLE #5,143,OK,NULL,34,17
OROVILLE #6,144,OK,NULL,12,18
OROVILLE #7,145,OK,NULL,24,11
OROVILLE #8,146,OK,NULL,30,12
OROVILLE #9,147,OK,NULL,21,17
OROVILLE #10,148,OK,NULL,25,24
JENNINGS LOOP,149,OK,NULL,22,7
BLUE LAKE,150,OK,NULL,42,19
AENEAS CREEK,151,OK,NULL,41,18
AENEAS LAKE,152,OK,NULL,55,22
ANTOINE CREEK,153,OK,NULL,19,25
ANTOINE PEAK,154,OK,NULL,23,13
CAPE LABELLE,155,OK,NULL,29,12
CAYUSE MTN,156,OK,NULL,20,12
CHEWILIKEN,157,OK,NULL,19,11
DUFFYS MTN,158,OK,NULL,16,18
FRONTAGE,159,OK,NULL,11,11
GUSTY RIDGE,160,OK,NULL,34,13
LONGANECKER,161,OK,NULL,27,16
NORTH TONASKET,162,OK,NULL,59,29
