Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,CM,NULL,14886,13762
PORT ANGELES 101,101,CM,NULL,225,156
PORT ANGELES 102,102,CM,NULL,376,229
PORT ANGELES 103,103,CM,NULL,362,299
PORT ANGELES 104,104,CM,NULL,254,180
PORT ANGELES 105,105,CM,NULL,335,244
PORT ANGELES 106,106,CM,NULL,269,215
PORT ANGELES 107,107,CM,NULL,369,282
PORT ANGELES 108,108,CM,NULL,176,140
PORT ANGELES 109,109,CM,NULL,397,350
PORT ANGELES 110,110,CM,NULL,66,79
PORT ANGELES 111,111,CM,NULL,374,302
PORT ANGELES 112,112,CM,NULL,197,179
PORT ANGELES 113,113,CM,NULL,195,193
AGNEW 201,201,CM,NULL,219,217
BEAVER 204,204,CM,NULL,119,256
BELLEVIEW 205,205,CM,NULL,255,283
BELL HILL 207,207,CM,NULL,309,243
BLACK DIAMOND 208,208,CM,NULL,143,194
BLUE MOUNTAIN 209,209,CM,NULL,229,329
BLUFFS 210,210,CM,NULL,142,166
BLYN 211,211,CM,NULL,223,240
BOGACHIEL 212,212,CM,NULL,51,130
CARLSBORG 214,214,CM,NULL,198,202
CLALLAM BAY 215,215,CM,NULL,99,167
CLARK 216,216,CM,NULL,96,102
CLINE 217,217,CM,NULL,329,210
COYOTE 218,218,CM,NULL,348,239
DEER PARK 220,220,CM,NULL,251,326
DIAMOND POINT 221,221,CM,NULL,296,236
DUNGENESS EAST 222,222,CM,NULL,366,290
DUNGENESS WEST 223,223,CM,NULL,160,135
DRY CREEK 224,224,CM,NULL,208,240
EAGLE 226,226,CM,NULL,219,197
ELK 229,229,CM,NULL,73,60
ELWHA 230,230,CM,NULL,76,96
FAIRVIEW 232,232,CM,NULL,301,271
FRESHWATER BAY 233,233,CM,NULL,300,410
HAPPY VALLEY 237,237,CM,NULL,131,165
JAMESTOWN 240,240,CM,NULL,214,145
JOYCE 241,241,CM,NULL,231,401
LOST MOUNTAIN 245,245,CM,NULL,127,216
MILLER PENINSULA 246,246,CM,NULL,186,116
MACLEAY 247,247,CM,NULL,282,252
MADISON CREEK 248,248,CM,NULL,85,114
MONTERRA 249,249,CM,NULL,280,244
MOUNT ANGELES 250,250,CM,NULL,172,166
MOUNT PLEASANT 251,251,CM,NULL,230,245
NEAH BAY 252,252,CM,NULL,145,64
OBRIEN 253,253,CM,NULL,164,284
OLYMPIC 254,254,CM,NULL,205,187
PORT WILLIAMS 258,258,CM,NULL,167,147
PRAIRIE NORTH 259,259,CM,NULL,239,256
PRAIRIE SOUTH 260,260,CM,NULL,257,262
QUILEUTE 262,262,CM,NULL,90,86
RIVERSIDE 265,265,CM,NULL,293,215
ROBIN HILL 266,266,CM,NULL,209,209
SUN 269,269,CM,NULL,44,120
SUNLAND NORTH 270,270,CM,NULL,394,177
SUNLAND SOUTH 271,271,CM,NULL,214,144
FORKS 301,301,CM,NULL,104,167
FORKS 302,302,CM,NULL,139,270
SEQUIM 401,401,CM,NULL,175,112
SEQUIM 402,402,CM,NULL,185,97
SEQUIM 403,403,CM,NULL,336,195
SEQUIM 404,404,CM,NULL,423,296
SEQUIM 405,405,CM,NULL,263,175
SEQUIM 406,406,CM,NULL,297,148
