Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,CR,NULL,72045,51861
100,100,CR,NULL,525,166
102,102,CR,NULL,320,162
104,104,CR,NULL,447,195
106,106,CR,NULL,398,151
108,108,CR,NULL,428,167
110,110,CR,NULL,484,208
112,112,CR,NULL,37,22
113,113,CR,NULL,182,131
120,120,CR,NULL,543,180
130,130,CR,NULL,472,182
147,147,CR,NULL,314,185
150,150,CR,NULL,250,127
153,153,CR,NULL,220,199
160,160,CR,NULL,289,164
170,170,CR,NULL,328,163
175,175,CR,NULL,284,130
180,180,CR,NULL,322,150
190,190,CR,NULL,492,177
200,200,CR,NULL,452,168
220,220,CR,NULL,280,158
225,225,CR,NULL,573,239
240,240,CR,NULL,534,213
245,245,CR,NULL,442,215
250,250,CR,NULL,464,239
255,255,CR,NULL,386,192
257,257,CR,NULL,379,215
290,290,CR,NULL,393,197
294,294,CR,NULL,244,138
296,296,CR,NULL,293,119
298,298,CR,NULL,249,113
325,325,CR,NULL,297,154
327,327,CR,NULL,361,278
330,330,CR,NULL,359,239
335,335,CR,NULL,290,180
337,337,CR,NULL,334,212
338,338,CR,NULL,342,234
340,340,CR,NULL,366,226
350,350,CR,NULL,293,205
360,360,CR,NULL,381,241
370,370,CR,NULL,269,173
390,390,CR,NULL,434,258
395,395,CR,NULL,129,68
400,400,CR,NULL,212,127
410,410,CR,NULL,443,277
415,415,CR,NULL,307,136
420,420,CR,NULL,357,230
423,423,CR,NULL,283,161
424,424,CR,NULL,446,224
425,425,CR,NULL,274,171
426,426,CR,NULL,458,311
430,430,CR,NULL,246,179
432,432,CR,NULL,291,171
434,434,CR,NULL,279,171
435,435,CR,NULL,288,152
436,436,CR,NULL,225,114
440,440,CR,NULL,397,224
441,441,CR,NULL,335,268
444,444,CR,NULL,501,276
445,445,CR,NULL,461,309
446,446,CR,NULL,358,239
447,447,CR,NULL,489,286
448,448,CR,NULL,513,252
449,449,CR,NULL,531,272
450,450,CR,NULL,488,252
451,451,CR,NULL,385,209
452,452,CR,NULL,340,224
453,453,CR,NULL,349,211
455,455,CR,NULL,240,205
456,456,CR,NULL,498,325
460,460,CR,NULL,537,288
470,470,CR,NULL,535,262
480,480,CR,NULL,453,391
483,483,CR,NULL,524,325
485,485,CR,NULL,217,250
487,487,CR,NULL,141,158
490,490,CR,NULL,256,241
491,491,CR,NULL,25,26
500,500,CR,NULL,409,282
502,502,CR,NULL,315,244
503,503,CR,NULL,235,230
505,505,CR,NULL,353,381
510,510,CR,NULL,163,283
511,511,CR,NULL,18,17
515,515,CR,NULL,404,317
520,520,CR,NULL,169,190
521,521,CR,NULL,6,8
522,522,CR,NULL,103,137
523,523,CR,NULL,4,17
524,524,CR,NULL,42,38
525,525,CR,NULL,167,259
527,527,CR,NULL,187,357
528,528,CR,NULL,222,402
530,530,CR,NULL,84,202
535,535,CR,NULL,287,528
536,536,CR,NULL,136,243
537,537,CR,NULL,89,160
538,538,CR,NULL,118,204
540,540,CR,NULL,284,435
543,543,CR,NULL,316,318
545,545,CR,NULL,180,262
550,550,CR,NULL,405,356
553,553,CR,NULL,366,205
555,555,CR,NULL,360,364
560,560,CR,NULL,349,268
563,563,CR,NULL,357,295
565,565,CR,NULL,282,221
566,566,CR,NULL,209,195
570,570,CR,NULL,294,315
571,571,CR,NULL,319,250
572,572,CR,NULL,420,341
573,573,CR,NULL,380,371
574,574,CR,NULL,17,13
575,575,CR,NULL,81,102
576,576,CR,NULL,4,4
577,577,CR,NULL,354,457
578,578,CR,NULL,40,21
579,579,CR,NULL,14,9
580,580,CR,NULL,183,231
581,581,CR,NULL,129,170
582,582,CR,NULL,204,271
583,583,CR,NULL,225,269
584,584,CR,NULL,233,295
585,585,CR,NULL,347,371
586,586,CR,NULL,241,258
587,587,CR,NULL,216,278
588,588,CR,NULL,156,193
590,590,CR,NULL,365,447
591,591,CR,NULL,361,487
592,592,CR,NULL,359,432
593,593,CR,NULL,288,384
594,594,CR,NULL,10,12
595(*),595,CR,NULL,0,0
596(*),596,CR,NULL,0,0
597,597,CR,NULL,29,47
598,598,CR,NULL,9,10
600,600,CR,NULL,96,228
603,603,CR,NULL,99,305
605,605,CR,NULL,193,406
606,606,CR,NULL,35,87
610,610,CR,NULL,389,452
613,613,CR,NULL,125,173
615,615,CR,NULL,142,154
617,617,CR,NULL,276,331
618,618,CR,NULL,356,345
620,620,CR,NULL,318,386
624,624,CR,NULL,66,69
625,625,CR,NULL,264,381
626,626,CR,NULL,298,247
627,627,CR,NULL,309,260
628,628,CR,NULL,323,277
629,629,CR,NULL,286,242
630,630,CR,NULL,257,212
631,631,CR,NULL,484,185
632,632,CR,NULL,195,121
633,633,CR,NULL,295,223
634,634,CR,NULL,288,228
635,635,CR,NULL,245,191
636,636,CR,NULL,288,210
638,638,CR,NULL,267,240
639,639,CR,NULL,346,170
640,640,CR,NULL,310,255
641,641,CR,NULL,167,78
642,642,CR,NULL,163,108
643,643,CR,NULL,281,246
644,644,CR,NULL,451,203
645,645,CR,NULL,487,251
646,646,CR,NULL,183,101
647,647,CR,NULL,304,138
648,648,CR,NULL,340,153
649,649,CR,NULL,279,223
650,650,CR,NULL,385,178
651,651,CR,NULL,225,191
652,652,CR,NULL,321,206
653,653,CR,NULL,313,166
654,654,CR,NULL,220,189
655,655,CR,NULL,335,179
656,656,CR,NULL,178,139
658,658,CR,NULL,336,203
659,659,CR,NULL,324,268
660,660,CR,NULL,382,216
662,662,CR,NULL,347,273
663,663,CR,NULL,258,153
664,664,CR,NULL,365,239
667,667,CR,NULL,363,93
668,668,CR,NULL,507,145
669,669,CR,NULL,371,211
670,670,CR,NULL,390,246
672,672,CR,NULL,313,179
673,673,CR,NULL,464,208
674,674,CR,NULL,353,173
675,675,CR,NULL,267,158
677,677,CR,NULL,397,233
678,678,CR,NULL,291,174
679,679,CR,NULL,271,124
680,680,CR,NULL,348,159
681,681,CR,NULL,296,175
682,682,CR,NULL,327,190
683,683,CR,NULL,332,214
685,685,CR,NULL,93,67
686,686,CR,NULL,274,173
687,687,CR,NULL,273,251
688,688,CR,NULL,302,205
689,689,CR,NULL,352,254
690,690,CR,NULL,480,182
691,691,CR,NULL,320,252
692,692,CR,NULL,344,268
693,693,CR,NULL,204,139
694,694,CR,NULL,149,67
695,695,CR,NULL,418,220
696,696,CR,NULL,495,217
697,697,CR,NULL,475,276
698,698,CR,NULL,349,239
699,699,CR,NULL,321,224
700,700,CR,NULL,53,54
710,710,CR,NULL,187,76
720,720,CR,NULL,282,181
900,900,CR,NULL,300,274
903,903,CR,NULL,316,273
905,905,CR,NULL,393,245
910,910,CR,NULL,269,279
912,912,CR,NULL,297,204
913,913,CR,NULL,426,294
914,914,CR,NULL,360,240
917,917,CR,NULL,202,202
920,920,CR,NULL,257,265
925,925,CR,NULL,246,284
930,930,CR,NULL,325,313
935,935,CR,NULL,307,327
940,940,CR,NULL,246,329
947,947,CR,NULL,260,248
950,950,CR,NULL,339,208
951,951,CR,NULL,351,189
953,953,CR,NULL,175,85
957,957,CR,NULL,83,54
958,958,CR,NULL,62,41
959,959,CR,NULL,13,22
960,960,CR,NULL,472,254
961,961,CR,NULL,85,25
962,962,CR,NULL,288,188
963,963,CR,NULL,310,162
964,964,CR,NULL,417,225
965,965,CR,NULL,414,199
966,966,CR,NULL,258,153
967,967,CR,NULL,256,128
968,968,CR,NULL,361,156
969,969,CR,NULL,218,143
985,985,CR,NULL,302,194
