Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,TH,NULL,30975,43846
Cougar Mountain,28,TH,NULL,55,23
Clear Lake,30,TH,NULL,269,213
Lackamas,31,TH,NULL,57,57
Morris,32,TH,NULL,204,168
Evergreen Ballroom,33,TH,NULL,193,215
Trails End,34,TH,NULL,225,356
Kaiser,35,TH,NULL,35,120
Rich(*),36,TH,NULL,0,0
Delta(*),38,TH,NULL,0,0
Jones Beach,39,TH,NULL,70,117
Simmons 9,42,TH,NULL,3,3
University North,43,TH,NULL,69,69
Steamboat Island,44,TH,NULL,100,162
Rocky Prairie,45,TH,NULL,110,126
Lawrence Lake,46,TH,NULL,210,207
Woodard Creek,47,TH,NULL,111,178
Michigan Hill,48,TH,NULL,81,114
Scott Lake South,49,TH,NULL,119,131
Salmon Creek,50,TH,NULL,85,117
Spurgeon Creek,51,TH,NULL,74,81
James,52,TH,NULL,138,170
Vail,53,TH,NULL,214,167
Rochester 5,54,TH,NULL,166,167
Rochester 4,55,TH,NULL,109,155
Medicine Creek,57,TH,NULL,75,76
Skokomish,58,TH,NULL,135,127
Pleasant Hill,59,TH,NULL,149,191
Smith Prairie,60,TH,NULL,221,176
Black River,62,TH,NULL,205,277
Ames,63,TH,NULL,106,172
Airport,64,TH,NULL,15,12
Luhr Beach,65,TH,NULL,130,262
Fish Trap,66,TH,NULL,86,173
Quince,67,TH,NULL,2,2
Simmons 2(*),68,TH,NULL,0,0
Simmons 3,69,TH,NULL,5,8
Simmons 4,70,TH,NULL,5,13
Pines,74,TH,NULL,137,115
Long Lake,75,TH,NULL,28,55
Hawk Acres,76,TH,NULL,93,125
Zenkner Valley,77,TH,NULL,43,42
Tri Lakes,78,TH,NULL,93,89
University South,79,TH,NULL,79,93
Tolmie,80,TH,NULL,74,59
Military,81,TH,NULL,72,86
Glen Terra,82,TH,NULL,41,59
Prine,83,TH,NULL,33,32
Glenwood,84,TH,NULL,51,63
Greenridge,86,TH,NULL,88,119
Woodland,88,TH,NULL,87,217
Tilley,89,TH,NULL,161,196
Sweet Briar,90,TH,NULL,161,263
Deerbrush,91,TH,NULL,191,161
Mushroom Corner,92,TH,NULL,159,137
Trailblazer,93,TH,NULL,67,52
Frye Cove,94,TH,NULL,119,242
Oyster Bay,95,TH,NULL,111,244
Summit Lake,96,TH,NULL,107,182
Delridge,97,TH,NULL,29,62
Marvin,98,TH,NULL,151,209
Alpine,99,TH,NULL,191,361
Hewitt Lake,100,TH,NULL,111,284
Zangle,101,TH,NULL,95,215
Boston Harbor,102,TH,NULL,113,247
Gull Harbor,103,TH,NULL,79,125
Friendly Grove,104,TH,NULL,80,111
South Bay,105,TH,NULL,161,220
Puget,106,TH,NULL,161,252
Bigelow,107,TH,NULL,94,189
Pleasant Glade,109,TH,NULL,80,113
Montgomery,110,TH,NULL,85,77
Nisqually,111,TH,NULL,136,127
Roosevelt,112,TH,NULL,175,225
Kinwood,113,TH,NULL,122,144
Mckinley,114,TH,NULL,54,62
Forest,115,TH,NULL,197,244
St Clair,116,TH,NULL,141,197
Hicks,117,TH,NULL,23,30
Fleetwood,118,TH,NULL,203,218
Lydia Hawk,119,TH,NULL,245,248
Hays,120,TH,NULL,96,143
Indian Summer,121,TH,NULL,124,251
Chambers,122,TH,NULL,214,281
Freedom,123,TH,NULL,167,201
Fristoe,124,TH,NULL,141,93
Deschutes,125,TH,NULL,224,170
Longmire,126,TH,NULL,118,93
Ruth Prairie,127,TH,NULL,81,62
Weir Prairie,128,TH,NULL,188,143
College,129,TH,NULL,23,31
Bald Hills,130,TH,NULL,48,51
Hunter Point,131,TH,NULL,80,130
Griffin,132,TH,NULL,107,198
Schneiders Prairie,133,TH,NULL,90,178
Cooper Point,134,TH,NULL,97,232
Butler Cove,135,TH,NULL,83,193
Broadway,136,TH,NULL,147,268
Plainview,139,TH,NULL,153,343
Mud Bay,140,TH,NULL,108,200
Mclane,141,TH,NULL,113,139
Bush Prairie,143,TH,NULL,35,46
Black Lake,144,TH,NULL,195,243
Delphi,145,TH,NULL,94,199
South Union,146,TH,NULL,192,251
Plumb,147,TH,NULL,158,200
Scatter Creek,148,TH,NULL,111,116
Mcintosh,149,TH,NULL,257,330
Violet Prairie,150,TH,NULL,213,194
Littlerock,151,TH,NULL,238,299
Rochester 1,153,TH,NULL,217,182
Rochester 2,154,TH,NULL,164,137
Scott Lake North,155,TH,NULL,71,78
Grand Mound,156,TH,NULL,86,74
Gibson Valley,157,TH,NULL,34,29
Skookumchuck,158,TH,NULL,170,154
Johnson Point,160,TH,NULL,138,281
Wards,161,TH,NULL,51,85
Thompson,162,TH,NULL,83,96
Smith Lake,163,TH,NULL,131,187
Evergreen Shores,164,TH,NULL,125,146
Sunwood Lakes,165,TH,NULL,213,300
Eaton Creek,166,TH,NULL,97,113
Hawks Ridge,167,TH,NULL,56,68
Holmes,168,TH,NULL,107,186
Mcallister Creek,169,TH,NULL,145,117
Rochester 3,170,TH,NULL,192,132
Waddell Creek,171,TH,NULL,122,150
Tykle Cove,172,TH,NULL,89,235
Camelot,173,TH,NULL,80,145
French,174,TH,NULL,102,242
Sunset Beach,175,TH,NULL,98,264
Henderson,176,TH,NULL,164,260
Pattison,178,TH,NULL,140,187
Four Corners,179,TH,NULL,273,226
Stedman,180,TH,NULL,123,127
Munn Lake,182,TH,NULL,85,119
Beach Crest,183,TH,NULL,108,143
Scheller,184,TH,NULL,63,88
Fair Oaks,185,TH,NULL,106,123
Wilderness,186,TH,NULL,142,273
Mullen,187,TH,NULL,158,215
Sleater Kinney,189,TH,NULL,136,147
Lakeside,190,TH,NULL,67,93
Gallagher Cove,191,TH,NULL,185,308
East Olympia,192,TH,NULL,119,173
Berry Valley,193,TH,NULL,149,130
Hartwood,194,TH,NULL,209,365
Libby,195,TH,NULL,103,178
Meadows,196,TH,NULL,137,136
Summerset,197,TH,NULL,198,328
Henness,198,TH,NULL,287,270
Beaver Creek,199,TH,NULL,275,315
Olympia 01,201,TH,NULL,83,177
Olympia 02,202,TH,NULL,117,156
Olympia 03,203,TH,NULL,69,211
Olympia 04,204,TH,NULL,102,151
Olympia 05,205,TH,NULL,95,162
Olympia 06,206,TH,NULL,183,287
Olympia 07,207,TH,NULL,67,100
Olympia 08,208,TH,NULL,76,215
Olympia 09,209,TH,NULL,156,351
Olympia 10,210,TH,NULL,67,238
Olympia 11,211,TH,NULL,58,189
Olympia 12,212,TH,NULL,78,77
Olympia 13,213,TH,NULL,83,208
Olympia 14,214,TH,NULL,88,165
Olympia 15,215,TH,NULL,66,168
Olympia 16,216,TH,NULL,20,27
Olympia 17,217,TH,NULL,79,118
Olympia 18,218,TH,NULL,77,207
Olympia 19,219,TH,NULL,105,145
Olympia 20,220,TH,NULL,54,102
Olympia 21,221,TH,NULL,91,305
Olympia 23,223,TH,NULL,119,233
Olympia 24,224,TH,NULL,78,183
Olympia 25,225,TH,NULL,59,165
Olympia 26,226,TH,NULL,80,189
Olympia 27,227,TH,NULL,59,77
Olympia 28,228,TH,NULL,94,214
Olympia 29,229,TH,NULL,126,213
Olympia 30,230,TH,NULL,77,173
Olympia 31,231,TH,NULL,86,176
Olympia 32,232,TH,NULL,124,237
Olympia 35,235,TH,NULL,130,383
Olympia 36,236,TH,NULL,34,78
Olympia 37,237,TH,NULL,63,139
Olympia 38,238,TH,NULL,33,41
Olympia 39,239,TH,NULL,82,210
Olympia 40,240,TH,NULL,54,185
Olympia 41,241,TH,NULL,66,235
Olympia 42,242,TH,NULL,51,150
Olympia 43,243,TH,NULL,82,254
Olympia 44,244,TH,NULL,52,88
Olympia 45,245,TH,NULL,96,81
Olympia 46,246,TH,NULL,131,152
Olympia 47,247,TH,NULL,117,224
Olympia 48,248,TH,NULL,159,220
Olympia 49,249,TH,NULL,88,213
Olympia 50,250,TH,NULL,73,145
Olympia 51,251,TH,NULL,23,48
Olympia 52,252,TH,NULL,49,104
Olympia 53,253,TH,NULL,117,135
Olympia 54,254,TH,NULL,51,127
Olympia 55,255,TH,NULL,66,93
Olympia 56,256,TH,NULL,116,149
Olympia 57,257,TH,NULL,42,116
Olympia 58,258,TH,NULL,131,143
Olympia 59,259,TH,NULL,75,178
Olympia 60,260,TH,NULL,86,92
Lacey 01,301,TH,NULL,47,75
