Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,FR,NULL,3277,9303
Pct 001,1,FR,NULL,74,130
Pct 002,2,FR,NULL,41,65
Pct 003,3,FR,NULL,23,28
Pct 004,4,FR,NULL,24,50
Pct 005,5,FR,NULL,10,57
Pct 006,6,FR,NULL,24,79
Pct 007,7,FR,NULL,45,51
Pct 008,8,FR,NULL,37,153
Pct 009,9,FR,NULL,24,46
Pct 010,10,FR,NULL,30,88
Pct 011,11,FR,NULL,24,71
Pct 012,12,FR,NULL,21,55
Pct 013,13,FR,NULL,22,44
Pct 014,14,FR,NULL,20,67
Pct 015,15,FR,NULL,26,79
Pct 016,16,FR,NULL,2,16
Pct 017,17,FR,NULL,37,85
Pct 018,18,FR,NULL,9,41
Pct 019,19,FR,NULL,50,121
Pct 020,20,FR,NULL,18,48
Pct 021,21,FR,NULL,9,31
Pct 022,22,FR,NULL,48,116
Pct 023,23,FR,NULL,77,207
Pct 024,24,FR,NULL,41,96
Pct 025,25,FR,NULL,12,47
Pct 026,26,FR,NULL,30,78
Pct 027,27,FR,NULL,20,50
Pct 028,28,FR,NULL,18,53
Pct 029,29,FR,NULL,20,63
Pct 030,30,FR,NULL,8,49
Pct 031,31,FR,NULL,12,60
Pct 032,32,FR,NULL,97,267
Pct 033,33,FR,NULL,37,103
Pct 034,34,FR,NULL,56,170
Pct 035,35,FR,NULL,16,84
Pct 036,36,FR,NULL,90,175
Pct 037,37,FR,NULL,69,181
Pct 038,38,FR,NULL,46,130
Pct 039,39,FR,NULL,53,144
Pct 040,40,FR,NULL,57,121
Pct 041,41,FR,NULL,27,87
Pct 042,42,FR,NULL,48,96
Pct 043,43,FR,NULL,37,118
Pct 044,44,FR,NULL,46,130
Pct 045,45,FR,NULL,55,179
Pct 046,46,FR,NULL,91,170
Pct 047,47,FR,NULL,6,23
Pct 048,48,FR,NULL,52,160
Pct 049,49,FR,NULL,53,180
Pct 050,50,FR,NULL,65,154
Pct 051,51,FR,NULL,39,162
Pct 052,52,FR,NULL,13,43
Pct 053,53,FR,NULL,47,110
Pct 054,54,FR,NULL,28,57
Pct 055,55,FR,NULL,77,224
Pct 056,56,FR,NULL,36,116
Pct 057,57,FR,NULL,37,124
Pct 058,58,FR,NULL,4,19
Pct 059,59,FR,NULL,64,219
Pct 060,60,FR,NULL,13,80
Pct 061,61,FR,NULL,58,190
Pct 062,62,FR,NULL,92,239
Pct 063,63,FR,NULL,49,121
Pct 064,64,FR,NULL,40,133
Pct 065,65,FR,NULL,19,81
Pct 066,66,FR,NULL,59,181
Pct 067(*),67,FR,NULL,0,0
Pct 068(*),68,FR,NULL,0,0
Pct 069,69,FR,NULL,5,28
Pct 070,70,FR,NULL,13,50
Pct 071,71,FR,NULL,36,112
Pct 072,72,FR,NULL,32,85
Pct 073,73,FR,NULL,50,192
Pct 074,74,FR,NULL,49,159
Pct 075,75,FR,NULL,16,20
Pct 076,76,FR,NULL,23,55
Pct 077,77,FR,NULL,14,40
Pct 078,78,FR,NULL,19,49
Pct 079,79,FR,NULL,35,83
Pct 080,80,FR,NULL,62,192
Pct 081,81,FR,NULL,12,51
Pct 082,82,FR,NULL,23,71
Pct 083,83,FR,NULL,15,71
Pct 084,84,FR,NULL,11,31
Pct 085,85,FR,NULL,16,33
Pct 086,86,FR,NULL,11,63
Pct 087,87,FR,NULL,17,46
Pct 088,88,FR,NULL,15,18
Pct 089,89,FR,NULL,23,81
Pct 090,90,FR,NULL,33,104
Pct 091,91,FR,NULL,4,7
Pct 092,92,FR,NULL,28,93
Pct 093,93,FR,NULL,47,90
Pct 094,94,FR,NULL,0,0
Pct 095,95,FR,NULL,17,41
Pct 096,96,FR,NULL,13,54
Pct 097,97,FR,NULL,5,40
Pct 098,98,FR,NULL,11,16
Pct 099,99,FR,NULL,9,24
Pct 100,100,FR,NULL,23,59
Pct 101,101,FR,NULL,13,83
