Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,SJ,NULL,2013,1999
San Juan South East,11,SJ,NULL,176,194
San Juan South West,12,SJ,NULL,294,257
San Juan Central,13,SJ,NULL,277,282
San Juan West,14,SJ,NULL,287,255
San Juan North,15,SJ,NULL,203,259
San Juan East,16,SJ,NULL,201,221
Turn Point,17,SJ,NULL,118,133
Friday Harbor North,101,SJ,NULL,277,223
Friday Harbor South,102,SJ,NULL,180,175
