Row Label,PrecinctCode,County,Registered Voters,Susan Fagan
Total,-1,SP,NULL,2675
PCT 9000,9000,SP,NULL,407
PCT 9001,9001,SP,NULL,284
PCT 9002,9002,SP,NULL,294
PCT 9003,9003,SP,NULL,198
PCT 9004,9004,SP,NULL,358
PCT 9005,9005,SP,NULL,141
PCT 9006,9006,SP,NULL,427
PCT 9007,9007,SP,NULL,105
PCT 9008,9008,SP,NULL,63
PCT 9300,9300,SP,NULL,74
PCT 9400,9400,SP,NULL,28
PCT 9500,9500,SP,NULL,125
PCT 9600,9600,SP,NULL,47
PCT 9700,9700,SP,NULL,124
