Row Label,PrecinctCode,County,Registered Voters,Eddie Yoon,Charles W. Johnson
Total,-1,YA,NULL,9337,31287
0001,1,YA,NULL,0,0
0101,101,YA,NULL,49,99
0103,103,YA,NULL,41,105
0104,104,YA,NULL,49,144
0110,110,YA,NULL,66,134
0111,111,YA,NULL,39,164
0113,113,YA,NULL,40,114
0116,116,YA,NULL,85,285
0118,118,YA,NULL,32,101
0120,120,YA,NULL,59,131
0124,124,YA,NULL,21,68
0126,126,YA,NULL,43,88
0127,127,YA,NULL,79,173
0129,129,YA,NULL,46,128
0130,130,YA,NULL,53,153
0131,131,YA,NULL,76,166
0132,132,YA,NULL,57,196
0133,133,YA,NULL,106,401
0134,134,YA,NULL,142,508
0138,138,YA,NULL,141,363
0139,139,YA,NULL,82,351
0140,140,YA,NULL,38,173
0142,142,YA,NULL,88,318
0150,150,YA,NULL,53,139
0153,153,YA,NULL,69,233
0154,154,YA,NULL,66,259
0155,155,YA,NULL,70,286
0156,156,YA,NULL,44,138
0158,158,YA,NULL,45,124
0162,162,YA,NULL,41,174
0163,163,YA,NULL,69,350
0167,167,YA,NULL,79,349
0168,168,YA,NULL,94,333
0169,169,YA,NULL,89,376
0170,170,YA,NULL,60,216
0173,173,YA,NULL,59,197
0175,175,YA,NULL,50,144
0177,177,YA,NULL,100,353
0179,179,YA,NULL,81,339
0180,180,YA,NULL,33,200
0181,181,YA,NULL,95,341
0182,182,YA,NULL,135,467
0183,183,YA,NULL,73,260
0184,184,YA,NULL,70,236
0185,185,YA,NULL,77,325
0186,186,YA,NULL,86,393
0187,187,YA,NULL,61,291
0188,188,YA,NULL,89,359
0189,189,YA,NULL,53,211
0190,190,YA,NULL,51,164
0301,301,YA,NULL,9,53
0302,302,YA,NULL,72,132
0303,303,YA,NULL,71,145
0304,304,YA,NULL,27,81
0305,305,YA,NULL,3,12
0306,306,YA,NULL,70,227
0307,307,YA,NULL,8,11
0308,308,YA,NULL,0,0
0501,501,YA,NULL,57,159
0701,701,YA,NULL,17,63
0901,901,YA,NULL,50,77
1101,1101,YA,NULL,70,190
1103,1103,YA,NULL,78,179
1301,1301,YA,NULL,38,140
1501,1501,YA,NULL,65,181
1502,1502,YA,NULL,108,268
1503,1503,YA,NULL,80,264
1504,1504,YA,NULL,85,317
1701,1701,YA,NULL,81,140
1702,1702,YA,NULL,5,20
1703,1703,YA,NULL,62,142
1704,1704,YA,NULL,0,0
1705,1705,YA,NULL,79,278
1706,1706,YA,NULL,75,189
1708,1708,YA,NULL,59,156
1901,1901,YA,NULL,33,84
2101,2101,YA,NULL,127,219
2103,2103,YA,NULL,97,170
2301,2301,YA,NULL,55,158
2303,2303,YA,NULL,56,161
2306,2306,YA,NULL,65,260
2501,2501,YA,NULL,115,158
2701,2701,YA,NULL,155,470
3002(*),3002,YA,NULL,0,0
3004(*),3004,YA,NULL,0,0
3101,3101,YA,NULL,87,406
3102,3102,YA,NULL,79,195
3103,3103,YA,NULL,47,127
3104,3104,YA,NULL,60,213
3105,3105,YA,NULL,5,29
3106,3106,YA,NULL,76,230
3203,3203,YA,NULL,77,338
3204,3204,YA,NULL,15,30
3205,3205,YA,NULL,91,365
3206,3206,YA,NULL,94,314
3208,3208,YA,NULL,16,26
3301,3301,YA,NULL,41,220
3303,3303,YA,NULL,33,108
3304,3304,YA,NULL,67,290
3305,3305,YA,NULL,59,228
3306,3306,YA,NULL,27,145
3308,3308,YA,NULL,82,253
3309,3309,YA,NULL,78,142
3310,3310,YA,NULL,72,173
3311,3311,YA,NULL,111,509
3313,3313,YA,NULL,20,105
3401,3401,YA,NULL,39,81
3504,3504,YA,NULL,3,11
3601,3601,YA,NULL,7,26
3602,3602,YA,NULL,95,425
3605,3605,YA,NULL,120,447
3701,3701,YA,NULL,63,177
3901,3901,YA,NULL,96,301
3902,3902,YA,NULL,38,115
3903,3903,YA,NULL,121,514
3904,3904,YA,NULL,24,87
3905,3905,YA,NULL,25,77
4001,4001,YA,NULL,33,77
4002,4002,YA,NULL,28,86
4003,4003,YA,NULL,84,351
4005,4005,YA,NULL,44,173
4101,4101,YA,NULL,30,111
4102,4102,YA,NULL,74,247
4104,4104,YA,NULL,49,180
4105,4105,YA,NULL,43,123
4106,4106,YA,NULL,81,194
4108,4108,YA,NULL,48,183
4109,4109,YA,NULL,95,347
4111,4111,YA,NULL,74,319
4112,4112,YA,NULL,103,382
4114,4114,YA,NULL,24,94
4115,4115,YA,NULL,50,131
4303,4303,YA,NULL,16,107
4401,4401,YA,NULL,52,135
4402,4402,YA,NULL,36,171
4501,4501,YA,NULL,23,66
4503,4503,YA,NULL,9,29
4504,4504,YA,NULL,54,212
4601,4601,YA,NULL,49,117
4602,4602,YA,NULL,27,134
4603,4603,YA,NULL,106,280
4604,4604,YA,NULL,23,137
4605(*),4605,YA,NULL,0,0
4606,4606,YA,NULL,56,283
4608,4608,YA,NULL,27,90
4609,4609,YA,NULL,26,126
4615,4615,YA,NULL,71,193
4616,4616,YA,NULL,26,97
4618,4618,YA,NULL,48,171
4623,4623,YA,NULL,6,27
4624,4624,YA,NULL,35,128
4625,4625,YA,NULL,2,9
4626,4626,YA,NULL,2,13
4627,4627,YA,NULL,25,88
4628,4628,YA,NULL,25,82
4801,4801,YA,NULL,100,449
4802,4802,YA,NULL,99,419
5001,5001,YA,NULL,18,56
5003,5003,YA,NULL,44,261
5010,5010,YA,NULL,16,79
5012,5012,YA,NULL,90,164
5014,5014,YA,NULL,52,262
5016,5016,YA,NULL,41,100
5020,5020,YA,NULL,49,166
5101,5101,YA,NULL,41,122
5202,5202,YA,NULL,0,0
