Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,SP,NULL,72519,68238
PCT 3000(*),3000,SP,NULL,0,0
PCT 3100(*),3100,SP,NULL,0,0
PCT 3101,3101,SP,NULL,195,110
PCT 3102,3102,SP,NULL,136,97
PCT 3103,3103,SP,NULL,148,116
PCT 3104,3104,SP,NULL,207,181
PCT 3105,3105,SP,NULL,189,134
PCT 3106,3106,SP,NULL,191,141
PCT 3107,3107,SP,NULL,201,161
PCT 3108,3108,SP,NULL,153,115
PCT 3109,3109,SP,NULL,185,141
PCT 3110,3110,SP,NULL,163,114
PCT 3111,3111,SP,NULL,171,108
PCT 3112,3112,SP,NULL,14,7
PCT 3113,3113,SP,NULL,223,169
PCT 3114,3114,SP,NULL,233,164
PCT 3115,3115,SP,NULL,198,175
PCT 3116,3116,SP,NULL,230,184
PCT 3117,3117,SP,NULL,156,120
PCT 3118,3118,SP,NULL,154,116
PCT 3119,3119,SP,NULL,171,152
PCT 3120,3120,SP,NULL,201,159
PCT 3121,3121,SP,NULL,222,131
PCT 3122,3122,SP,NULL,212,219
PCT 3123,3123,SP,NULL,190,140
PCT 3124,3124,SP,NULL,211,157
PCT 3125,3125,SP,NULL,217,126
PCT 3126,3126,SP,NULL,53,27
PCT 3127,3127,SP,NULL,167,166
PCT 3128,3128,SP,NULL,186,167
PCT 3200,3200,SP,NULL,136,188
PCT 3201,3201,SP,NULL,221,238
PCT 3202,3202,SP,NULL,151,119
PCT 3203,3203,SP,NULL,197,196
PCT 3204,3204,SP,NULL,132,188
PCT 3205,3205,SP,NULL,172,186
PCT 3206,3206,SP,NULL,159,159
PCT 3207,3207,SP,NULL,114,106
PCT 3208,3208,SP,NULL,228,181
PCT 3209,3209,SP,NULL,260,241
PCT 3210,3210,SP,NULL,162,232
PCT 3211,3211,SP,NULL,159,236
PCT 3212,3212,SP,NULL,99,255
PCT 3213,3213,SP,NULL,193,298
PCT 3214,3214,SP,NULL,147,279
PCT 3215,3215,SP,NULL,101,167
PCT 3216,3216,SP,NULL,256,308
PCT 3217,3217,SP,NULL,286,271
PCT 3218,3218,SP,NULL,184,362
PCT 3219,3219,SP,NULL,132,285
PCT 3220,3220,SP,NULL,205,311
PCT 3221,3221,SP,NULL,253,266
PCT 3222,3222,SP,NULL,86,138
PCT 3223,3223,SP,NULL,125,168
PCT 3300,3300,SP,NULL,190,233
PCT 3301,3301,SP,NULL,289,306
PCT 3302,3302,SP,NULL,239,211
PCT 3303,3303,SP,NULL,241,179
PCT 3304,3304,SP,NULL,235,206
PCT 3305,3305,SP,NULL,196,170
PCT 3306,3306,SP,NULL,227,202
PCT 3307,3307,SP,NULL,161,158
PCT 3308,3308,SP,NULL,230,208
PCT 3309,3309,SP,NULL,235,182
PCT 3310,3310,SP,NULL,258,201
PCT 3311,3311,SP,NULL,160,119
PCT 3312,3312,SP,NULL,291,235
PCT 3313,3313,SP,NULL,311,281
PCT 3314,3314,SP,NULL,178,199
PCT 3315,3315,SP,NULL,264,211
PCT 3316,3316,SP,NULL,263,257
PCT 3317,3317,SP,NULL,309,293
PCT 3318,3318,SP,NULL,225,191
PCT 3319,3319,SP,NULL,191,181
PCT 3320,3320,SP,NULL,138,190
PCT 3321,3321,SP,NULL,233,235
PCT 3322,3322,SP,NULL,198,160
PCT 3323,3323,SP,NULL,224,209
PCT 3324,3324,SP,NULL,199,214
PCT 3325,3325,SP,NULL,241,253
PCT 3326,3326,SP,NULL,91,91
PCT 3327,3327,SP,NULL,169,143
PCT 3328,3328,SP,NULL,213,221
PCT 3329,3329,SP,NULL,179,175
PCT 4001,4001,SP,NULL,193,156
PCT 4002,4002,SP,NULL,254,214
PCT 4003,4003,SP,NULL,359,328
PCT 4004,4004,SP,NULL,294,256
PCT 4005,4005,SP,NULL,209,203
PCT 4006,4006,SP,NULL,290,318
PCT 4007,4007,SP,NULL,203,155
PCT 4008,4008,SP,NULL,145,190
PCT 4009,4009,SP,NULL,256,217
PCT 4010,4010,SP,NULL,225,211
PCT 4011,4011,SP,NULL,360,301
PCT 4012,4012,SP,NULL,377,350
PCT 4013,4013,SP,NULL,227,194
PCT 4014,4014,SP,NULL,168,146
PCT 4015,4015,SP,NULL,151,187
PCT 4016,4016,SP,NULL,218,265
PCT 4017,4017,SP,NULL,322,256
PCT 4018,4018,SP,NULL,200,139
PCT 4019,4019,SP,NULL,228,131
PCT 4020,4020,SP,NULL,284,246
PCT 4021,4021,SP,NULL,304,210
PCT 4022,4022,SP,NULL,252,173
PCT 4023,4023,SP,NULL,96,78
PCT 4024,4024,SP,NULL,152,196
PCT 4025,4025,SP,NULL,202,226
PCT 4026,4026,SP,NULL,183,213
PCT 4027,4027,SP,NULL,197,234
PCT 4028,4028,SP,NULL,283,348
PCT 4029,4029,SP,NULL,221,234
PCT 4030,4030,SP,NULL,171,159
PCT 4031,4031,SP,NULL,177,221
PCT 4032,4032,SP,NULL,163,142
PCT 4033,4033,SP,NULL,191,188
PCT 4034,4034,SP,NULL,195,168
PCT 4035,4035,SP,NULL,141,179
PCT 4200,4200,SP,NULL,192,154
PCT 4201,4201,SP,NULL,126,88
PCT 4300,4300,SP,NULL,193,187
PCT 4301,4301,SP,NULL,111,126
PCT 4302,4302,SP,NULL,231,238
PCT 4303,4303,SP,NULL,220,233
PCT 4304,4304,SP,NULL,162,162
PCT 4305,4305,SP,NULL,143,158
PCT 4306,4306,SP,NULL,255,236
PCT 4307,4307,SP,NULL,53,46
PCT 4400,4400,SP,NULL,236,218
PCT 4401,4401,SP,NULL,268,249
PCT 4402,4402,SP,NULL,263,168
PCT 4403,4403,SP,NULL,319,182
PCT 4404,4404,SP,NULL,300,207
PCT 4405,4405,SP,NULL,320,204
PCT 4406,4406,SP,NULL,258,182
PCT 4407,4407,SP,NULL,279,218
PCT 4408,4408,SP,NULL,291,317
PCT 4409,4409,SP,NULL,367,324
PCT 4410,4410,SP,NULL,254,270
PCT 4411,4411,SP,NULL,273,232
PCT 4412,4412,SP,NULL,205,154
PCT 4413,4413,SP,NULL,259,200
PCT 4414,4414,SP,NULL,325,228
PCT 4415,4415,SP,NULL,220,186
PCT 4416,4416,SP,NULL,275,180
PCT 4417,4417,SP,NULL,193,110
PCT 4418,4418,SP,NULL,235,222
PCT 4419,4419,SP,NULL,304,192
PCT 4420,4420,SP,NULL,115,96
PCT 4421,4421,SP,NULL,205,163
PCT 4422,4422,SP,NULL,263,208
PCT 4423,4423,SP,NULL,357,250
PCT 4424,4424,SP,NULL,249,205
PCT 4425,4425,SP,NULL,202,162
PCT 4426,4426,SP,NULL,141,123
PCT 4427,4427,SP,NULL,301,267
PCT 4428,4428,SP,NULL,176,166
PCT 4429,4429,SP,NULL,301,234
PCT 4430,4430,SP,NULL,312,206
PCT 4431,4431,SP,NULL,209,186
PCT 4432,4432,SP,NULL,260,231
PCT 4433,4433,SP,NULL,174,158
PCT 4434,4434,SP,NULL,337,353
PCT 4435,4435,SP,NULL,285,229
PCT 4436,4436,SP,NULL,345,330
PCT 4437,4437,SP,NULL,328,212
PCT 4438,4438,SP,NULL,341,300
PCT 4439,4439,SP,NULL,282,208
PCT 4440,4440,SP,NULL,313,215
PCT 4441,4441,SP,NULL,212,137
PCT 4442,4442,SP,NULL,160,167
PCT 4443,4443,SP,NULL,132,141
PCT 4444,4444,SP,NULL,296,227
PCT 4445,4445,SP,NULL,220,193
PCT 4446,4446,SP,NULL,145,128
PCT 4447,4447,SP,NULL,140,90
PCT 4448,4448,SP,NULL,223,146
PCT 4449,4449,SP,NULL,133,141
PCT 4450,4450,SP,NULL,136,103
PCT 4451,4451,SP,NULL,216,153
PCT 4452,4452,SP,NULL,203,170
PCT 4453,4453,SP,NULL,279,184
PCT 4454,4454,SP,NULL,206,131
PCT 4455,4455,SP,NULL,227,129
PCT 6000,6000,SP,NULL,191,148
PCT 6001,6001,SP,NULL,203,227
PCT 6002,6002,SP,NULL,64,58
PCT 6003,6003,SP,NULL,235,287
PCT 6004,6004,SP,NULL,158,163
PCT 6005,6005,SP,NULL,229,192
PCT 6006,6006,SP,NULL,240,196
PCT 6007,6007,SP,NULL,224,193
PCT 6008,6008,SP,NULL,180,174
PCT 6009,6009,SP,NULL,216,148
PCT 6010,6010,SP,NULL,32,29
PCT 6011,6011,SP,NULL,203,176
PCT 6012,6012,SP,NULL,159,126
PCT 6013,6013,SP,NULL,167,182
PCT 6014,6014,SP,NULL,119,132
PCT 6015,6015,SP,NULL,145,135
PCT 6016,6016,SP,NULL,167,133
PCT 6017,6017,SP,NULL,327,418
PCT 6018,6018,SP,NULL,233,386
PCT 6019,6019,SP,NULL,284,338
PCT 6020,6020,SP,NULL,298,385
PCT 6021,6021,SP,NULL,197,229
PCT 6022,6022,SP,NULL,199,263
PCT 6023,6023,SP,NULL,113,155
PCT 6024,6024,SP,NULL,100,181
PCT 6025,6025,SP,NULL,195,156
PCT 6026,6026,SP,NULL,379,285
PCT 6027,6027,SP,NULL,223,220
PCT 6028,6028,SP,NULL,194,182
PCT 6029,6029,SP,NULL,222,226
PCT 6030,6030,SP,NULL,313,340
PCT 6031,6031,SP,NULL,172,171
PCT 6032,6032,SP,NULL,130,146
PCT 6033,6033,SP,NULL,306,366
PCT 6034,6034,SP,NULL,276,243
PCT 6035,6035,SP,NULL,147,139
PCT 6036,6036,SP,NULL,153,139
PCT 6037,6037,SP,NULL,120,139
PCT 6100,6100,SP,NULL,153,117
PCT 6101,6101,SP,NULL,214,185
PCT 6102,6102,SP,NULL,211,180
PCT 6103,6103,SP,NULL,100,60
PCT 6104,6104,SP,NULL,178,116
PCT 6105,6105,SP,NULL,207,129
PCT 6106,6106,SP,NULL,287,218
PCT 6107,6107,SP,NULL,139,168
PCT 6108,6108,SP,NULL,160,144
PCT 6109,6109,SP,NULL,132,111
PCT 6200,6200,SP,NULL,277,302
PCT 6201,6201,SP,NULL,194,221
PCT 6202,6202,SP,NULL,275,192
PCT 6203,6203,SP,NULL,205,371
PCT 6204,6204,SP,NULL,248,410
PCT 6205,6205,SP,NULL,190,368
PCT 6206,6206,SP,NULL,224,358
PCT 6207,6207,SP,NULL,195,366
PCT 6208,6208,SP,NULL,228,313
PCT 6209,6209,SP,NULL,209,247
PCT 6210,6210,SP,NULL,246,295
PCT 6211,6211,SP,NULL,198,176
PCT 6212,6212,SP,NULL,158,136
PCT 6213,6213,SP,NULL,284,267
PCT 6214,6214,SP,NULL,173,261
PCT 6215,6215,SP,NULL,265,277
PCT 6216,6216,SP,NULL,222,246
PCT 6217,6217,SP,NULL,223,297
PCT 6218,6218,SP,NULL,233,205
PCT 6219,6219,SP,NULL,200,318
PCT 6220,6220,SP,NULL,258,302
PCT 6221,6221,SP,NULL,281,333
PCT 6222,6222,SP,NULL,156,252
PCT 6223,6223,SP,NULL,207,351
PCT 6224,6224,SP,NULL,208,264
PCT 6225,6225,SP,NULL,275,266
PCT 6300,6300,SP,NULL,367,354
PCT 6301,6301,SP,NULL,338,344
PCT 6302,6302,SP,NULL,153,171
PCT 6303,6303,SP,NULL,288,375
PCT 6304,6304,SP,NULL,300,311
PCT 6305,6305,SP,NULL,140,181
PCT 6306,6306,SP,NULL,235,213
PCT 6307,6307,SP,NULL,118,134
PCT 6308,6308,SP,NULL,135,148
PCT 6309,6309,SP,NULL,214,268
PCT 6310,6310,SP,NULL,183,212
PCT 6311,6311,SP,NULL,197,196
PCT 6312,6312,SP,NULL,206,180
PCT 6313,6313,SP,NULL,276,216
PCT 6314,6314,SP,NULL,238,208
PCT 6315,6315,SP,NULL,150,129
PCT 6316,6316,SP,NULL,81,146
PCT 6317,6317,SP,NULL,212,147
PCT 6318,6318,SP,NULL,180,210
PCT 6400,6400,SP,NULL,196,165
PCT 6401,6401,SP,NULL,126,87
PCT 6402,6402,SP,NULL,249,170
PCT 6500,6500,SP,NULL,45,58
