Row Label,PrecinctCode,County,Registered Voters,Mary E. Fairhurst
Total,-1,WM,NULL,45851
101,101,WM,NULL,298
102,102,WM,NULL,231
103,103,WM,NULL,280
104,104,WM,NULL,202
105,105,WM,NULL,168
106    ,106,WM,NULL,293
107,107,WM,NULL,393
108,108,WM,NULL,392
110,110,WM,NULL,278
111    ,111,WM,NULL,302
112,112,WM,NULL,137
113,113,WM,NULL,273
114,114,WM,NULL,170
115,115,WM,NULL,265
116,116,WM,NULL,168
117,117,WM,NULL,234
118,118,WM,NULL,328
119    ,119,WM,NULL,169
120,120,WM,NULL,253
121,121,WM,NULL,187
122,122,WM,NULL,209
123,123,WM,NULL,193
124    ,124,WM,NULL,168
125,125,WM,NULL,265
126    ,126,WM,NULL,370
127,127,WM,NULL,388
129,129,WM,NULL,304
130,130,WM,NULL,176
131,131,WM,NULL,353
132,132,WM,NULL,241
133,133,WM,NULL,191
134    ,134,WM,NULL,406
135,135,WM,NULL,293
136    ,136,WM,NULL,277
137,137,WM,NULL,181
138,138,WM,NULL,285
139,139,WM,NULL,137
140    ,140,WM,NULL,396
141    ,141,WM,NULL,356
142,142,WM,NULL,254
143    ,143,WM,NULL,199
144    ,144,WM,NULL,324
145    ,145,WM,NULL,404
146    ,146,WM,NULL,366
147,147,WM,NULL,286
148,148,WM,NULL,304
149,149,WM,NULL,241
150,150,WM,NULL,331
151,151,WM,NULL,352
152,152,WM,NULL,299
153,153,WM,NULL,274
154    ,154,WM,NULL,217
155,155,WM,NULL,184
156    ,156,WM,NULL,138
157,157,WM,NULL,136
158    ,158,WM,NULL,143
159    ,159,WM,NULL,85
160    ,160,WM,NULL,289
161    ,161,WM,NULL,196
162    ,162,WM,NULL,221
163    ,163,WM,NULL,233
164    ,164,WM,NULL,84
165    ,165,WM,NULL,148
166    ,166,WM,NULL,326
167    ,167,WM,NULL,49
168    ,168,WM,NULL,343
169    ,169,WM,NULL,418
170    ,170,WM,NULL,209
171    ,171,WM,NULL,338
172    ,172,WM,NULL,198
173    ,173,WM,NULL,251
174    ,174,WM,NULL,235
175    ,175,WM,NULL,273
176    ,176,WM,NULL,221
177    ,177,WM,NULL,208
178    ,178,WM,NULL,328
179    ,179,WM,NULL,88
180    ,180,WM,NULL,263
181    ,181,WM,NULL,364
182    ,182,WM,NULL,366
183    ,183,WM,NULL,14
201    ,201,WM,NULL,498
202,202,WM,NULL,236
203,203,WM,NULL,361
204,204,WM,NULL,153
205,205,WM,NULL,223
206,206,WM,NULL,315
207,207,WM,NULL,191
208,208,WM,NULL,450
209,209,WM,NULL,303
210,210,WM,NULL,325
211,211,WM,NULL,312
212,212,WM,NULL,166
213,213,WM,NULL,365
214,214,WM,NULL,262
215,215,WM,NULL,300
216,216,WM,NULL,298
217,217,WM,NULL,232
218,218,WM,NULL,242
219,219,WM,NULL,284
220,220,WM,NULL,249
221,221,WM,NULL,317
222,222,WM,NULL,434
223,223,WM,NULL,190
224,224,WM,NULL,96
225,225,WM,NULL,296
226,226,WM,NULL,159
227,227,WM,NULL,328
228,228,WM,NULL,237
229,229,WM,NULL,272
230,230,WM,NULL,181
231,231,WM,NULL,283
232,232,WM,NULL,288
233,233,WM,NULL,274
234,234,WM,NULL,312
235,235,WM,NULL,163
236,236,WM,NULL,127
237,237,WM,NULL,158
238,238,WM,NULL,224
239,239,WM,NULL,350
240,240,WM,NULL,331
241,241,WM,NULL,234
242,242,WM,NULL,190
243,243,WM,NULL,301
244,244,WM,NULL,318
245,245,WM,NULL,180
246,246,WM,NULL,209
247,247,WM,NULL,186
248    ,248,WM,NULL,194
249    ,249,WM,NULL,314
250    ,250,WM,NULL,416
251    ,251,WM,NULL,293
252    ,252,WM,NULL,54
253    ,253,WM,NULL,229
254    ,254,WM,NULL,221
255    ,255,WM,NULL,179
256    ,256,WM,NULL,303
257    ,257,WM,NULL,172
258    ,258,WM,NULL,284
259    ,259,WM,NULL,180
260    ,260,WM,NULL,225
261    ,261,WM,NULL,247
262    ,262,WM,NULL,246
263    ,263,WM,NULL,264
264    ,264,WM,NULL,297
265    ,265,WM,NULL,266
266    ,266,WM,NULL,316
267    ,267,WM,NULL,34
268,268,WM,NULL,15
301,301,WM,NULL,402
302,302,WM,NULL,407
303,303,WM,NULL,378
304    ,304,WM,NULL,129
401,401,WM,NULL,198
402    ,402,WM,NULL,250
501,501,WM,NULL,280
502,502,WM,NULL,269
503,503,WM,NULL,372
504,504,WM,NULL,167
505,505,WM,NULL,358
506    ,506,WM,NULL,293
507    ,507,WM,NULL,277
508    ,508,WM,NULL,336
509    ,509,WM,NULL,239
601,601,WM,NULL,429
602,602,WM,NULL,358
603,603,WM,NULL,301
604    ,604,WM,NULL,273
605,605,WM,NULL,196
606    ,606,WM,NULL,313
607    ,607,WM,NULL,286
608    ,608,WM,NULL,285
609    ,609,WM,NULL,411
610    ,610,WM,NULL,385
611    ,611,WM,NULL,195
701,701,WM,NULL,281
801,801,WM,NULL,221
