Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,SN,NULL,106474,102739
BOTHELL 31,10141598,SN,NULL,172,212
BOTHELL 32,10141599,SN,NULL,132,109
BOTHELL 33,10141600,SN,NULL,175,132
BOTHELL 34,10141601,SN,NULL,178,197
BOTHELL 35,10141602,SN,NULL,138,143
BOTHELL 36,10141603,SN,NULL,155,130
BOTHELL 37,10141604,SN,NULL,191,213
BOTHELL 38,10141605,SN,NULL,155,157
BOTHELL 39,10141606,SN,NULL,111,142
BOTHELL 40,10141607,SN,NULL,197,189
BOTHELL 41,10141608,SN,NULL,189,193
BOTHELL 42,10141609,SN,NULL,207,225
BOTHELL 43,10141610,SN,NULL,122,134
BOTHELL 44,10141611,SN,NULL,124,125
BOTHELL 45,10141612,SN,NULL,86,91
BOTHELL 46,10141613,SN,NULL,159,150
BOTHELL 47,10141644,SN,NULL,175,186
ELWOOD,10144165,SN,NULL,165,127
RAINIER,10144171,SN,NULL,66,118
GRANNIS,10144266,SN,NULL,175,145
SUNSET,10144271,SN,NULL,220,210
VIEW,10144330,SN,NULL,158,190
WITHERS,10144338,SN,NULL,214,180
CAVALRY,10144370,SN,NULL,143,208
MAPLEWOOD,10144426,SN,NULL,141,182
PARKSHORE,10144479,SN,NULL,120,134
STAFFORD,10144484,SN,NULL,98,121
REDHAWK,10144552,SN,NULL,207,184
VALLEY,10144559,SN,NULL,38,63
GATEWAY,10144581,SN,NULL,163,186
SNOCADE,10144592,SN,NULL,223,228
TOTEM FALLS,10144594,SN,NULL,196,239
WOODSHIRE,10144597,SN,NULL,103,172
SILVER CREEK,10144635,SN,NULL,143,92
KENNARD,10144639,SN,NULL,137,110
GLENBAR,10144646,SN,NULL,140,118
OLDMARK,10144656,SN,NULL,221,215
KINGMAN,10144685,SN,NULL,237,247
CRYSTAL CREEK,10144691,SN,NULL,100,90
TAMBARK,10144715,SN,NULL,163,124
BEAR CREEK,10154009,SN,NULL,120,130
MALTBY,10154026,SN,NULL,143,189
CATHCART,10154032,SN,NULL,96,142
CLEARVIEW,10154062,SN,NULL,157,244
MINOR,10154170,SN,NULL,141,194
BEECHER,10154178,SN,NULL,149,226
WOODLAND,10154273,SN,NULL,64,108
CREEK,10154283,SN,NULL,165,200
PARADISE,10154310,SN,NULL,132,228
TURNER,10154329,SN,NULL,195,283
WELLINGTON,10154333,SN,NULL,204,247
WHEELER,10154334,SN,NULL,116,181
BATTERY,10154369,SN,NULL,93,142
ECHO LAKE,10154372,SN,NULL,161,244
LOST LAKE,10154375,SN,NULL,106,112
BOSTIAN,10154387,SN,NULL,125,108
REES,10154435,SN,NULL,52,75
KOKANEE,10154535,SN,NULL,83,100
POND,10154551,SN,NULL,125,167
WELCH,10154560,SN,NULL,161,256
FALLS,10154579,SN,NULL,11,30
SILER,10154657,SN,NULL,76,125
BOULDER,11014016,SN,NULL,172,269
BRYANT,11014021,SN,NULL,47,79
ARMSTRONG,11014027,SN,NULL,100,154
TRONSON,11014326,SN,NULL,89,134
HENNING,11014647,SN,NULL,185,243
NORTH FORK,11014759,SN,NULL,60,133
GRANITE FALLS 1,13911384,SN,NULL,188,145
GRANITE FALLS 2,13911385,SN,NULL,199,162
DARRINGTON,13911637,SN,NULL,183,150
GRANITE FALLS 3,13911670,SN,NULL,69,57
ARLINGTON 18,13911760,SN,NULL,0,0
NORDEN,13914011,SN,NULL,133,132
TRAFTON,13914015,SN,NULL,86,157
GREGORY,13914028,SN,NULL,124,131
HARTFORD,13914033,SN,NULL,66,106
HAZEL,13914034,SN,NULL,179,223
ROBE,13914035,SN,NULL,86,111
LOCHSLOY,13914042,SN,NULL,184,227
JIM CREEK,13914053,SN,NULL,169,258
OUTLOOK,13914057,SN,NULL,136,175
OSO,13914060,SN,NULL,86,123
NEWBERG,13914069,SN,NULL,118,145
SAUK,13914211,SN,NULL,48,88
BURN HILL,13914264,SN,NULL,146,197
SISCO,13914270,SN,NULL,148,224
PILCHUCK,13914275,SN,NULL,136,151
SLEEPY HOLLOW,13914321,SN,NULL,132,152
HEIGHTS,13914347,SN,NULL,115,200
LOOP,13914374,SN,NULL,150,160
GETCHELL,13914416,SN,NULL,99,175
PORTAGE,13914433,SN,NULL,55,99
SPADA,13914439,SN,NULL,5,3
MENZEL,13914470,SN,NULL,117,133
STILLAGUAMISH,13914496,SN,NULL,60,66
JORDAN TRAILS,13914515,SN,NULL,73,106
PILOT,13914517,SN,NULL,129,218
ARNOT,13914519,SN,NULL,103,161
BOSWORTH,13914521,SN,NULL,181,223
FIRTREE,13914529,SN,NULL,119,138
HUCKLEBERRY,13914533,SN,NULL,69,110
SANDMAN,13914555,SN,NULL,104,139
TRANGEN,13914557,SN,NULL,139,154
AIRPARK,13914573,SN,NULL,31,64
JORDAN BRIDGE,13914583,SN,NULL,51,40
MC FARLAND,13914681,SN,NULL,137,239
STAR CREEK,13914683,SN,NULL,92,102
INDEX,13951039,SN,NULL,41,28
MONROE  1,13951054,SN,NULL,212,186
MONROE  2,13951055,SN,NULL,151,188
SULTAN 1,13951070,SN,NULL,154,168
SULTAN 2,13951071,SN,NULL,166,120
MONROE  4,13951187,SN,NULL,203,158
MONROE  5,13951188,SN,NULL,206,202
SULTAN 3,13951322,SN,NULL,128,137
MONROE  3,13951431,SN,NULL,207,134
MONROE  6,13951506,SN,NULL,158,117
MONROE  7,13951548,SN,NULL,167,156
GOLD BAR 1,13951566,SN,NULL,120,140
GOLD BAR 2,13951567,SN,NULL,125,106
MONROE  8,13951568,SN,NULL,107,119
MONROE 10,13951586,SN,NULL,180,171
MONROE 11,13951587,SN,NULL,52,69
MONROE  9,13951653,SN,NULL,180,186
MONROE 12,13951654,SN,NULL,82,113
SULTAN 4,13951713,SN,NULL,115,114
PARK PLACE,13954003,SN,NULL,60,91
SULTAN RIVER,13954005,SN,NULL,149,178
TUALCO,13954007,SN,NULL,112,145
WALLACE,13954008,SN,NULL,109,124
LAKE,13954010,SN,NULL,171,234
SHORTS,13954013,SN,NULL,193,235
THREE LAKES,13954031,SN,NULL,113,166
ROOSEVELT,13954036,SN,NULL,82,95
SKYKOMISH,13954041,SN,NULL,59,55
OLNEY,13954043,SN,NULL,158,189
WINTER LAKE,13954058,SN,NULL,74,120
HIGHLAND,13954064,SN,NULL,89,163
TROMBLEY,13954272,SN,NULL,149,164
HIGH BRIDGE,13954292,SN,NULL,196,302
OWEN,13954309,SN,NULL,106,176
BLUFF,13954340,SN,NULL,132,197
CHAIN LAKE,13954371,SN,NULL,168,251
BROCKLIN,13954388,SN,NULL,135,191
HIGH ROCK,13954417,SN,NULL,114,183
MANN,13954425,SN,NULL,140,145
WAGNER,13954442,SN,NULL,157,218
WOODS CREEK,13954443,SN,NULL,91,189
FAIRVIEW,13954454,SN,NULL,128,139
MAY CREEK,13954469,SN,NULL,166,162
MILL,13954471,SN,NULL,136,222
STORM LAKE,13954487,SN,NULL,181,266
PIPELINE,13954507,SN,NULL,119,189
FERN,13954526,SN,NULL,43,69
IVERSON,13954534,SN,NULL,94,118
LUPINE,13954537,SN,NULL,117,161
ROBINHOOD,13954553,SN,NULL,131,121
SOFIE,13954710,SN,NULL,91,92
WEST FORK,13954750,SN,NULL,35,71
PILCHUCK RIVER,13954753,SN,NULL,7,15
RICHLAND,13954754,SN,NULL,51,65
SUNNYSIDE,14414044,SN,NULL,48,59
RAILROAD,14414318,SN,NULL,86,138
CASSIDY,14414522,SN,NULL,140,161
MILL CREEK  1,14441301,SN,NULL,189,218
MILL CREEK  2,14441302,SN,NULL,129,154
MILL CREEK  3,14441303,SN,NULL,102,114
MILL CREEK  4,14441304,SN,NULL,133,125
MILL CREEK  5,14441353,SN,NULL,209,234
MILL CREEK  6,14441354,SN,NULL,176,248
MILL CREEK  7,14441367,SN,NULL,11,16
MILL CREEK  8,14441376,SN,NULL,191,217
MILL CREEK  9,14441377,SN,NULL,181,154
MILL CREEK 10,14441472,SN,NULL,138,119
MILL CREEK 11,14441473,SN,NULL,112,142
MILL CREEK 12,14441495,SN,NULL,95,194
MILL CREEK 13,14441505,SN,NULL,147,136
MILL CREEK 14,14441629,SN,NULL,6,6
MILL CREEK 15,14441640,SN,NULL,162,176
MILL CREEK 16,14441652,SN,NULL,117,112
MILL CREEK 17,14441665,SN,NULL,153,180
MILL CREEK 18,14441666,SN,NULL,152,134
MILL CREEK 19,14441667,SN,NULL,252,181
MILL CREEK 20,14441668,SN,NULL,114,144
MILL CREEK 21,14441702,SN,NULL,90,78
MILL CREEK 22,14441703,SN,NULL,121,90
FERNWOOD,14444006,SN,NULL,150,143
BROOK,14444278,SN,NULL,212,189
HILL,14444293,SN,NULL,128,143
LARIMER,14444298,SN,NULL,129,164
MISTY,14444305,SN,NULL,175,170
OAKS,14444308,SN,NULL,169,194
PUGET PARK,14444317,SN,NULL,155,117
KENWOOD,14444348,SN,NULL,160,129
OLYMPUS,14444357,SN,NULL,134,133
SEATTLE HILL,14444361,SN,NULL,126,145
MERWIN,14444547,SN,NULL,109,120
CREEKSIDE,14444575,SN,NULL,134,108
DOUGLAS FIRS,14444576,SN,NULL,129,143
GRAND FIRS,14444582,SN,NULL,204,216
KATTENHORN,14444584,SN,NULL,245,213
SILVER FIRS,14444590,SN,NULL,201,181
TUCKER,14444595,SN,NULL,186,143
SPRUCE,14444658,SN,NULL,93,99
THOMAS CREEK,14444659,SN,NULL,132,157
WINDROSE,14444660,SN,NULL,248,167
STRAWBERRY,14444684,SN,NULL,190,136
DOGWOOD,14444693,SN,NULL,156,110
SNOHOMISH  1,14451014,SN,NULL,170,194
SNOHOMISH  3,14451038,SN,NULL,158,146
SNOHOMISH  5,14451056,SN,NULL,263,177
LAKE STEVENS  1,14451134,SN,NULL,217,196
LAKE STEVENS  2,14451135,SN,NULL,153,155
SNOHOMISH  7,14451144,SN,NULL,197,123
SNOHOMISH  8,14451145,SN,NULL,231,193
LAKE STEVENS  3,14451349,SN,NULL,219,173
LAKE STEVENS  4,14451418,SN,NULL,135,140
SNOHOMISH  2,14451436,SN,NULL,112,140
SNOHOMISH  4,14451437,SN,NULL,145,155
SNOHOMISH  6,14451438,SN,NULL,117,126
LAKE STEVENS  6,14451503,SN,NULL,164,158
SNOHOMISH  9,14451508,SN,NULL,121,81
LAKE STEVENS  7,14451536,SN,NULL,196,183
LAKE STEVENS  5,14451625,SN,NULL,149,112
LAKE STEVENS  8,14451649,SN,NULL,154,145
LAKE STEVENS  9,14451663,SN,NULL,115,138
LAKE STEVENS 10,14451664,SN,NULL,158,163
LAKE STEVENS 11,14451671,SN,NULL,122,76
