Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,PE,NULL,1866,3290
Camden,1,PE,NULL,47,143
Cusick,2,PE,NULL,60,79
Dalkena,3,PE,NULL,97,207
Diamond Lk East,4,PE,NULL,41,76
Fertile Valley North,5,PE,NULL,42,148
Furport,6,PE,NULL,98,154
Ione East,7,PE,NULL,41,133
Ione West,8,PE,NULL,47,162
Metaline,9,PE,NULL,31,72
Metaline Falls,10,PE,NULL,70,126
Tiger Dry Canyon,11,PE,NULL,95,219
Newport NE,12,PE,NULL,113,144
Newport SE,13,PE,NULL,44,70
Newport NW,14,PE,NULL,117,127
Newport SW,15,PE,NULL,105,87
Noble,16,PE,NULL,132,207
Ruby,17,PE,NULL,7,19
Sacheen,18,PE,NULL,138,135
Usk,19,PE,NULL,49,137
Diamond Lk West,20,PE,NULL,70,130
Deer Valley North,21,PE,NULL,80,157
Locke,22,PE,NULL,8,34
Kalispel Leclerc,23,PE,NULL,59,96
Skookum,24,PE,NULL,20,48
Deer Valley South,25,PE,NULL,25,51
Fertile Valley South,26,PE,NULL,46,127
Diamond Lk,27,PE,NULL,184,202
