Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,KT,NULL,4842,3389
ALDER CREEK,1,KT,NULL,104,57
CENTERVILLE,2,KT,NULL,265,62
COLUMBUS,3,KT,NULL,32,9
E KLICKITAT,4,KT,NULL,71,26
F VALLEY,5,KT,NULL,157,234
GLENWOOD,6,KT,NULL,195,111
HUSUM,7,KT,NULL,221,172
LYLE,8,KT,NULL,238,199
MT BROOK,9,KT,NULL,153,172
N DALLES,11,KT,NULL,256,136
N F VALLEY,12,KT,NULL,236,200
PINE FOREST,13,KT,NULL,492,295
ROOSEVELT,14,KT,NULL,45,21
TROUT LAKE,16,KT,NULL,186,190
W KLICKITAT,17,KT,NULL,59,28
WISHRAM,19,KT,NULL,56,34
WOODLAND,20,KT,NULL,541,265
ORCHARD HTS,21,KT,NULL,171,79
APPLETON,22,KT,NULL,81,37
ALDERDALE,23,KT,NULL,22,17
E LYLE,24,KT,NULL,79,81
RIVER,27,KT,NULL,19,4
HGH PRAIRIE,28,KT,NULL,43,31
BINGEN,101,KT,NULL,80,66
GOLDENDALE 1,102,KT,NULL,270,160
GOLDENDALE 2,103,KT,NULL,270,118
GOLDENDALE 3,104,KT,NULL,198,113
WHITE SALMON,109,KT,NULL,186,294
N WHITE SALMON,110,KT,NULL,116,178
