Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,KT,NULL,4155,3188
ALDER CREEK,1,KT,NULL,91,45
CENTERVILLE,2,KT,NULL,188,107
COLUMBUS,3,KT,NULL,24,11
E KLICKITAT,4,KT,NULL,59,32
F VALLEY,5,KT,NULL,140,201
GLENWOOD,6,KT,NULL,165,111
HUSUM,7,KT,NULL,180,161
LYLE,8,KT,NULL,196,190
MT BROOK,9,KT,NULL,169,113
N DALLES,11,KT,NULL,201,164
N F VALLEY,12,KT,NULL,198,195
PINE FOREST,13,KT,NULL,399,307
ROOSEVELT,14,KT,NULL,41,22
TROUT LAKE,16,KT,NULL,158,153
W KLICKITAT,17,KT,NULL,42,36
WISHRAM,19,KT,NULL,52,33
WOODLAND,20,KT,NULL,481,244
ORCHARD HTS,21,KT,NULL,144,82
APPLETON,22,KT,NULL,70,34
ALDERDALE,23,KT,NULL,22,13
E LYLE,24,KT,NULL,66,73
RIVER,27,KT,NULL,7,15
HGH PRAIRIE,28,KT,NULL,39,27
BINGEN,101,KT,NULL,67,66
GOLDENDALE 1,102,KT,NULL,256,133
GOLDENDALE 2,103,KT,NULL,230,136
GOLDENDALE 3,104,KT,NULL,167,110
WHITE SALMON,109,KT,NULL,193,225
N WHITE SALMON,110,KT,NULL,110,149
