Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,CR,NULL,82054
100,100,CR,NULL,453
102,102,CR,NULL,329
104,104,CR,NULL,418
106,106,CR,NULL,374
108,108,CR,NULL,396
110,110,CR,NULL,440
112,112,CR,NULL,40
113,113,CR,NULL,229
120,120,CR,NULL,489
130,130,CR,NULL,423
147,147,CR,NULL,332
150,150,CR,NULL,261
153,153,CR,NULL,283
160,160,CR,NULL,328
170,170,CR,NULL,327
175,175,CR,NULL,314
180,180,CR,NULL,338
190,190,CR,NULL,429
200,200,CR,NULL,452
220,220,CR,NULL,314
225,225,CR,NULL,556
240,240,CR,NULL,493
245,245,CR,NULL,424
250,250,CR,NULL,494
255,255,CR,NULL,415
257,257,CR,NULL,412
290,290,CR,NULL,400
294,294,CR,NULL,264
296,296,CR,NULL,295
298,298,CR,NULL,258
325,325,CR,NULL,308
327,327,CR,NULL,426
330,330,CR,NULL,418
335,335,CR,NULL,329
337,337,CR,NULL,351
338,338,CR,NULL,387
340,340,CR,NULL,413
350,350,CR,NULL,327
360,360,CR,NULL,410
370,370,CR,NULL,282
390,390,CR,NULL,479
395,395,CR,NULL,118
400,400,CR,NULL,239
410,410,CR,NULL,484
415,415,CR,NULL,308
420,420,CR,NULL,400
423,423,CR,NULL,324
424,424,CR,NULL,464
425,425,CR,NULL,304
426,426,CR,NULL,541
430,430,CR,NULL,294
432,432,CR,NULL,304
434,434,CR,NULL,282
435,435,CR,NULL,278
436,436,CR,NULL,241
440,440,CR,NULL,399
441,441,CR,NULL,399
444,444,CR,NULL,518
445,445,CR,NULL,517
446,446,CR,NULL,388
447,447,CR,NULL,490
448,448,CR,NULL,515
449,449,CR,NULL,540
450,450,CR,NULL,486
451,451,CR,NULL,413
452,452,CR,NULL,361
453,453,CR,NULL,383
455,455,CR,NULL,298
456,456,CR,NULL,556
460,460,CR,NULL,588
470,470,CR,NULL,537
480,480,CR,NULL,553
483,483,CR,NULL,570
485,485,CR,NULL,254
487,487,CR,NULL,200
