Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,ST,NULL,9681,6484
ADDY,1,ST,NULL,236,171
CAMAS,3,ST,NULL,214,139
CAMAS PRAIRIE,4,ST,NULL,153,67
COLUMBIA,5,ST,NULL,322,173
COLVILLE VALLEY,6,ST,NULL,342,241
DAISY,7,ST,NULL,121,61
ECHO,8,ST,NULL,226,143
EVANS,9,ST,NULL,141,87
HUNTERS,10,ST,NULL,251,141
KELLY HILL,11,ST,NULL,66,39
LOON LAKE 1,12,ST,NULL,279,189
LOON LAKE 2,13,ST,NULL,150,112
MILL CREEK,14,ST,NULL,92,59
NARCISSE,15,ST,NULL,267,182
ONION CREEK,16,ST,NULL,81,62
RICE,19,ST,NULL,113,81
ROCK CUT,20,ST,NULL,46,42
SUMMIT,21,ST,NULL,152,106
FIRST THOUGHT,22,ST,NULL,36,24
WELLPINIT,24,ST,NULL,105,73
WILLIAMS VALLEY,25,ST,NULL,287,205
TUM TUM 1,26,ST,NULL,136,98
TUM TUM 2,27,ST,NULL,227,204
WALKERS PRAIRIE,28,ST,NULL,161,113
STONE LODGE,29,ST,NULL,234,143
TUM TUM 3,39,ST,NULL,305,213
TUM TUM 4,40,ST,NULL,187,133
TUM TUM 5,41,ST,NULL,182,176
MEYERS FALLS 1,42,ST,NULL,187,120
MEYERS FALLS 2,43,ST,NULL,313,173
QUARTZITE 1,44,ST,NULL,309,233
QUARTZITE 2,45,ST,NULL,157,124
VALLEY 1,46,ST,NULL,26,34
VALLEY 2,47,ST,NULL,140,92
ARDEN 1,48,ST,NULL,194,123
ARDEN 2,49,ST,NULL,219,137
CLAYTON 1,50,ST,NULL,137,109
CLAYTON 2,51,ST,NULL,259,155
ORIN 1,52,ST,NULL,179,85
ORIN 2,53,ST,NULL,201,130
WAITTS LAKE,54,ST,NULL,240,131
ECHO VALLEY,55,ST,NULL,124,92
CHEWELAH 1,101,ST,NULL,161,114
CHEWELAH 2,102,ST,NULL,88,52
CHEWELAH 3,103,ST,NULL,131,83
CHEWELAH FORE,104,ST,NULL,96,71
COLVILLE 1,105,ST,NULL,86,51
COLVILLE 2,106,ST,NULL,86,89
COLVILLE 3,107,ST,NULL,107,78
COLVILLE 4,108,ST,NULL,209,167
COLVILLE 5,109,ST,NULL,193,118
COLVILLE 6,110,ST,NULL,108,86
COLVILLE 7,111,ST,NULL,116,83
KETTLE FALLS 1,114,ST,NULL,213,122
KETTLE FALLS 2,115,ST,NULL,120,92
MARCUS,116,ST,NULL,44,19
NORTHPORT,117,ST,NULL,71,28
SPRINGDALE,118,ST,NULL,55,16
