Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,PI,NULL,22985,19160
27-404,27404,PI,NULL,107,69
27-405,27405,PI,NULL,263,315
27-406,27406,PI,NULL,332,420
27-407,27407,PI,NULL,277,253
27-408,27408,PI,NULL,290,290
27-409,27409,PI,NULL,285,240
27-410,27410,PI,NULL,275,277
27-411,27411,PI,NULL,322,394
27-412,27412,PI,NULL,221,270
27-413,27413,PI,NULL,258,281
27-414,27414,PI,NULL,293,296
27-415,27415,PI,NULL,281,339
27-416,27416,PI,NULL,310,264
27-417,27417,PI,NULL,319,270
27-418,27418,PI,NULL,281,245
27-419,27419,PI,NULL,315,243
27-420,27420,PI,NULL,349,291
27-421,27421,PI,NULL,268,194
27-422,27422,PI,NULL,331,364
27-423,27423,PI,NULL,330,275
27-424,27424,PI,NULL,270,284
27-425,27425,PI,NULL,278,234
27-426,27426,PI,NULL,201,307
27-427,27427,PI,NULL,281,226
27-428,27428,PI,NULL,280,164
27-429,27429,PI,NULL,307,190
27-430,27430,PI,NULL,290,190
27-431,27431,PI,NULL,93,105
27-432,27432,PI,NULL,268,229
27-433,27433,PI,NULL,273,224
27-434,27434,PI,NULL,244,217
27-435,27435,PI,NULL,260,247
27-436,27436,PI,NULL,304,175
27-437,27437,PI,NULL,263,171
27-438,27438,PI,NULL,292,135
27-439,27439,PI,NULL,290,158
27-440,27440,PI,NULL,297,167
27-441,27441,PI,NULL,235,156
27-442,27442,PI,NULL,196,129
27-443,27443,PI,NULL,197,158
27-444,27444,PI,NULL,262,171
27-445,27445,PI,NULL,218,187
27-446,27446,PI,NULL,229,179
27-447,27447,PI,NULL,248,179
27-448,27448,PI,NULL,11,9
27-449,27449,PI,NULL,275,191
27-450,27450,PI,NULL,280,205
27-451,27451,PI,NULL,212,166
27-452,27452,PI,NULL,214,194
27-453,27453,PI,NULL,168,120
27-454,27454,PI,NULL,273,193
27-455,27455,PI,NULL,222,157
27-456,27456,PI,NULL,198,126
27-457,27457,PI,NULL,235,144
27-458,27458,PI,NULL,188,104
27-459,27459,PI,NULL,155,113
27-460,27460,PI,NULL,307,220
27-461,27461,PI,NULL,322,283
27-462,27462,PI,NULL,286,247
27-463,27463,PI,NULL,220,188
27-464,27464,PI,NULL,241,201
27-465,27465,PI,NULL,215,190
27-466,27466,PI,NULL,258,163
27-467,27467,PI,NULL,227,221
27-468,27468,PI,NULL,226,178
28-501,28501,PI,NULL,295,321
28-502,28502,PI,NULL,272,338
28-503,28503,PI,NULL,299,270
28-504,28504,PI,NULL,308,265
28-505,28505,PI,NULL,324,360
28-506,28506,PI,NULL,294,284
28-507,28507,PI,NULL,261,217
28-508,28508,PI,NULL,154,103
28-509,28509,PI,NULL,0,0
29-601,29601,PI,NULL,226,131
29-602,29602,PI,NULL,156,153
29-603,29603,PI,NULL,238,137
29-604,29604,PI,NULL,235,145
29-605,29605,PI,NULL,163,162
29-606,29606,PI,NULL,247,190
29-607,29607,PI,NULL,257,222
29-608,29608,PI,NULL,189,164
29-609,29609,PI,NULL,169,114
29-610,29610,PI,NULL,205,175
29-611,29611,PI,NULL,64,34
29-612,29612,PI,NULL,127,90
29-613,29613,PI,NULL,238,202
29-614,29614,PI,NULL,249,214
29-615,29615,PI,NULL,261,208
29-616,29616,PI,NULL,242,158
29-617,29617,PI,NULL,233,162
29-618,29618,PI,NULL,191,135
29-619,29619,PI,NULL,221,153
29-620(*),29620,PI,NULL,0,0
29-621(*),29621,PI,NULL,0,0
29-622,29622,PI,NULL,163,135
29-623,29623,PI,NULL,50,31
29-624,29624,PI,NULL,0,0
29-625,29625,PI,NULL,6,2
29-626,29626,PI,NULL,7,3
29-627,29627,PI,NULL,0,0
