Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,KT,NULL,4305,3317
ALDER CREEK,1,KT,NULL,90,57
CENTERVILLE,2,KT,NULL,182,120
COLUMBUS,3,KT,NULL,27,11
E KLICKITAT,4,KT,NULL,59,32
F VALLEY,5,KT,NULL,150,212
GLENWOOD,6,KT,NULL,163,116
HUSUM,7,KT,NULL,192,156
LYLE,8,KT,NULL,232,174
MT BROOK,9,KT,NULL,152,147
N DALLES,11,KT,NULL,214,164
N F VALLEY,12,KT,NULL,213,201
PINE FOREST,13,KT,NULL,426,299
ROOSEVELT,14,KT,NULL,48,19
TROUT LAKE,16,KT,NULL,149,182
W KLICKITAT,17,KT,NULL,49,32
WISHRAM,19,KT,NULL,64,24
WOODLAND,20,KT,NULL,478,279
ORCHARD HTS,21,KT,NULL,133,99
APPLETON,22,KT,NULL,75,33
ALDERDALE,23,KT,NULL,19,18
E LYLE,24,KT,NULL,63,82
RIVER,27,KT,NULL,14,7
HGH PRAIRIE,28,KT,NULL,36,34
BINGEN,101,KT,NULL,79,58
GOLDENDALE 1,102,KT,NULL,249,144
GOLDENDALE 2,103,KT,NULL,242,133
GOLDENDALE 3,104,KT,NULL,177,108
WHITE SALMON,109,KT,NULL,199,238
N WHITE SALMON,110,KT,NULL,131,138
