Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,ST,NULL,7213,10039
ADDY,1,ST,NULL,145,286
CAMAS,3,ST,NULL,128,234
CAMAS PRAIRIE,4,ST,NULL,91,140
COLUMBIA,5,ST,NULL,206,323
COLVILLE VALLEY,6,ST,NULL,270,363
DAISY,7,ST,NULL,65,133
ECHO,8,ST,NULL,172,229
EVANS,9,ST,NULL,84,155
HUNTERS,10,ST,NULL,170,243
KELLY HILL,11,ST,NULL,41,77
LOON LAKE 1,12,ST,NULL,223,279
LOON LAKE 2,13,ST,NULL,127,156
MILL CREEK,14,ST,NULL,63,109
NARCISSE,15,ST,NULL,159,323
ONION CREEK,16,ST,NULL,85,66
RICE,19,ST,NULL,89,131
ROCK CUT,20,ST,NULL,40,56
SUMMIT,21,ST,NULL,94,175
FIRST THOUGHT,22,ST,NULL,23,45
WELLPINIT,24,ST,NULL,167,28
WILLIAMS VALLEY,25,ST,NULL,142,375
TUM TUM 1,26,ST,NULL,90,156
TUM TUM 2,27,ST,NULL,167,287
WALKERS PRAIRIE,28,ST,NULL,139,144
STONE LODGE,29,ST,NULL,158,239
TUM TUM 3,39,ST,NULL,208,343
TUM TUM 4,40,ST,NULL,134,204
TUM TUM 5,41,ST,NULL,161,227
MEYERS FALLS 1,42,ST,NULL,136,186
MEYERS FALLS 2,43,ST,NULL,194,317
QUARTZITE 1,44,ST,NULL,231,366
QUARTZITE 2,45,ST,NULL,127,163
VALLEY 1,46,ST,NULL,28,45
VALLEY 2,47,ST,NULL,88,155
ARDEN 1,48,ST,NULL,141,193
ARDEN 2,49,ST,NULL,135,256
CLAYTON 1,50,ST,NULL,81,176
CLAYTON 2,51,ST,NULL,155,279
ORIN 1,52,ST,NULL,108,168
ORIN 2,53,ST,NULL,143,217
WAITTS LAKE,54,ST,NULL,159,223
ECHO VALLEY,55,ST,NULL,103,124
CHEWELAH 1,101,ST,NULL,144,149
CHEWELAH 2,102,ST,NULL,79,72
CHEWELAH 3,103,ST,NULL,125,99
CHEWELAH FORE,104,ST,NULL,78,106
COLVILLE 1,105,ST,NULL,74,75
COLVILLE 2,106,ST,NULL,96,95
COLVILLE 3,107,ST,NULL,103,96
COLVILLE 4,108,ST,NULL,206,197
COLVILLE 5,109,ST,NULL,190,152
COLVILLE 6,110,ST,NULL,121,99
COLVILLE 7,111,ST,NULL,95,117
KETTLE FALLS 1,114,ST,NULL,181,174
KETTLE FALLS 2,115,ST,NULL,101,117
MARCUS,116,ST,NULL,49,22
NORTHPORT,117,ST,NULL,65,39
SPRINGDALE,118,ST,NULL,36,36
