Row Label,PrecinctCode,County,Registered Voters,Mary Yu
Total,-1,WM,NULL,46656
101,101,WM,NULL,307
102,102,WM,NULL,234
103,103,WM,NULL,288
104,104,WM,NULL,205
105,105,WM,NULL,171
106    ,106,WM,NULL,296
107,107,WM,NULL,394
108,108,WM,NULL,390
110,110,WM,NULL,280
111    ,111,WM,NULL,309
112,112,WM,NULL,146
113,113,WM,NULL,273
114,114,WM,NULL,172
115,115,WM,NULL,267
116,116,WM,NULL,167
117,117,WM,NULL,236
118,118,WM,NULL,330
119    ,119,WM,NULL,178
120,120,WM,NULL,254
121,121,WM,NULL,187
122,122,WM,NULL,211
123,123,WM,NULL,192
124    ,124,WM,NULL,169
125,125,WM,NULL,271
126    ,126,WM,NULL,378
127,127,WM,NULL,394
129,129,WM,NULL,311
130,130,WM,NULL,182
131,131,WM,NULL,359
132,132,WM,NULL,237
133,133,WM,NULL,210
134    ,134,WM,NULL,412
135,135,WM,NULL,302
136    ,136,WM,NULL,288
137,137,WM,NULL,192
138,138,WM,NULL,294
139,139,WM,NULL,139
140    ,140,WM,NULL,407
141    ,141,WM,NULL,357
142,142,WM,NULL,259
143    ,143,WM,NULL,201
144    ,144,WM,NULL,327
145    ,145,WM,NULL,412
146    ,146,WM,NULL,365
147,147,WM,NULL,285
148,148,WM,NULL,306
149,149,WM,NULL,243
150,150,WM,NULL,332
151,151,WM,NULL,358
152,152,WM,NULL,302
153,153,WM,NULL,274
154    ,154,WM,NULL,214
155,155,WM,NULL,190
156    ,156,WM,NULL,142
157,157,WM,NULL,142
158    ,158,WM,NULL,144
159    ,159,WM,NULL,88
160    ,160,WM,NULL,298
161    ,161,WM,NULL,196
162    ,162,WM,NULL,227
163    ,163,WM,NULL,238
164    ,164,WM,NULL,85
165    ,165,WM,NULL,147
166    ,166,WM,NULL,334
167    ,167,WM,NULL,49
168    ,168,WM,NULL,352
169    ,169,WM,NULL,416
170    ,170,WM,NULL,220
171    ,171,WM,NULL,346
172    ,172,WM,NULL,202
173    ,173,WM,NULL,246
174    ,174,WM,NULL,240
175    ,175,WM,NULL,279
176    ,176,WM,NULL,224
177    ,177,WM,NULL,210
178    ,178,WM,NULL,337
179    ,179,WM,NULL,90
180    ,180,WM,NULL,269
181    ,181,WM,NULL,368
182    ,182,WM,NULL,364
183    ,183,WM,NULL,13
201    ,201,WM,NULL,513
202,202,WM,NULL,244
203,203,WM,NULL,370
204,204,WM,NULL,155
205,205,WM,NULL,225
206,206,WM,NULL,320
207,207,WM,NULL,202
208,208,WM,NULL,460
209,209,WM,NULL,310
210,210,WM,NULL,336
211,211,WM,NULL,310
212,212,WM,NULL,169
213,213,WM,NULL,370
214,214,WM,NULL,271
215,215,WM,NULL,312
216,216,WM,NULL,309
217,217,WM,NULL,235
218,218,WM,NULL,251
219,219,WM,NULL,291
220,220,WM,NULL,251
221,221,WM,NULL,323
222,222,WM,NULL,440
223,223,WM,NULL,193
224,224,WM,NULL,104
225,225,WM,NULL,302
226,226,WM,NULL,163
227,227,WM,NULL,331
228,228,WM,NULL,245
229,229,WM,NULL,282
230,230,WM,NULL,190
231,231,WM,NULL,285
232,232,WM,NULL,296
233,233,WM,NULL,277
234,234,WM,NULL,309
235,235,WM,NULL,168
236,236,WM,NULL,131
237,237,WM,NULL,163
238,238,WM,NULL,226
239,239,WM,NULL,358
240,240,WM,NULL,337
241,241,WM,NULL,238
242,242,WM,NULL,195
243,243,WM,NULL,309
244,244,WM,NULL,325
245,245,WM,NULL,179
246,246,WM,NULL,219
247,247,WM,NULL,193
248    ,248,WM,NULL,196
249    ,249,WM,NULL,319
250    ,250,WM,NULL,430
251    ,251,WM,NULL,294
252    ,252,WM,NULL,56
253    ,253,WM,NULL,241
254    ,254,WM,NULL,230
255    ,255,WM,NULL,182
256    ,256,WM,NULL,314
257    ,257,WM,NULL,177
258    ,258,WM,NULL,287
259    ,259,WM,NULL,189
260    ,260,WM,NULL,233
261    ,261,WM,NULL,251
262    ,262,WM,NULL,247
263    ,263,WM,NULL,268
264    ,264,WM,NULL,297
265    ,265,WM,NULL,269
266    ,266,WM,NULL,326
267    ,267,WM,NULL,34
268,268,WM,NULL,16
301,301,WM,NULL,409
302,302,WM,NULL,416
303,303,WM,NULL,383
304    ,304,WM,NULL,134
401,401,WM,NULL,198
402    ,402,WM,NULL,252
501,501,WM,NULL,288
502,502,WM,NULL,280
503,503,WM,NULL,377
504,504,WM,NULL,164
505,505,WM,NULL,367
506    ,506,WM,NULL,302
507    ,507,WM,NULL,280
508    ,508,WM,NULL,338
509    ,509,WM,NULL,235
601,601,WM,NULL,436
602,602,WM,NULL,364
603,603,WM,NULL,304
604    ,604,WM,NULL,273
605,605,WM,NULL,194
606    ,606,WM,NULL,313
607    ,607,WM,NULL,292
608    ,608,WM,NULL,287
609    ,609,WM,NULL,421
610    ,610,WM,NULL,387
611    ,611,WM,NULL,193
701,701,WM,NULL,281
801,801,WM,NULL,224
