Row Label,PrecinctCode,County,Registered Voters,Repealed,Maintained
Total,-1,FE,NULL,1726,925
BELCHER,101,FE,NULL,46,42
BOYDS,102,FE,NULL,97,31
CURLEW,103,FE,NULL,23,5
HALL CREEK,104,FE,NULL,85,26
INCHELIUM,105,FE,NULL,61,26
KELLER,106,FE,NULL,83,23
KETTLE RIVER,107,FE,NULL,123,63
KEWA,108,FE,NULL,74,28
LAMBERT,109,FE,NULL,51,26
MALO,110,FE,NULL,102,52
ORIENT,111,FE,NULL,74,53
REPUBLIC 1,112,FE,NULL,98,72
REPUBLIC 2,113,FE,NULL,103,60
SAN POIL,114,FE,NULL,147,79
SHERMAN,115,FE,NULL,124,86
SOUTH LAKE,116,FE,NULL,88,49
STORM KING,117,FE,NULL,121,73
TORODA,118,FE,NULL,65,37
TROUT CREEK,119,FE,NULL,161,94
