Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,SM,NULL,1778,2198
BEAR PRAIRIE,100,SM,NULL,50,108
MT. PLEASANT,101,SM,NULL,73,99
SKYE,102,SM,NULL,72,118
UPPER WASHOUGAL,103,SM,NULL,79,118
LEWIS RIVER,104,SM,NULL,6,10
CAPE HORN,105,SM,NULL,95,127
SKAMANIA,106,SM,NULL,119,151
CASCADES,201,SM,NULL,4,5
NORTH BONNEVILLE,202,SM,NULL,144,175
ROCK CREEK,203,SM,NULL,62,86
MAPLE VIEW,204,SM,NULL,135,131
NORTH STEVENSON,205,SM,NULL,98,83
SOUTH STEVENSON,206,SM,NULL,35,23
NELSON CREEK,207,SM,NULL,47,53
CARSON CREEK,208,SM,NULL,118,112
STABLER,300,SM,NULL,110,180
WIND RIVER,303,SM,NULL,99,103
HOT SPRINGS NORTH,304,SM,NULL,42,54
HOT SPRINGS SOUTH,305,SM,NULL,69,91
WIND MOUNTAIN,307,SM,NULL,58,64
CHENOWITH,309,SM,NULL,69,90
UNDERWOOD NORTH,310,SM,NULL,96,127
UNDERWOOD SOUTH,311,SM,NULL,98,90
