Row Label,PrecinctCode,County,Registered Voters,Yes,No
Total,-1,IS,NULL,15361,15063
C WHIDBEY 01,150,IS,NULL,182,286
C WHIDBEY 02,151,IS,NULL,409,425
C WHIDBEY 03,152,IS,NULL,384,429
COUPEVILLE,153,IS,NULL,449,348
C WHIDBEY 04,154,IS,NULL,390,395
C WHIDBEY 05,155,IS,NULL,364,423
S WHIDBEY 01,160,IS,NULL,464,394
S WHIDBEY 02,161,IS,NULL,469,348
S WHIDBEY 03,162,IS,NULL,512,366
S WHIDBEY 04,163,IS,NULL,456,306
S WHIDBEY 05,164,IS,NULL,566,316
S WHIDBEY 06,165,IS,NULL,415,361
LANGLEY,166,IS,NULL,422,163
S WHIDBEY 07,167,IS,NULL,471,345
S WHIDBEY 08,168,IS,NULL,432,258
S WHIDBEY 09,169,IS,NULL,459,360
S WHIDBEY 10,170,IS,NULL,463,322
OAK HARBOR 01,201,IS,NULL,267,332
OAK HARBOR 02,202,IS,NULL,216,233
OAK HARBOR 03,203,IS,NULL,305,288
OAK HARBOR 04,204,IS,NULL,303,299
OAK HARBOR 05,205,IS,NULL,276,350
OAK HARBOR 06,206,IS,NULL,309,215
OAK HARBOR 07,207,IS,NULL,353,282
OAK HARBOR 08,208,IS,NULL,279,245
OAK HARBOR 09,209,IS,NULL,108,46
N WHIDBEY 06,251,IS,NULL,152,246
N WHIDBEY 07,252,IS,NULL,237,308
N WHIDBEY 08,253,IS,NULL,157,301
N WHIDBEY 09,254,IS,NULL,189,226
N WHIDBEY 10,255,IS,NULL,90,93
N WHIDBEY 11,256,IS,NULL,59,52
CAMANO 01,301,IS,NULL,280,272
CAMANO 02,302,IS,NULL,319,412
CAMANO 03,303,IS,NULL,322,376
CAMANO 04,304,IS,NULL,425,511
CAMANO 05,305,IS,NULL,343,427
CAMANO 06,306,IS,NULL,349,388
CAMANO 07,307,IS,NULL,295,328
CAMANO 08,308,IS,NULL,221,243
CAMANO 09,309,IS,NULL,312,367
CAMANO 10,310,IS,NULL,243,283
CAMANO 11,311,IS,NULL,333,341
N WHIDBEY 01,351,IS,NULL,285,427
N WHIDBEY 02,352,IS,NULL,293,374
N WHIDBEY 03,353,IS,NULL,249,270
N WHIDBEY 04,354,IS,NULL,333,445
N WHIDBEY 05,355,IS,NULL,152,238
